Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,taux de participation (%),Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe 02,Nom 02,Prenom 02,Nuance 02,Voix 02,Sexe 03,Nom 03,Prenom 03,Nuance 03,Voix 03,Sexe 04,Nom 04,Prenom 04,Nuance 04,Voix 04,Sexe 05,Nom 05,Prenom 05,Nuance 05,Voix 05,Sexe 06,Nom 06,Prenom 06,Nuance 06,Voix 06,Sexe 07,Nom 07,Prenom 07,Nuance 07,Voix 07,Sexe 08,Nom 08,Prenom 08,Nuance 08,Voix 08,Sexe 09,Nom 09,Prenom 09,Nuance 09,Voix 09,Sexe 10,Nom 10,Prenom 10,Nuance 10,Voix 10,Sexe 11,Nom 11,Prenom 11,Nuance 11,Voix 11,Sexe 12,Nom 12,Prenom 12,Nuance 12,Voix 12,Sexe 13,Nom 13,Prenom 13,Nuance 13,Voix 13,Sexe 14,Nom 14,Prenom 14,Nuance 14,Voix 14
24,DORDOGNE,10,DOMME,5225,809,4416,"84,52",417,3999,M,LABROT,JEAN,COM,653,M,PEIRO,GERMINAL,SOC,2543,M,SALVIAT,J.MICHEL,VEC,380,F,MERLE DU,M.JOSEPHE,FN,195,M,ROUX,MARCEL,MNR,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,11,EXCIDEUIL,4529,530,3999,"88,3",269,3730,M,FAURE,HENRI,COM,1936,M,LE GUAY,ARNAUD,MDC,756,F,GAUTHIER-CLUZAUD,VERONIQUE,VEC,285,M,FARNIER,J.RAYMOND,DL,602,F,BOUTET,YVONNE,FN,112,M,ROUX,J.MARC,MNR,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,12,EYMET,3252,506,2746,"84,44",110,2636,M,LACOTTE,JEAN,COM,628,M,DELAGE,HENRI,SOC,731,M,MAGNAC,J.MICHEL,RPF,1183,M,RASILLY DE,YVES,FN,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,14,ISSIGEAC,3340,640,2700,"80,84",141,2559,M,ARQUEY,J.MICHEL,COM,199,M,BOS,J.MARIE,SOC,971,F,CANAUX,MARTINE,DVG,448,M,PETIT,J.CLAUDE,RPR,156,M,BAROU,RENE,DVD,517,M,NICOLE,J.PIERRE,DVD,92,M,VERJUS,RENE,FN,85,M,SAUX,HENRI,MNR,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,19,MAREUIL,2807,464,2343,"83,47",133,2210,M,IRTAN,FRANCIS,COM,197,M,COUVY,J.PAUL,SOC,498,M,BREJASSOU,J.MARC,DVG,308,M,COURCEL DE,PHILIPPE,DVD,617,M,BERNARD,YVES,DVD,526,M,CLUGNAC,MICHEL,FN,33,M,DRUON,ROGER,MNR,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,20,MONPAZIER,1768,217,1551,"87,73",42,1509,F,LEYGUES,JEANNINE,DVG,387,M,PRIGENT,GERARD,DVG,213,M,MATTERA,MARC,UDF,884,M,LAVERRIERE,MARC,FN,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,24,MUSSIDAN,7354,1749,5605,"76,22",365,5240,F,CLET,M.LAURE,COM,600,M,LAURIERE,ROLAND,SOC,2716,M,CHEVALIER,G.JEAN,DVD,1607,F,MEYROU,M.ROLANDE,FN,187,F,SALBIN,JOCELYNE,MNR,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,25,NEUVIC,5583,895,4688,"83,97",271,4417,M,HELION,DIDIER,COM,340,M,DEGUILHEM,PASCAL,SOC,1839,M,ROUSSEL,FRANCOIS,RPR,2051,F,SENEJOUX,CECILE,FN,112,M,COMPERAT,DIDIER,MNR,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,27,PERIGUEUX-CENTRE,10976,3993,6983,"63,62",390,6593,F,YSSORCHE,DANIELLE,COM,588,M,TOUGNE,PHILIPPE,SOC,754,M,LABROUSSE,PATRICK,VEC,1266,F,LABATUT,PAULETTE,RPR,3218,M,BERSAC,MICHEL,DVD,289,M,REVEILLAS,PIERRE,FN,205,M,GERY,DANIEL,MNR,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,28,RIBERAC,6432,1311,5121,"79,62",284,4837,F,DURETETE,JULIETTE,COM,330,M,CAZEAU,BERNARD,SOC,2823,M,AGULLO,LIONEL,DVG,232,M,CASTELLANE DE,PIERRE,RPR,1214,M,MENIOLLE D'HAUTHUILLE,M.GABRIELLE,FN,139,M,DUEZ,ABEL,MNR,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,29,SAINTE-ALVERE,2111,222,1889,"89,48",55,1834,F,AUXERRE,GENEVIEVE,COM,53,F,MALLEMOUCHE,ANNE,SOC,250,M,ROUX,DOMINIQUE,DVG,327,M,FREMAUX,J.LUC,VEC,63,M,DUCENE,PHILIPPE,RPR,986,M,SECRET,CLAUDE,DVD,111,M,PEYRET-LACOMBE,JOSEPH,FN,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,30,SAINT-ASTIER,13039,2993,10046,"77,05",668,9378,F,CHAMBRE,MICHELE,COM,1495,M,MONMARSON,JACQUES,DVG,4254,M,CHANSEAU,J.LOUIS,VEC,938,M,DUBOIS,ANDRE,RPR,1984,M,PEYRET-LACOMBE,ANTOINE,FN,465,M,KORMANN,DOMINIQUE,MNR,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,31,SAINT-AULAYE,5379,1156,4223,"78,51",252,3971,M,LE VACON,VIANNEY,COM,70,M,SEBART,DENIS,SOC,719,M,DUCLAUD,RAYMOND,DVG,389,M,GENDREAU,J.JACQUES,DVG,967,M,OHANIAN,HUBERT,DVG,122,M,LAVIALE,P.CLAUDE,UDF,1458,F,FROMENT DE,ODILE,FN,116,M,HARDY,JACQUES,MNR,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,32,SAINT-CYPRIEN,5530,1039,4491,"81,21",252,4239,M,GARRIGUE,ANDRE,COM,232,M,DUTARD,FRANCIS,SOC,1381,M,ARMAGNAC,ALAIN,VEC,290,M,ROYERE DE,J.CLAUDE,RPR,326,M,RAFALOVIC,MICHEL,DVD,956,M,MOUNET,PIERRE,DVD,855,F,PUJOL,EMMANUELLE,FN,149,M,CADE,J.CLAUDE,MNR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,33,SAINT-PARDOUX-LA-RIVIERE,4062,649,3413,"84,02",131,3282,M,GORRE,CHRISTIAN,COM,933,M,BRIVES,HENRI,SOC,558,M,COLAS,GEORGES,DVG,1061,M,FAURE,J.MICHEL,RPR,632,F,BEAUDROUET,ANTOINETTE,FN,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,34,SAINT-PIERRE-DE-CHIGNAC,13273,3055,10218,"76,98",630,9588,M,AUZOU,JACQUES,COM,5349,M,COURNIL,ALAIN,DVG,1793,M,LABETAA,CLAUDE,VEC,914,M,DUCENE,STEFAN,DVD,913,F,VILLATE,CHANTAL,FN,349,M,LAFLAQUIERE,PATRICK,MNR,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,39,TERRASSON-LA-VILLEDIEU,10274,2218,8056,"78,41",401,7655,M,IGUACEL-LISA,LIBERTO,EXG,193,M,SERRE,MAURICE,COM,1100,M,EYMARD,SERGE,SOC,2680,M,GARDET,J.PAUL,RPR,3242,F,LEDU,LILIANE,FN,291,M,BILGER,CAMILLE,MNR,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,40,THENON,3543,482,3061,"86,4",98,2963,M,TASTET,PHILIPPE,COM,133,M,CAGNIART,BERTRAND,DVG,757,F,PETIT,DOMINIQUE,VEC,270,M,BOUSQUET,DOMINIQUE,RPR,1714,M,AUDINETTE,CHARLES,FN,64,F,FRANCOIS,CLAUDETTE,MNR,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,41,THIVIERS,5978,988,4990,"83,47",219,4771,M,BLANCHARD,DANIEL,COM,810,M,BOUCHILLOU,J.LOUIS,SOC,963,M,GROJANT,CLAUDE,VEC,202,M,BOUCHER,J.PIERRE,RPR,1460,M,JAECK,CLAUDE,DVD,1209,F,GUIBERT,ANNE,FN,87,M,LE SOLLEU,CLAUDE,MNR,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,42,VELINES,7439,1780,5659,"76,07",372,5287,M,TAUZIAC,J.BERNARD,COM,401,M,FOURCAUD,SERGE,SOC,1121,M,BORDE,FRANCOIS,DVG,652,M,SZWED,CHRISTIAN,VEC,439,M,PONTALIER,FRANCOIS,REG,139,M,DESCOINS,ROBERT,RPR,1071,M,LOUREC,DIDIER,DVD,994,M,BOYER,RENE,FN,299,M,DEBEVER,MICHEL,MNR,171,,,,,,,,,,,,,,,,,,,,,,,,,
24,DORDOGNE,45,VILLAMBLARD,4140,718,3422,"82,66",316,3106,M,RAYNAUD,FABIEN,COM,347,M,FOURLOUBEY,JEAN,SOC,2293,M,PEYRET-LACOMBE,HENRY,FN,195,M,DUBOIS ,ROBERT,MNR,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,1,AMANCEY,2959,374,2585,"87,36",73,2512,M,CARREZ,GILBERT,COM,628,M,RONOT,PATRICK,RPR,1298,M,MASSON,PIERRE,DVD,233,M,AYMONIER,GERARD,DVD,303,F,HYORDEY,BERANGERE,FN,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,2,AUDEUX,17471,4538,12933,"74,03",712,12221,F,LEROY ABOUDA,DANIELLE,EXG,581,M,BAUQUIER,JACQUES,COM,480,M,BORDET,GASTON,SOC,2254,M,MERCIER,CLAUDE,VEC,1394,M,GIRARD,CLAUDE,RPR,5780,M,BARTHOD,BERNARD,DVD,726,M,GILLARD,GUY,FN,719,M,ROUSSET BEAUDOIN,REMI,MNR,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,3,AUDINCOURT,11624,4664,6960,"59,88",362,6598,F,ADAMI,CHANTAL,COM,653,M,COIZET,PAUL,SOC,2377,M,GALLAT,THIERRY,VEC,658,M,ASSOLARI,BERNARD,RPR,1694,M,SEBILLE,ALAIN,FN,926,M,GRISOT,MICKAEL,MNR,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,4,BAUME-LES-DAMES,6376,1427,4949,"77,62",311,4638,M,BONZANNI,JACQUES,COM,214,M,DUCOMMUN,DANIEL,MDC,396,F,ZISS,MONIQUE,SOC,1053,M,PETREMENT,MARC,UDF,1945,M,POUX,ROBERT,DVD,508,M,PROST,MARCEL,DVD,261,M,DEVILLERS,MICHEL,FN,187,M,BONNET,DANIEL,MNR,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,5,BESANCON-NORD-EST,13012,6133,6879,"52,87",309,6570,M,FONTAINE,JACQUES,EXG,301,F,ROCHE,M.FRANCE,EXG,285,F,MONNIER,FRANCOISE,COM,294,M,GIRARD,CLAUDE,SOC,2285,M,LEGEARD,BRUNO,VEC,780,M,CHOMETTE,J.CLAUDE,RPF,1844,M,BART,J.LUC,FN,556,F,GEORGES,M.ODILE,MNR,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,6,BESANCON-SUD,12931,4941,7990,"61,79",462,7528,M,BULTOT,NICOLAS,EXG,472,M,FLON,GUY,COM,253,M,DAHOUI,Y.MICHEL,SOC,1916,M,AEBISCHER,BRUNO,VEC,1624,M,BITTARD,MICHEL,RPR,2485,M,RENUCCI,J.GABRIEL,FN,523,F,VIVOT,MARTINE,MNR,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,7,BOUSSIERES,11450,3017,8433,"73,65",469,7964,M,MENIGOZ,JACQUES,EXG,942,F,GERARD,YVETTE,COM,358,M,LAVIOLE,HENRI,SOC,1098,M,POULET,MICHEL,DVG,1151,F,JACQUEMET,ANNICK,DVD,2476,M,AMIOT,J.MARIE,DVD,1023,M,LARTIGUE,MARIO,FN,629,M,GALLIOT,GEORGES,MNR,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,8,CLERVAL,4617,822,3795,"82,2",183,3612,M,PUJOL,MICHEL,MDC,732,M,CARTIER,ALAIN,UDF,2553,M,MOUGIN,FRANCIS,FN,241,M,SAUNIER,J.PIERRE,MNR,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,9,HERIMONCOURT,11524,3545,7979,"69,24",304,7675,M,BERRARD,PIERRE,COM,262,M,BART,J.MARIE,SOC,4644,F,BOUILLARD,GHISLAINE,VEC,542,F,MONEGER,M.JOSE,RPR,1118,M,BOILLOT,ROLAND,FN,785,M,GAUDIN,RODOLPHE,MNR,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,10,L'ISLE-SUR-LE-DOUBS,8238,1574,6664,"80,89",273,6391,M,JEANNIN,DANIEL,COM,1115,M,NAPPEY,REMY,SOC,2120,M,MANGIN,DANIEL,DVG,303,M,PEGEOT,PAUL,RPR,1182,M,GIRARDOT,J.JACQUES,DVD,481,M,GOUX,ANDRE,DVD,509,M,BARRET,FLORENT,FN,449,F,VIVOT,LAURE,MNR,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,11,LEVIER,5863,1020,4843,"82,6",191,4652,M,KOVACIC,CHRISTIAN,SOC,842,M,ALPY,PHILIPPE,UDF,891,M,GURTNER,J.PIERRE,DVD,1609,F,BAZILE,JACQUELINE,DVD,211,M,MATHEZ,ANDRE,DVD,471,M,FLEURY,JOEL,DVD,298,M,VERNIER,CLAUDE,FN,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,12,MAICHE,9993,2384,7609,"76,14",294,7315,F,BAILLEUX,RENEE,SOC,1826,F,BOUQUIN,CHRISTINE,RPR,5106,F,BAZEROLLE,EDITH,FN,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,13,MARCHAUX,13433,3548,9885,"73,59",465,9420,M,PIERLOT,PATRICK,EXG,694,M,LANDRY,MARCEL,COM,429,M,BOURGEOIS,MICHEL,SOC,4553,M,BARDEY,ROLAND,RPR,2635,F,GUILBAUD,CLAUDE,FN,811,M,DIEDRICH,FRANCK,MNR,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,28,BESANCON-EST,14977,6891,8086,"53,99",284,7802,F,BENETEAU DE LAPRAIRIE,SANDRINE,EXG,276,M,UBBIALI,GEORGES,EXG,160,F,MENETRIER,ANNIE,COM,269,M,COLY,J.LOUP,MDC,1304,M,BARETJE,MARCELLIN,DVG,686,M,MAIRE,SEBASTIEN,VEC,1071,M,GROSPERRIN,JACQUES,RPR,1876,M,SALOMON,CLAUDE,RPR,1465,F,MONTEL,SOPHIE,FN,555,M,COMOR,GUILLAUME,MNR,140,,,,,,,,,,,,,,,,,,,,
25,DOUBS,31,SOCHAUX-GRAND-CHARMONT,8355,2928,5427,"64,96",279,5148,M,FERRAND,CHRISTOPHE,EXG,67,M,BRUEZ,CHRISTIAN,COM,276,M,GAUTHIER,NOEL,SOC,2035,M,CONTEJEAN,GEORGES,VEC,521,M,DUVERNOY,PHILIPPE,RPR,1325,F,CARREZ,EVELYNE,FN,579,M,RAYOT,GERARD,MNR,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,33,BESANCON-PLANOISE,8638,4523,4115,"47,64",185,3930,F,BULTOT,MARTINE,EXG,732,F,FRIESS,NICOLE,EXG,204,M,BASSENNE,GILLES,COM,170,F,TETU,DANIELE,SOC,1043,M,BERGEROT,CHRISTOPHE,VEC,346,F,BRANGET,FRANCOISE,RPR,316,M,FLEURY,J.NOEL,DVD,463,M,SENNERICH,ROBERT,FN,465,F,BELIN,AGNES,MNR,191,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,35,VALENTIGNEY,13424,5315,8109,"60,41",415,7694,M,TREPPO,MICHEL,EXG,458,F,LIBES,VIVIANE,COM,462,F,VOIDEY,MARTINE,SOC,2620,F,PETREQUIN,JOSETTE,VEC,667,M,FAVRE,P.OLIVIER,DL,1999,F,FAIVRE PIERRET,MARTINE,FN,921,M,CRETIN,XAVIER,MNR,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,1,BOURDEAUX,1056,167,889,"84,19",13,876,M,BLANCHARD,André,COM,60,M,TEYSSIER,Jean-Paul,SOC,156,M,TRON,Michel,DVG,310,F,SCHLOTTER,Véronique,VEC,80,M,AYZAC,J.Claude,DVD,107,M,HILAIRE,J.Louis,DVD,153,M,CESSOLE DE ,Hugues,FN,8,F,BOULLE,Josette,MNR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,3,BUIS-LES-BARONNIES,4147,856,3291,"79,36",138,3153,M,GREGOIRE,Michel,SOC,2129,M,FABRE,Gilbert,DVD,809,M,MERINDOL,Robert,FN,151,M,COSTE,François,MNR,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,5,LA-CHAPELLE-EN-VERCORS,1651,282,1369,"82,92",45,1324,M,MALSAND,Régis,SOC,416,M,VIERON,J.PAUL,VEC,131,M,CLOT,JACQUES,RPR,649,M,BELLIER-BENISTAND,Bruno,DVD,100,M,AUBRY,Daniel,FN,16,F,CONTRE,Pierrette,MNR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,7,CREST-NORD,11030,3135,7895,"71,58",282,7613,M,BELLET,J.LOUIS,COM,351,M,SERRET,Jean,SOC,2223,M,BONNET,Jacques,VEC,1000,M,PIERAGOSTINI,Claude,RPR,719,F,BREYTON,Danielle,DVD,2684,F,MALET,Christine-Odile,FN,447,M,GOBICCHI,Guy,MNR,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,8,CREST-SUD,5736,1531,4205,"73,31",170,4035,M,NICOLAS,Pierre,COM,244,M,TABARDEL,J.PIERRE,DVG,1359,M,FORAND,Patrick,VEC,496,M,CAILLY,Pierre-Gérard,DVD,601,M,BON,Roger,DVD,1071,F,COLOMBET,Marie-Jo,FN,184,M,ALGUACIL,J.Claude,MNR,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,11,LE-GRAND-SERRE,6425,1603,4822,"75,05",185,4637,M,LANGLAIS,Martial,COM,892,M,RUETSCH,Maurice,SOC,699,M,BIANCHERI,GABRIEL,RPR,2734,M,ESCORTELL,Eric,FN,221,M,FALCIONI,Alain,MNR,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,13,LORIOL-SUR-DROME,11086,3986,7100,"64,04",310,6790,M,METIFIOT,Raymond,COM,1253,M,MINGUEZ,Philippe,SOC,1644,M,FALLIGAN DE VERGNE,Claude,VEC,469,M,LADEGAILLERIE,Jacques,UDF,2033,M,BERTECHE,René,RPF,534,M,GANIVET,Jacques,FN,776,M,MICHEL,Philippe,MNR,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,15,MARSANNE,8156,2199,5957,"73,04",223,5734,M,TEXTORIS,Robert,COM,316,M,PEILLARD,Jean,DVG,1205,F,PLANEL,Hélène,VEC,566,M,GILLES,André,UDF,2011,M,CHERTIER,Pierre,DVD,294,F,MARTINEU,Monique,DVD,751,F,VERNET,Béatrice,FN,442,M,ROYET,Bruno,MNR,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,21,ROMANS-SUR-ISERE-1,18086,7262,10824,"59,85",449,10375,M,VITTON-MEA,Yannick,EXG,208,M,DURAND,Jean-Marc,COM,539,M,PIENIEK,Pierre,PRG,2861,M,CHOSSON,Jean-Marie,VEC,1358,M,DURAND,GEORGES,DL,2676,M,PELARDY,Paul,RPF,464,M,PINET,Bernard,FN,1801,M,ROSE,Patrice,MNR,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,22,SAILLANS,1603,294,1309,"81,66",43,1266,M,MIS,Eric,COM,59,F,DARFEUILLE,Marie-Christine,SOC,275,M,ARNAUD,Michel,DVG,121,F,ODDON-PUYO,Françoise,ECO,128,M,PEGON,François,DVD,366,M,BAUDOUIN,Roger,DVD,282,M,TERRAS,Jean,FN,30,M,FAURE,Frédéric,MNR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,23,SAINT-DONAT-SUR-L'HERBASSE,5129,1346,3783,"73,76",134,3649,M,BRET,JEAN,COM,125,M,GELUS,J.Claude,SOC,658,M,BONNET,J.Louis,DVG,659,M,CHALEON,AIME,DVD,1915,M,SANTIAGO,J.Claude,FN,209,M,COSTE,Philippe,MNR,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,25,SAINT-PAUL-TROIS-CHATEAUX,12018,3231,8787,"73,12",430,8357,M,LENA,BRUNO,COM,783,M,FESCHET,Max,SOC,2755,M,LIMONTA,Fabien,RPR,2148,M,VOLLE,Serge,RPF,1076,M,PELISSIER,Daniel,FN,1103,M,ROUSTAN,Romain,MNR,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,26,SAINT-VALLIER,16407,4768,11639,"70,94",548,11091,F,MOYROUD,Monique,COM,893,F,DUMONTEIL,Maryse,SOC,2019,M,GENTHON,Alain,DVG,2104,M,ORIOL,Gérard,DL,1558,M,CULTY,J.MICHEL,DVD,3353,M,VERGER,Michel,FN,845,F,GENET,Danièlle,MNR,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,27,SEDERON,1898,291,1607,"84,67",52,1555,F,AUMAGE,Bernadette,COM,212,M,BEC,Yves,DVG,243,M,POMERO,claude,DVG,232,M,ARNOUX,Paul,DVG,359,M,LEFER,Guy,DVD,119,M,GOZZI,Gérard,DVD,338,M,BEHAR-BANNELIER,Guy,FN,30,M,COURSANGE,Pierre,MNR,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,29,VALENCE-1,10307,4594,5713,"55,43",164,5549,M,JURY,Jean-Paul,COM,533,F,PERSICO,Danielle,VEC,1594,M,BONNEMAYRE,JACQUES,RPR,2726,M,ALBERT-BRUNET,François,DVD,281,M,PARAGHAMIAN,Simon,FN,291,M,SDAO,Lorenzo,MNR,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,31,VALENCE-3,9373,3964,5409,"57,71",207,5202,M,RINER,Roger,EXG,198,M,BASSET,J.Pierre,COM,283,M,VEYRET,Pierre-Jean,SOC,1782,M,TAVAN,MICHEL,RPF,2263,M,TINLAN,Jean,FN,447,M,COLLAS,Daniel,MNR,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,34,PORTES-LES-VALENCE,13912,4824,9088,"65,32",680,8408,M,TRAPIER,Pierre,COM,1033,M,PINEDE,J.GUY,DVG,3255,M,DONGER,Denis,VEC,1335,M,GROUSSON,Daniel,RPR,2073,M,BOURDIN,Olivier,FN,638,F,ROUSTAN,Magali,MNR,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,35,ROMANS-SUR-ISERE-2,11496,4353,7143,"62,13",286,6857,M,FLORENSON,Gérard,EXG,76,F,COQUARD,Monique,COM,257,M,CHAUMONTET,GERARD,SOC,2192,M,JOSQUIN,Pierre,DVG,808,M,BOYADJIAN,Charles,VEC,471,M,STEKOLNIKOFF,alain,RPR,408,M,BOSSAN,L.Paul,UDF,1193,F,BOUCHARDON,Chantal,FN,943,M,CARRA,Daniel,MNR,509,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,9,BRIONNE,7717,2059,5658,"73,32",320,5338,M,GRIMAULT,GERARD,COM,2273,M,FERRY,GUILLAUME,VEC,455,M,ZUCCONI,PIERRE,UDF,2059,F,RICHETON LARDANS,SONIA,FN,414,M,VEDIE,JOEL,MNR,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,10,BROGLIE,4768,1267,3501,"73,43",194,3307,M,BOUQUET,BERNARD,COM,446,M,BEAUCHET,ERIC,SOC,381,M,CADINOT,DIDIER,RPR,1143,M,MALCAVA,DIDIER,DVD,991,M,LE TANNEUR,MARC,FN,225,M,BOISSARD,YVES,MNR,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,11,CONCHES-EN-OUCHE,10440,3253,7187,"68,84",391,6796,M,AUFFRET,CLAUDE,DVG,2468,M,CORREGE,J.JACQUES,DVG,1676,M,COURTOIS,ALAIN,UDF,1742,M,LECUYER,J.JACQUES,FN,674,M,FOURMANT,BERNARD,MNR,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,17,EVREUX-SUD,10553,4303,6250,"59,22",303,5947,M,PEREZ,J.LUIS,EXG,89,M,MAGNAN,PAUL,EXG,212,M,CASSIUS,LUC,COM,937,M,CHAMPREDON,MICHEL,SOC,1487,M,GUYOMARCH,J.YVES,VEC,574,M,MESANGE,GERARD,RPR,925,M,SIMON,MICHEL,DL,767,F,BARBIER,JULIE,DVD,284,M,LEFEVRE,MICHEL,DVD,93,M,PELISSIER,J.CLAUDE,FN,579,,,,,,,,,,,,,,,,,,,,
27,EURE,18,FLEURY-SUR-ANDELLE,12190,3665,8525,"69,93",755,7770,M,LANIC,YVES,COM,1261,M,POLETTI,JACQUES,SOC,5258,M,MORICE,SAMUEL,FN,862,M,LEVACQUE,DIDIER,MNR,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,20,GISORS,11945,4361,7584,"63,49",326,7258,M,LARMANOU,MARCEL,COM,3620,M,LONGET,LAURENT,SOC,831,M,LEVE,FRANCOIS,RPR,1238,M,BUEIL DE,LOUIS,DVD,482,M,DUGRES,GUY,FN,880,M,LEMAIRE,LUCIEN,MNR,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,22,LYONS-LA-FORET,3518,975,2543,"72,29",134,2409,M,NEHOU,MAURICE,COM,294,M,LEQUILERIER,ERIC,SOC,427,M,COLLARD,HENRI,UDF,1303,M,LELIEVRE,J.CLAUDE,FN,299,M,COUTARD,LOUIS,MNR,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
