,Code département,département,Inscrits,Votants,Blancs et nuls,Exprimés,year,election_round,election
1383,5,HAUTES ALPES,3675,2398,75,2323,2011,t1,cantonales
1384,5,HAUTES ALPES,3171,1518,59,1459,2011,t1,cantonales
1385,5,HAUTES ALPES,1026,794,22,772,2011,t1,cantonales
1386,5,HAUTES ALPES,6134,4001,77,3924,2011,t1,cantonales
1387,5,HAUTES ALPES,1658,1251,16,1235,2011,t1,cantonales
1388,5,HAUTES ALPES,1578,1147,33,1114,2011,t1,cantonales
1389,5,HAUTES ALPES,2152,1438,48,1390,2011,t1,cantonales
1390,5,HAUTES ALPES,4683,3279,62,3217,2011,t1,cantonales
1391,5,HAUTES ALPES,3445,2055,125,1930,2011,t1,cantonales
1392,5,HAUTES ALPES,5658,2325,83,2242,2011,t1,cantonales
1393,5,HAUTES ALPES,6282,2491,99,2392,2011,t1,cantonales
1394,6,ALPES MARITIMES,27153,10897,250,10647,2011,t1,cantonales
1395,6,ALPES MARITIMES,2124,1237,22,1215,2011,t1,cantonales
1396,6,ALPES MARITIMES,7397,3886,91,3795,2011,t1,cantonales
1397,6,ALPES MARITIMES,21843,8642,150,8492,2011,t1,cantonales
1398,6,ALPES MARITIMES,3053,1872,86,1786,2011,t1,cantonales
1399,6,ALPES MARITIMES,15978,7552,236,7316,2011,t1,cantonales
1400,6,ALPES MARITIMES,21373,9045,169,8876,2011,t1,cantonales
1401,6,ALPES MARITIMES,2673,1825,46,1779,2011,t1,cantonales
1402,6,ALPES MARITIMES,2868,1968,93,1875,2011,t1,cantonales
1403,6,ALPES MARITIMES,1732,1322,18,1304,2011,t1,cantonales
1404,6,ALPES MARITIMES,15827,7712,130,7582,2011,t1,cantonales
1405,6,ALPES MARITIMES,2287,1675,28,1647,2011,t1,cantonales
1406,6,ALPES MARITIMES,2799,1926,28,1898,2011,t1,cantonales
1407,6,ALPES MARITIMES,16932,7663,153,7510,2011,t1,cantonales
1408,6,ALPES MARITIMES,18296,6896,141,6755,2011,t1,cantonales
1409,6,ALPES MARITIMES,29352,11173,232,10941,2011,t1,cantonales
1410,6,ALPES MARITIMES,28315,11607,298,11309,2011,t1,cantonales
1411,6,ALPES MARITIMES,14915,5670,92,5578,2011,t1,cantonales
1412,6,ALPES MARITIMES,12987,4836,70,4766,2011,t1,cantonales
1413,6,ALPES MARITIMES,20919,7318,151,7167,2011,t1,cantonales
1414,6,ALPES MARITIMES,19188,7581,133,7448,2011,t1,cantonales
1415,6,ALPES MARITIMES,12492,5074,129,4945,2011,t1,cantonales
1416,6,ALPES MARITIMES,13854,5421,128,5293,2011,t1,cantonales
1417,6,ALPES MARITIMES,19658,6547,157,6390,2011,t1,cantonales
1418,6,ALPES MARITIMES,18022,7013,116,6897,2011,t1,cantonales
1419,6,ALPES MARITIMES,15253,5944,124,5820,2011,t1,cantonales
1420,7,ARDECHE,13726,5548,164,5384,2011,t1,cantonales
1421,7,ARDECHE,2541,1650,28,1622,2011,t1,cantonales
1422,7,ARDECHE,5297,3366,85,3281,2011,t1,cantonales
1423,7,ARDECHE,7859,4342,81,4261,2011,t1,cantonales
1424,7,ARDECHE,5224,3500,63,3437,2011,t1,cantonales
1425,7,ARDECHE,1837,1284,18,1266,2011,t1,cantonales
1426,7,ARDECHE,14186,6585,196,6389,2011,t1,cantonales
1427,7,ARDECHE,883,644,12,632,2011,t1,cantonales
1428,7,ARDECHE,3088,1918,61,1857,2011,t1,cantonales
1429,7,ARDECHE,2904,1879,59,1820,2011,t1,cantonales
1430,7,ARDECHE,2678,1488,87,1401,2011,t1,cantonales
1431,7,ARDECHE,964,609,21,588,2011,t1,cantonales
1432,7,ARDECHE,7095,4197,67,4130,2011,t1,cantonales
1433,7,ARDECHE,10509,5407,131,5276,2011,t1,cantonales
1434,7,ARDECHE,11179,5044,157,4887,2011,t1,cantonales
1435,7,ARDECHE,11516,4825,161,4664,2011,t1,cantonales
1436,8,ARDENNES,4863,2024,37,1987,2011,t1,cantonales
1437,8,ARDENNES,3648,1847,71,1776,2011,t1,cantonales
1438,8,ARDENNES,1700,1004,50,954,2011,t1,cantonales
1439,8,ARDENNES,8907,3843,84,3759,2011,t1,cantonales
1440,8,ARDENNES,2077,1167,40,1127,2011,t1,cantonales
1441,8,ARDENNES,3640,1921,40,1881,2011,t1,cantonales
1442,8,ARDENNES,1916,1065,12,1053,2011,t1,cantonales
1443,8,ARDENNES,2963,1680,56,1624,2011,t1,cantonales
1444,8,ARDENNES,5940,3038,57,2981,2011,t1,cantonales
1445,8,ARDENNES,9478,4071,101,3970,2011,t1,cantonales
1446,8,ARDENNES,3169,2045,45,2000,2011,t1,cantonales
1447,8,ARDENNES,7137,2797,61,2736,2011,t1,cantonales
1448,8,ARDENNES,8904,3409,80,3329,2011,t1,cantonales
1449,8,ARDENNES,3094,1751,35,1716,2011,t1,cantonales
1450,8,ARDENNES,2779,1652,43,1609,2011,t1,cantonales
1451,8,ARDENNES,1108,664,26,638,2011,t1,cantonales
1452,8,ARDENNES,4477,2496,55,2441,2011,t1,cantonales
1453,8,ARDENNES,6686,3727,53,3674,2011,t1,cantonales
1454,9,ARIEGE,4586,2802,116,2686,2011,t1,cantonales
1455,9,ARIEGE,10293,5165,147,5018,2011,t1,cantonales
1456,9,ARIEGE,3451,2032,80,1952,2011,t1,cantonales
1457,9,ARIEGE,2736,1584,61,1523,2011,t1,cantonales
1458,9,ARIEGE,7516,3255,92,3163,2011,t1,cantonales
1459,9,ARIEGE,489,389,30,359,2011,t1,cantonales
1460,9,ARIEGE,1798,1321,50,1271,2011,t1,cantonales
1461,9,ARIEGE,7722,3666,216,3450,2011,t1,cantonales
1462,9,ARIEGE,6715,4486,129,4357,2011,t1,cantonales
1463,9,ARIEGE,1450,893,74,819,2011,t1,cantonales
1464,9,ARIEGE,9670,4310,143,4167,2011,t1,cantonales
1465,10,AUBE,6934,3354,142,3212,2011,t1,cantonales
1466,10,AUBE,7839,3802,182,3620,2011,t1,cantonales
1467,10,AUBE,5772,3288,159,3129,2011,t1,cantonales
1468,10,AUBE,4294,2277,59,2218,2011,t1,cantonales
1469,10,AUBE,4441,2344,32,2312,2011,t1,cantonales
1470,10,AUBE,5086,2501,72,2429,2011,t1,cantonales
1471,10,AUBE,2579,1415,39,1376,2011,t1,cantonales
1472,10,AUBE,7641,3456,95,3361,2011,t1,cantonales
1473,10,AUBE,2861,1644,58,1586,2011,t1,cantonales
1474,10,AUBE,2246,1347,81,1266,2011,t1,cantonales
1475,10,AUBE,10101,4104,88,4016,2011,t1,cantonales
1476,10,AUBE,8022,2610,49,2561,2011,t1,cantonales
1477,10,AUBE,2844,1490,42,1448,2011,t1,cantonales
1478,10,AUBE,6812,2798,70,2728,2011,t1,cantonales
1479,10,AUBE,5079,1693,19,1674,2011,t1,cantonales
1480,10,AUBE,10936,4147,81,4066,2011,t1,cantonales
1481,10,AUBE,5965,2138,54,2084,2011,t1,cantonales
1482,11,AUDE,3882,2583,59,2524,2011,t1,cantonales
1483,11,AUDE,6308,3464,99,3365,2011,t1,cantonales
1484,11,AUDE,1572,972,33,939,2011,t1,cantonales
1485,11,AUDE,1709,1120,27,1093,2011,t1,cantonales
1486,11,AUDE,13977,6367,228,6139,2011,t1,cantonales
1487,11,AUDE,7070,3813,118,3695,2011,t1,cantonales
1488,11,AUDE,2523,1667,62,1605,2011,t1,cantonales
1489,11,AUDE,3207,1866,110,1756,2011,t1,cantonales
1490,11,AUDE,20094,9843,336,9507,2011,t1,cantonales
1491,11,AUDE,3199,2126,50,2076,2011,t1,cantonales
1492,11,AUDE,2633,1688,72,1616,2011,t1,cantonales
1493,11,AUDE,15385,8311,231,8080,2011,t1,cantonales
1494,11,AUDE,1877,1292,49,1243,2011,t1,cantonales
1495,11,AUDE,14387,6248,216,6032,2011,t1,cantonales
1496,11,AUDE,9621,5621,177,5444,2011,t1,cantonales
1497,11,AUDE,1640,1149,37,1112,2011,t1,cantonales
1498,11,AUDE,1625,1000,101,899,2011,t1,cantonales
1499,11,AUDE,6300,2735,139,2596,2011,t1,cantonales
1500,12,AVEYRON,2249,1543,69,1474,2011,t1,cantonales
1501,12,AVEYRON,5600,3243,118,3125,2011,t1,cantonales
1502,12,AVEYRON,1493,1103,38,1065,2011,t1,cantonales
1503,12,AVEYRON,2144,1436,56,1380,2011,t1,cantonales
1504,12,AVEYRON,2574,1629,70,1559,2011,t1,cantonales
1505,12,AVEYRON,1999,1462,31,1431,2011,t1,cantonales
1506,12,AVEYRON,3683,2579,105,2474,2011,t1,cantonales
1507,12,AVEYRON,7797,4307,286,4021,2011,t1,cantonales
1508,12,AVEYRON,5621,3978,78,3900,2011,t1,cantonales
1509,12,AVEYRON,2569,1943,26,1917,2011,t1,cantonales
1510,12,AVEYRON,3431,2374,68,2306,2011,t1,cantonales
1511,12,AVEYRON,2776,1927,53,1874,2011,t1,cantonales
1512,12,AVEYRON,4316,3068,145,2923,2011,t1,cantonales
1513,12,AVEYRON,5601,3590,107,3483,2011,t1,cantonales
1514,12,AVEYRON,9276,4268,176,4092,2011,t1,cantonales
1515,12,AVEYRON,9539,5902,314,5588,2011,t1,cantonales
1516,12,AVEYRON,2019,1368,56,1312,2011,t1,cantonales
1517,12,AVEYRON,3038,2168,105,2063,2011,t1,cantonales
1518,12,AVEYRON,1745,1392,24,1368,2011,t1,cantonales
1519,12,AVEYRON,1449,1185,26,1159,2011,t1,cantonales
1520,12,AVEYRON,12758,6842,247,6595,2011,t1,cantonales
1521,12,AVEYRON,14034,6869,260,6609,2011,t1,cantonales
1522,13,BOUCHES DU RHONE,46464,15444,301,15143,2011,t1,cantonales
1523,13,BOUCHES DU RHONE,17786,7377,175,7202,2011,t1,cantonales
1524,13,BOUCHES DU RHONE,23510,9581,227,9354,2011,t1,cantonales
1525,13,BOUCHES DU RHONE,29928,12000,256,11744,2011,t1,cantonales
1526,13,BOUCHES DU RHONE,17729,7932,216,7716,2011,t1,cantonales
1527,13,BOUCHES DU RHONE,20230,9577,155,9422,2011,t1,cantonales
1528,13,BOUCHES DU RHONE,16962,5844,96,5748,2011,t1,cantonales
1529,13,BOUCHES DU RHONE,18451,7048,124,6924,2011,t1,cantonales
1530,13,BOUCHES DU RHONE,16209,6854,152,6702,2011,t1,cantonales
1531,13,BOUCHES DU RHONE,17310,5605,136,5469,2011,t1,cantonales
1532,13,BOUCHES DU RHONE,21790,8241,149,8092,2011,t1,cantonales
1533,13,BOUCHES DU RHONE,19808,6776,158,6618,2011,t1,cantonales
1534,13,BOUCHES DU RHONE,14167,6375,146,6229,2011,t1,cantonales
1535,13,BOUCHES DU RHONE,6227,3963,87,3876,2011,t1,cantonales
1536,13,BOUCHES DU RHONE,12757,5939,163,5776,2011,t1,cantonales
1537,13,BOUCHES DU RHONE,13003,6174,126,6048,2011,t1,cantonales
1538,13,BOUCHES DU RHONE,23380,10480,184,10296,2011,t1,cantonales
1539,13,BOUCHES DU RHONE,25491,11345,285,11060,2011,t1,cantonales
1540,13,BOUCHES DU RHONE,26990,11485,254,11231,2011,t1,cantonales
1541,13,BOUCHES DU RHONE,19668,8051,133,7918,2011,t1,cantonales
1542,13,BOUCHES DU RHONE,24851,8953,235,8718,2011,t1,cantonales
1543,13,BOUCHES DU RHONE,18488,6209,129,6080,2011,t1,cantonales
1544,13,BOUCHES DU RHONE,23836,9057,152,8905,2011,t1,cantonales
1545,13,BOUCHES DU RHONE,36858,15888,321,15567,2011,t1,cantonales
1546,13,BOUCHES DU RHONE,35166,14948,395,14553,2011,t1,cantonales
1547,13,BOUCHES DU RHONE,32635,13839,192,13647,2011,t1,cantonales
1548,13,BOUCHES DU RHONE,23035,9144,209,8935,2011,t1,cantonales
1549,13,BOUCHES DU RHONE,31633,12948,264,12684,2011,t1,cantonales
1550,13,BOUCHES DU RHONE,21956,8089,131,7958,2011,t1,cantonales
1551,14,CALVADOS,6235,2813,111,2702,2011,t1,cantonales
1552,14,CALVADOS,7802,3556,77,3479,2011,t1,cantonales
1553,14,CALVADOS,14464,6856,125,6731,2011,t1,cantonales
1554,14,CALVADOS,6288,3267,98,3169,2011,t1,cantonales
1555,14,CALVADOS,16893,7223,313,6910,2011,t1,cantonales
1556,14,CALVADOS,10450,4923,138,4785,2011,t1,cantonales
1557,14,CALVADOS,11064,4819,106,4713,2011,t1,cantonales
1558,14,CALVADOS,3883,2006,32,1974,2011,t1,cantonales
1559,14,CALVADOS,4523,2419,338,2081,2011,t1,cantonales
1560,14,CALVADOS,5897,3245,117,3128,2011,t1,cantonales
1561,14,CALVADOS,15954,7659,138,7521,2011,t1,cantonales
1562,14,CALVADOS,11729,5768,248,5520,2011,t1,cantonales
1563,14,CALVADOS,8169,3949,132,3817,2011,t1,cantonales
1564,14,CALVADOS,6411,3142,68,3074,2011,t1,cantonales
1565,14,CALVADOS,9891,4366,129,4237,2011,t1,cantonales
1566,14,CALVADOS,7594,2899,148,2751,2011,t1,cantonales
1567,14,CALVADOS,4994,2709,77,2632,2011,t1,cantonales
1568,14,CALVADOS,7805,3248,91,3157,2011,t1,cantonales
1569,14,CALVADOS,11188,4278,102,4176,2011,t1,cantonales
1570,14,CALVADOS,6697,2782,78,2704,2011,t1,cantonales
1571,14,CALVADOS,10002,3892,106,3786,2011,t1,cantonales
1572,14,CALVADOS,14356,5883,139,5744,2011,t1,cantonales
1573,14,CALVADOS,9495,4113,256,3857,2011,t1,cantonales
1574,15,CANTAL,5922,2479,108,2371,2011,t1,cantonales
1575,15,CANTAL,2507,1661,60,1601,2011,t1,cantonales
1576,15,CANTAL,2045,1455,57,1398,2011,t1,cantonales
1577,15,CANTAL,2505,1540,62,1478,2011,t1,cantonales
1578,15,CANTAL,6077,3333,166,3167,2011,t1,cantonales
1579,15,CANTAL,5095,3371,150,3221,2011,t1,cantonales
1580,15,CANTAL,3918,2693,73,2620,2011,t1,cantonales
1581,15,CANTAL,5254,3019,147,2872,2011,t1,cantonales
1582,15,CANTAL,2189,1196,128,1068,2011,t1,cantonales
1583,15,CANTAL,5972,3033,223,2810,2011,t1,cantonales
1584,15,CANTAL,6650,3667,153,3514,2011,t1,cantonales
1585,15,CANTAL,4875,3046,166,2880,2011,t1,cantonales
1586,15,CANTAL,3134,1946,61,1885,2011,t1,cantonales
1587,15,CANTAL,7085,3812,142,3670,2011,t1,cantonales
1588,16,CHARENTE,3857,2525,90,2435,2011,t1,cantonales
1589,16,CHARENTE,8044,2696,113,2583,2011,t1,cantonales
1590,16,CHARENTE,8504,3111,65,3046,2011,t1,cantonales
1591,16,CHARENTE,2424,1485,67,1418,2011,t1,cantonales
1592,16,CHARENTE,3285,1488,79,1409,2011,t1,cantonales
1593,16,CHARENTE,11804,4639,94,4545,2011,t1,cantonales
1594,16,CHARENTE,3518,2365,61,2304,2011,t1,cantonales
1595,16,CHARENTE,4753,2809,66,2743,2011,t1,cantonales
1596,16,CHARENTE,9472,3912,123,3789,2011,t1,cantonales
1597,16,CHARENTE,9515,3843,120,3723,2011,t1,cantonales
1598,16,CHARENTE,5631,2990,265,2725,2011,t1,cantonales
1599,16,CHARENTE,3709,2097,53,2044,2011,t1,cantonales
1600,16,CHARENTE,6445,3362,166,3196,2011,t1,cantonales
1601,16,CHARENTE,7021,3379,98,3281,2011,t1,cantonales
1602,16,CHARENTE,8374,4192,140,4052,2011,t1,cantonales
1603,16,CHARENTE,9454,3952,101,3851,2011,t1,cantonales
1604,16,CHARENTE,5856,3132,82,3050,2011,t1,cantonales
1605,16,CHARENTE,9323,3176,80,3096,2011,t1,cantonales
1606,17,CHARENTE MARITIME,9230,3886,124,3762,2011,t1,cantonales
1607,17,CHARENTE MARITIME,5217,2682,90,2592,2011,t1,cantonales
1608,17,CHARENTE MARITIME,5104,2458,69,2389,2011,t1,cantonales
1609,17,CHARENTE MARITIME,3881,2124,38,2086,2011,t1,cantonales
1610,17,CHARENTE MARITIME,8797,3807,113,3694,2011,t1,cantonales
1611,17,CHARENTE MARITIME,11025,5315,106,5209,2011,t1,cantonales
1612,17,CHARENTE MARITIME,5018,2796,60,2736,2011,t1,cantonales
1613,17,CHARENTE MARITIME,4912,2673,88,2585,2011,t1,cantonales
1614,17,CHARENTE MARITIME,9407,4555,111,4444,2011,t1,cantonales
1615,17,CHARENTE MARITIME,10658,5057,84,4973,2011,t1,cantonales
1616,17,CHARENTE MARITIME,7201,2572,48,2524,2011,t1,cantonales
1617,17,CHARENTE MARITIME,6348,2395,39,2356,2011,t1,cantonales
1618,17,CHARENTE MARITIME,14839,6745,159,6586,2011,t1,cantonales
1619,17,CHARENTE MARITIME,5841,2771,70,2701,2011,t1,cantonales
1620,17,CHARENTE MARITIME,12606,5927,131,5796,2011,t1,cantonales
1621,17,CHARENTE MARITIME,10990,5709,89,5620,2011,t1,cantonales
1622,17,CHARENTE MARITIME,10760,4981,97,4884,2011,t1,cantonales
1623,17,CHARENTE MARITIME,12157,4987,144,4843,2011,t1,cantonales
1624,17,CHARENTE MARITIME,13893,6110,148,5962,2011,t1,cantonales
1625,17,CHARENTE MARITIME,10878,5108,129,4979,2011,t1,cantonales
1626,17,CHARENTE MARITIME,2565,1488,28,1460,2011,t1,cantonales
1627,17,CHARENTE MARITIME,5483,1727,26,1701,2011,t1,cantonales
1628,17,CHARENTE MARITIME,8917,3632,38,3594,2011,t1,cantonales
1629,17,CHARENTE MARITIME,17327,7517,146,7371,2011,t1,cantonales
1630,17,CHARENTE MARITIME,13663,5582,107,5475,2011,t1,cantonales
1631,17,CHARENTE MARITIME,9884,3479,49,3430,2011,t1,cantonales
1632,18,CHER,4236,2288,32,2256,2011,t1,cantonales
1633,18,CHER,7125,3537,134,3403,2011,t1,cantonales
1634,18,CHER,2075,1097,32,1065,2011,t1,cantonales
1635,18,CHER,3229,1932,71,1861,2011,t1,cantonales
1636,18,CHER,10659,4856,133,4723,2011,t1,cantonales
1637,18,CHER,2176,1272,90,1182,2011,t1,cantonales
1638,18,CHER,2793,1582,27,1555,2011,t1,cantonales
1639,18,CHER,8262,3997,131,3866,2011,t1,cantonales
1640,18,CHER,3196,1931,52,1879,2011,t1,cantonales
1641,18,CHER,8461,4072,127,3945,2011,t1,cantonales
1642,18,CHER,3515,1814,50,1764,2011,t1,cantonales
1643,18,CHER,12513,5729,181,5548,2011,t1,cantonales
1644,18,CHER,4117,2265,59,2206,2011,t1,cantonales
1645,18,CHER,2900,1654,46,1608,2011,t1,cantonales
1646,18,CHER,11002,4110,94,4016,2011,t1,cantonales
1647,18,CHER,14888,5724,335,5389,2011,t1,cantonales
1648,18,CHER,10112,3435,164,3271,2011,t1,cantonales
1649,18,CHER,6742,2360,72,2288,2011,t1,cantonales
1650,19,CORREZE,5129,3513,108,3405,2011,t1,cantonales
1651,19,CORREZE,6933,4837,161,4676,2011,t1,cantonales
1652,19,CORREZE,3267,2403,98,2305,2011,t1,cantonales
1653,19,CORREZE,1928,1516,52,1464,2011,t1,cantonales
1654,19,CORREZE,2948,2295,69,2226,2011,t1,cantonales
1655,19,CORREZE,8673,4662,242,4420,2011,t1,cantonales
1656,19,CORREZE,2049,1472,101,1371,2011,t1,cantonales
1657,19,CORREZE,4326,2916,163,2753,2011,t1,cantonales
1658,19,CORREZE,1593,1194,43,1151,2011,t1,cantonales
1659,19,CORREZE,9067,4889,154,4735,2011,t1,cantonales
1660,19,CORREZE,3099,2132,80,2052,2011,t1,cantonales
1661,19,CORREZE,2832,2201,50,2151,2011,t1,cantonales
1662,19,CORREZE,4171,3206,124,3082,2011,t1,cantonales
1663,19,CORREZE,5061,2826,143,2683,2011,t1,cantonales
1664,19,CORREZE,5426,3529,143,3386,2011,t1,cantonales
1665,19,CORREZE,5899,2322,91,2231,2011,t1,cantonales
1666,19,CORREZE,7219,2650,180,2470,2011,t1,cantonales
1667,19,CORREZE,11511,5574,347,5227,2011,t1,cantonales
1668,19,CORREZE,4523,2498,164,2334,2011,t1,cantonales
1669,2A,CORSE SUD,6471,3332,105,3227,2011,t1,cantonales
1670,2A,CORSE SUD,2810,1961,45,1916,2011,t1,cantonales
1671,2A,CORSE SUD,2343,1600,95,1505,2011,t1,cantonales
1672,2A,CORSE SUD,3252,2013,88,1925,2011,t1,cantonales
1673,2A,CORSE SUD,4077,2182,106,2076,2011,t1,cantonales
1674,2A,CORSE SUD,2737,2070,22,2048,2011,t1,cantonales
1675,2A,CORSE SUD,10646,6879,174,6705,2011,t1,cantonales
1676,2A,CORSE SUD,1880,982,77,905,2011,t1,cantonales
1677,2A,CORSE SUD,4285,2164,72,2092,2011,t1,cantonales
1678,2A,CORSE SUD,3148,1706,37,1669,2011,t1,cantonales
1679,2A,CORSE SUD,4292,2632,53,2579,2011,t1,cantonales
1680,2B,HAUTE CORSE,3140,1953,51,1902,2011,t1,cantonales
1681,2B,HAUTE CORSE,3500,2376,36,2340,2011,t1,cantonales
1682,2B,HAUTE CORSE,3533,2381,43,2338,2011,t1,cantonales
1683,2B,HAUTE CORSE,2896,2073,43,2030,2011,t1,cantonales
1684,2B,HAUTE CORSE,2784,2174,91,2083,2011,t1,cantonales
1685,2B,HAUTE CORSE,5235,2816,198,2618,2011,t1,cantonales
1686,2B,HAUTE CORSE,3694,2244,221,2023,2011,t1,cantonales
1687,2B,HAUTE CORSE,4984,3200,120,3080,2011,t1,cantonales
1688,2B,HAUTE CORSE,3096,2195,64,2131,2011,t1,cantonales
1689,2B,HAUTE CORSE,4108,3199,30,3169,2011,t1,cantonales
1690,2B,HAUTE CORSE,5872,4427,34,4393,2011,t1,cantonales
1691,2B,HAUTE CORSE,2852,1973,37,1936,2011,t1,cantonales
1692,2B,HAUTE CORSE,1944,1389,56,1333,2011,t1,cantonales
1693,2B,HAUTE CORSE,1438,870,25,845,2011,t1,cantonales
1694,21,COTE D'OR,1360,870,38,832,2011,t1,cantonales
1695,21,COTE D'OR,4066,2448,56,2392,2011,t1,cantonales
1696,21,COTE D'OR,9922,4593,95,4498,2011,t1,cantonales
1697,21,COTE D'OR,11399,4521,94,4427,2011,t1,cantonales
1698,21,COTE D'OR,2427,1411,31,1380,2011,t1,cantonales
1699,21,COTE D'OR,10361,3838,83,3755,2011,t1,cantonales
1700,21,COTE D'OR,11351,5817,101,5716,2011,t1,cantonales
1701,21,COTE D'OR,969,745,30,715,2011,t1,cantonales
1702,21,COTE D'OR,9299,4865,55,4810,2011,t1,cantonales
1703,21,COTE D'OR,6322,3438,81,3357,2011,t1,cantonales
1704,21,COTE D'OR,8192,4233,134,4099,2011,t1,cantonales
1705,21,COTE D'OR,2138,1363,25,1338,2011,t1,cantonales
1706,21,COTE D'OR,11083,5220,105,5115,2011,t1,cantonales
1707,21,COTE D'OR,5756,3040,60,2980,2011,t1,cantonales
1708,21,COTE D'OR,7827,3463,80,3383,2011,t1,cantonales
1709,21,COTE D'OR,2547,1566,51,1515,2011,t1,cantonales
1710,21,COTE D'OR,2867,1666,30,1636,2011,t1,cantonales
1711,21,COTE D'OR,2853,1850,58,1792,2011,t1,cantonales
1712,21,COTE D'OR,16126,6690,141,6549,2011,t1,cantonales
1713,21,COTE D'OR,13385,6400,126,6274,2011,t1,cantonales
1714,21,COTE D'OR,23326,10294,303,9991,2011,t1,cantonales
1715,22,COTES D'ARMOR,3470,2019,104,1915,2011,t1,cantonales
1716,22,COTES D'ARMOR,6319,3611,91,3520,2011,t1,cantonales
1717,22,COTES D'ARMOR,6345,4005,83,3922,2011,t1,cantonales
1718,22,COTES D'ARMOR,2286,1653,34,1619,2011,t1,cantonales
1719,22,COTES D'ARMOR,19139,8279,344,7935,2011,t1,cantonales
1720,22,COTES D'ARMOR,11916,5876,127,5749,2011,t1,cantonales
1721,22,COTES D'ARMOR,4717,2875,98,2777,2011,t1,cantonales
1722,22,COTES D'ARMOR,6097,3576,140,3436,2011,t1,cantonales
1723,22,COTES D'ARMOR,11692,7087,142,6945,2011,t1,cantonales
1724,22,COTES D'ARMOR,4044,2546,149,2397,2011,t1,cantonales
1725,22,COTES D'ARMOR,11436,5522,878,4644,2011,t1,cantonales
1726,22,COTES D'ARMOR,9406,4642,189,4453,2011,t1,cantonales
1727,22,COTES D'ARMOR,15477,7278,178,7100,2011,t1,cantonales
1728,22,COTES D'ARMOR,22891,10919,314,10605,2011,t1,cantonales
1729,22,COTES D'ARMOR,4084,2521,81,2440,2011,t1,cantonales
1730,22,COTES D'ARMOR,8104,4782,116,4666,2011,t1,cantonales
1731,22,COTES D'ARMOR,4995,2883,108,2775,2011,t1,cantonales
1732,22,COTES D'ARMOR,7962,4219,122,4097,2011,t1,cantonales
1733,22,COTES D'ARMOR,5759,3130,91,3039,2011,t1,cantonales
1734,22,COTES D'ARMOR,4974,3294,64,3230,2011,t1,cantonales
1735,22,COTES D'ARMOR,4893,2484,330,2154,2011,t1,cantonales
1736,22,COTES D'ARMOR,6331,3952,79,3873,2011,t1,cantonales
1737,22,COTES D'ARMOR,2989,1927,99,1828,2011,t1,cantonales
1738,22,COTES D'ARMOR,17990,7580,459,7121,2011,t1,cantonales
1739,22,COTES D'ARMOR,15581,7549,337,7212,2011,t1,cantonales
1740,22,COTES D'ARMOR,11643,4890,83,4807,2011,t1,cantonales
1741,23,CREUSE,3498,2121,97,2024,2011,t1,cantonales
1742,23,CREUSE,5105,2572,185,2387,2011,t1,cantonales
1743,23,CREUSE,2978,1950,74,1876,2011,t1,cantonales
1744,23,CREUSE,2268,1342,91,1251,2011,t1,cantonales
1745,23,CREUSE,4281,2194,145,2049,2011,t1,cantonales
1746,23,CREUSE,4401,2580,131,2449,2011,t1,cantonales
1747,23,CREUSE,2954,1922,69,1853,2011,t1,cantonales
1748,23,CREUSE,3115,1993,78,1915,2011,t1,cantonales
1749,23,CREUSE,1279,812,84,728,2011,t1,cantonales
1750,23,CREUSE,3240,1907,68,1839,2011,t1,cantonales
1751,23,CREUSE,1604,996,45,951,2011,t1,cantonales
1752,23,CREUSE,1792,1095,73,1022,2011,t1,cantonales
1753,23,CREUSE,5501,2594,205,2389,2011,t1,cantonales
1754,24,DORDOGNE,2768,1974,94,1880,2011,t1,cantonales
1755,24,DORDOGNE,15087,7110,143,6967,2011,t1,cantonales
1756,24,DORDOGNE,5800,3078,203,2875,2011,t1,cantonales
1757,24,DORDOGNE,3723,2428,45,2383,2011,t1,cantonales
1758,24,DORDOGNE,2884,1803,93,1710,2011,t1,cantonales
1759,24,DORDOGNE,2999,1935,66,1869,2011,t1,cantonales
1760,24,DORDOGNE,3295,2541,77,2464,2011,t1,cantonales
1761,24,DORDOGNE,3792,2325,120,2205,2011,t1,cantonales
1762,24,DORDOGNE,9265,4782,133,4649,2011,t1,cantonales
1763,24,DORDOGNE,6418,3851,89,3762,2011,t1,cantonales
1764,24,DORDOGNE,4393,2849,153,2696,2011,t1,cantonales
1765,24,DORDOGNE,3849,2495,120,2375,2011,t1,cantonales
1766,24,DORDOGNE,7175,4370,143,4227,2011,t1,cantonales
1767,24,DORDOGNE,8187,4541,207,4334,2011,t1,cantonales
1768,24,DORDOGNE,6847,4323,163,4160,2011,t1,cantonales
1769,24,DORDOGNE,3139,2275,64,2211,2011,t1,cantonales
1770,24,DORDOGNE,12491,6469,169,6300,2011,t1,cantonales
1771,24,DORDOGNE,7262,4421,161,4260,2011,t1,cantonales
1772,24,DORDOGNE,7180,3704,116,3588,2011,t1,cantonales
1773,24,DORDOGNE,4672,2795,98,2697,2011,t1,cantonales
1774,24,DORDOGNE,3493,2405,73,2332,2011,t1,cantonales
1775,24,DORDOGNE,3681,2462,43,2419,2011,t1,cantonales
1776,24,DORDOGNE,1877,1343,49,1294,2011,t1,cantonales
1777,24,DORDOGNE,12070,6009,190,5819,2011,t1,cantonales
1778,24,DORDOGNE,12282,5761,243,5518,2011,t1,cantonales
