Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3
13,BOUCHES DU RHONE,18,MARSEILLE-LES-CINQ-AVENUES,18447,10382,8065,539,7526,F,CARLOTTI,Marie-Arlette,SOC,4851,F,PHILIPPE,Elisabeth,FN,2675,,,,,0
13,BOUCHES DU RHONE,19,MARSEILLE-LE-CAMAS,16205,9465,6740,1026,5714,F,PUSTORINO,Marine,UMP,3458,M,BONACASE,Richard,FN,2256,,,,,0
13,BOUCHES DU RHONE,21,MARSEILLE-SAINT-JUST,17308,10362,6946,222,6724,M,PEZET,Michel,SOC,4051,M,PIETRUCCI,Christophe,FN,2673,,,,,0
13,BOUCHES DU RHONE,22,MARSEILLE-MONTOLIVET,21787,12792,8995,788,8207,M,REY,Maurice,UMP,4721,F,AUCOUTURIER,Marie-Claude,FN,3486,,,,,0
13,BOUCHES DU RHONE,23,MARSEILLE-LA-CAPELETTE,19803,11685,8118,428,7690,F,ECOCHARD,Janine,SOC,4018,M,COMAS,Laurent,FN,3672,,,,,0
13,BOUCHES DU RHONE,27,PEYROLLES-EN-PROVENCE,14166,7369,6797,487,6310,M,MEDVEDOWSKY,Alexandre,SOC,3930,M,DINOLA,Paul,FN,2380,,,,,0
13,BOUCHES DU RHONE,28,PORT-SAINT-LOUIS,6223,1464,4759,143,4616,M,CHARRIER,Jean-Marc,COM,2336,M,CAIZERGUES,Philippe,DVD,2280,,,,,0
13,BOUCHES DU RHONE,31,SAINT-RÉMY-DE-PROVENCE,12757,6399,6358,467,5891,M,CHERUBINI,Hervé,SOC,3341,M,CHANEAC,Jean-Luc,UMP,2550,,,,,0
13,BOUCHES DU RHONE,33,TARASCON,13003,6492,6511,359,6152,M,LIMOUSIN,Lucien,DVD,3731,F,LAUPIES,Valérie,FN,2421,,,,,0
13,BOUCHES DU RHONE,34,TRETS,23378,12320,11058,724,10334,M,TASSY,Roger,SOC,5523,M,BONFILLON,Jean,DVD,4811,,,,,0
13,BOUCHES DU RHONE,35,ALLAUCH,25491,12973,12518,911,11607,M,EOUZAN,Richard,SOC,6658,M,GONZALEZ,José,FN,4949,,,,,0
13,BOUCHES DU RHONE,36,MARIGNANE,26991,15226,11765,723,11042,M,LE DISSES,Eric,DVD,6939,M,VINCI,Alde,FN,4103,,,,,0
13,BOUCHES DU RHONE,41,MARSEILLE-LES-OLIVES,19665,10327,9338,413,8925,M,MASSE,Christophe,SOC,5204,M,BARTOLINI,Alexandre,FN,3721,,,,,0
13,BOUCHES DU RHONE,43,MARSEILLE-LA-POMME,24851,14496,10355,544,9811,M,OLMETA,René,SOC,5151,F,BONNEGENT,Christiane,FN,4660,,,,,0
13,BOUCHES DU RHONE,45,MARSEILLE-SAINT-BARTHELEMY,18486,10554,7932,269,7663,M,ROSSI,Denis,SOC,4881,M,RAVIER,Stéphane,FN,2782,,,,,0
13,BOUCHES DU RHONE,46,MARSEILLE-MAZARGUES,23830,14280,9550,902,8648,M,REAULT,Didier,UMP,5133,M,MARANDAT,Bernard,FN,3515,,,,,0
13,BOUCHES DU RHONE,48,CHÂTEAUNEUF-CÔTE-BLEUE,36854,19233,17621,1214,16407,M,BURRONI,Vincent,SOC,9062,M,CUPOLATI,Paul,FN,7345,,,,,0
13,BOUCHES DU RHONE,51,PÉLISSANNE,35166,18910,16256,1324,14932,M,MAGGI,Jean-Pierre,SOC,8844,M,HOUZE,Philippe,FN,6088,,,,,0
13,BOUCHES DU RHONE,52,LES-PENNES-MIRABEAU (LES),32635,17780,14855,800,14055,M,AMIEL,Michel,SOC,8639,M,HENRY,Laurent,FN,5416,,,,,0
13,BOUCHES DU RHONE,53,VITROLLES,23035,12260,10775,520,10255,M,GACHON,Loïc,SOC,6232,M,RONDINI,Adrien,FN,4023,,,,,0
13,BOUCHES DU RHONE,54,AUBAGNE-EST,31631,18304,13327,1307,12020,M,GIBERTI,Roland,M-NC,7204,F,MELIN,Joëlle,FN,4816,,,,,0
13,BOUCHES DU RHONE,58,MARSEILLE-SAINTE-MARGUERITE,21952,12930,9022,748,8274,M,GARNIER,Didier,UMP,4973,M,VELOSON,Jean-François,FN,3301,,,,,0
14,CALVADOS,1,AUNAY-SUR-ODON,6227,3388,2839,174,2665,M,LEBLOND,Jacques,SOC,1128,M,HAMELIN,Claude,DVD,1537,,,,,0
14,CALVADOS,2,BALLEROY,7802,4358,3444,250,3194,M,MARIE,Denis,AUT,1567,M,GRANGER,Michel,DVD,1627,,,,,0
14,CALVADOS,3,BAYEUX,14462,7268,7194,298,6896,M,REGEARD,Dominique,SOC,2927,M,DUPONT,Jean-Léonce,M-NC,3969,,,,,0
14,CALVADOS,6,BOURGUÉBUS,16900,9328,7572,426,7146,M,BOURBON,Marc,SOC,4704,F,BONNEAU,Béatrice,AUT,2442,,,,,0
14,CALVADOS,7,BRETTEVILLE-SUR-LAIZE,10448,5500,4948,321,4627,M,LEHUGEUR,Jacky,SOC,2984,M,BESNARD,François,MODM,1643,,,,,0
14,CALVADOS,8,CAEN-1,11064,5688,5376,187,5189,M,LEMARIE,Jean,SOC,2779,M,DUNCOMBE,Luc,UMP,2410,,,,,0
14,CALVADOS,10,CAMBREMER,3874,1800,2074,154,1920,M,JACOB,Yves,DVD,794,M,CHARLES,Xavier,DVD,1126,,,,,0
14,CALVADOS,11,CAUMONT-L'EVENTÉ,4520,2479,2041,110,1931,M,LECRES,Thierry,SOC,693,F,LENOURRICHEL,Sylvie,DVD,1238,,,,,0
14,CALVADOS,13,CREULLY,15950,7691,8259,339,7920,M,LAVISSE,Jean-Pierre,SOC,4158,M,POUILLE,Frédéric,UMP,3762,,,,,0
14,CALVADOS,15,DOZULE,11706,5460,6246,265,5981,M,MOURARET,Pierre,COM,2946,M,COLIN,Olivier,DVD,3035,,,,,0
14,CALVADOS,17,FALAISE-NORD,8169,4200,3969,271,3698,M,BAILLIART,Guy,SOC,2346,M,LIVIC,Pierre,DVD,1352,,,,,0
14,CALVADOS,18,FALAISE-SUD,6411,3141,3270,110,3160,M,MAUNOURY,Hervé,SOC,1479,M,LETEURTRE,Claude,M-NC,1681,,,,,0
14,CALVADOS,21,LISIEUX-1,9891,5430,4461,286,4175,M,TRUFFAUT,Olivier,SOC,1760,M,AUBRIL,Bernard,UMP,2415,,,,,0
14,CALVADOS,22,LISIEUX-2,7594,4400,3194,162,3032,F,VALTER,Clotilde,SOC,1824,M,MERCIER,Paul,DVD,1208,,,,,0
14,CALVADOS,27,PONT-L'EVÊQUE,7803,4484,3319,134,3185,M,GUIOT,Christian,SOC,949,M,DESHAYES,Yves,DVD,2236,,,,,0
14,CALVADOS,39,CAEN-3,11188,6475,4713,189,4524,M,NOTARI,Jean,SOC,2250,F,DE LA PROVOTE,Sonia,M-NC,2274,,,,,0
14,CALVADOS,40,CAEN-4,6697,3837,2860,102,2758,M,CASINI,Antoine,SOC,1660,M,MICHARD,Patrice,MODM,1098,,,,,0
14,CALVADOS,41,HEROUVILLE-SAINT-CLAIR (CAEN-5),10002,5664,4338,137,4201,M,LEGOUIX,Thierry,SOC,2330,F,LEPOITTEVIN,Sylviane,MODM,1871,,,,,0
14,CALVADOS,46,CAEN-10,14356,8349,6007,472,5535,M,SLAMA,Raymond,SOC,3246,M,LAILLER,Philippe,MODM,2289,,,,,0
14,CALVADOS,49,LISIEUX-3,9493,4994,4499,262,4237,F,COMET-CHEREL,Brigitte,RDG,2018,M,LEHERICY,Eric,UMP,2219,,,,,0
15,CANTAL,2,AURILLAC-1,5922,3371,2551,131,2420,M,CALMETTE,Alain,SOC,1702,M,MANHES,Henri,DVD,718,,,,,0
15,CANTAL,5,CHAUDES-AIGUES,2045,623,1422,36,1386,M,DUMAZEL,Serge,VEC,195,M,GAILLARD,Alain,AUT,426,F,BAUMGARTNER,Madeleine,DVD,765
15,CANTAL,21,SAINT-MAMET-LA-SALVETAT,4875,1552,3323,163,3160,M,MONTIN,Christian,DVG,1546,M,FEVRIER,Eric,DVD,1614,,,,,0
15,CANTAL,22,SALERS,3134,1052,2082,65,2017,M,FAURE,Bruno,M-NC,1065,M,MALTCHEFF,Jean,DVD,952,,,,,0
16,CHARENTE,1,AIGRE,3857,977,2880,110,2770,M,BONNET,Franck,SOC,1387,F,FOURE,Brigitte,UMP,1383,,,,,0
16,CHARENTE,2,ANGOULÊME-EST,8044,5176,2868,259,2609,F,GUINANDIE,Janine,SOC,1539,F,RANDAZZO,Stéphanie,UMP,1070,,,,,0
16,CHARENTE,3,ANGOULÊME-NORD,8504,5331,3173,223,2950,M,SARDIN,Frédéric,SOC,1743,M,BONNEFONT,Xavier,UMP,1207,,,,,0
16,CHARENTE,13,COGNAC-NORD,11804,6682,5122,495,4627,M,RICHARD,Robert,SOC,2689,M,LELIEVRE,Jean-Hubert,UMP,1938,,,,,0
16,CHARENTE,14,CONFOLENS-NORD,3518,1207,2311,140,2171,M,BOUTY,Philippe,SOC,1232,M,DUTRIAT,Jean-Louis,UMP,939,,,,,0
16,CHARENTE,15,CONFOLENS-SUD,4752,1914,2838,121,2717,M,DELAGE,Denis,COM,1253,M,DUPRE,Jean-Noël,UMP,1464,,,,,0
16,CHARENTE,16,HIERSAC,9464,5143,4321,319,4002,M,LOUIS,Didier,SOC,2855,F,MEUNIER,Laura,FN,1147,,,,,0
16,CHARENTE,17,JARNAC,9513,5775,3738,248,3490,M,DENIEUL,Jean-Pierre,SOC,2313,M,HINE,Jean,UMP,1177,,,,,0
16,CHARENTE,24,RUFFEC,6445,2922,3523,225,3298,M,CHARBONNEAU,Bernard,SOC,1722,M,PERILLAUD,Laurent,UMP,1576,,,,,0
16,CHARENTE,25,SAINT-AMANT-DE-BOIXE,7021,3573,3448,226,3222,M,BERTHAULT,Patrick,COM,1852,M,DE LUSTRAC,Jean-Marc,UMP,1370,,,,,0
16,CHARENTE,26,SAINT-CLAUD,8374,4339,4035,245,3790,M,BURLIER,Claude,SOC,2375,M,MARSAC,Jacques,UMP,1415,,,,,0
16,CHARENTE,27,SEGONZAC,9454,5454,4000,269,3731,M,JOUANNET,Gérard,SOC,1671,M,SOURISSEAU,Jérôme,MODM,2060,,,,,0
16,CHARENTE,28,VILLEBOIS-LAVALETTE,5874,2593,3281,145,3136,M,RAMBAUD,Jean-Claude,SOC,1436,M,JOBIT,Didier,UMP,1700,,,,,0
16,CHARENTE,34,ANGOULÊME-OUEST,9323,5932,3391,218,3173,M,COMET,David,SOC,1649,M,CAZENAVE,Samuel,UMP,1524,,,,,0
17,CHARENTE MARITIME,1,AIGREFEUILLE-D'AUNIS,9230,5430,3800,256,3544,M,BRUNIER,Christian,SOC,2454,M,DUQUEROY,Olivier,M-NC,1090,,,,,0
17,CHARENTE MARITIME,2,ARCHIAC,5217,2445,2772,143,2629,M,LACHAIZE,Michel,SOC,1257,F,GUIMBERTEAU,Chantal,M,1372,,,,,0
17,CHARENTE MARITIME,5,BURIE,5105,2702,2403,173,2230,M,BARUSSEAU,Fabrice,SOC,1273,M,SERIS,Alain,M,957,,,,,0
17,CHARENTE MARITIME,12,LOULAY,3881,1688,2193,91,2102,M,BOUTIN,Frédéric,DVG,955,M,ROUSTIT,Jean-Marie,M,1147,,,,,0
17,CHARENTE MARITIME,13,MARANS,8797,4934,3863,261,3602,M,FERRIER,Bernard,VEC,1772,M,BLANCHARD,Patrick,M,1830,,,,,0
17,CHARENTE MARITIME,14,MARENNES,11025,5587,5438,414,5024,M,VALLET,Mickaël,SOC,3401,M,FONTAINE,Didier,FN,1623,,,,,0
17,CHARENTE MARITIME,17,MONTENDRE,5018,2207,2811,130,2681,M,LALANDE,Bernard,SOC,1568,F,GRUEL,Marie,M,1113,,,,,0
17,CHARENTE MARITIME,19,MONTLIEU-LA-GARDE,4912,2030,2882,153,2729,M,JULLIEN,Thierry,SOC,1375,M,RAPITEAU,Jean-Michel,UMP,1354,,,,,0
17,CHARENTE MARITIME,21,ROCHEFORT-NORD,10658,4838,5820,256,5564,M,BONNIN,André,SOC,2727,F,MARCILLY,Sylvie,UMP,2837,,,,,0
17,CHARENTE MARITIME,22,ROCHEFORT-SUD,7201,4393,2808,153,2655,M,FEYDEAU,Pierre,SOC,1457,M,PONS,Gérard,UMP,1198,,,,,0
17,CHARENTE MARITIME,23,LA-ROCHELLE-1,6348,3940,2408,179,2229,M,GAUTRONNEAU,Gilles,RDG,1573,M,FOURCADE,Alain,UMP,656,,,,,0
17,CHARENTE MARITIME,25,ROYAN-EST,14839,7852,6987,518,6469,F,DUGAS-RAVENEAU,Fabienne,SOC,2756,M,BUSSEREAU,Dominique,UMP,3713,,,,,0
17,CHARENTE MARITIME,27,SAINT-GENIS-DE-SAINTONGE,5840,3156,2684,151,2533,M,THOMAS,Jean-Marc,SOC,954,M,QUESSON,Jacky,M,1579,,,,,0
17,CHARENTE MARITIME,30,SAINT-MARTIN-DE-RÉ,10990,5275,5715,393,5322,M,GENDRE,Léon,UMP,2929,M,RAFFARIN,Patrice,DVD,2393,,,,,0
17,CHARENTE MARITIME,31,SAINT-PIERRE-D'OLÉRON,10760,5621,5139,404,4735,M,MOQUAY,Patrick,SOC,2269,M,PEYRY,Jean-Paul,UMP,2466,,,,,0
17,CHARENTE MARITIME,35,SAINTES-OUEST,12157,7011,5146,347,4799,F,PICHARD-CHAUCHE,Isabelle,SOC,2985,M,SCHMITT,Christian,UMP,1814,,,,,0
17,CHARENTE MARITIME,36,SAUJON,13896,7210,6686,393,6293,M,FERCHAUD,Pascal,RDG,4474,M,AUDIBERT,Patrice,FN,1819,,,,,0
17,CHARENTE MARITIME,37,SURGÈRES,10878,5567,5311,302,5009,F,BRUNET,Marie-Pierre,RDG,2614,M,GUILLOTEAU,Philippe,UMP,2395,,,,,0
17,CHARENTE MARITIME,38,TONNAY-BOUTONNE,2565,999,1566,62,1504,M,GOURRAUD,Julien,SOC,676,M,ROCHET,Bernard,M,828,,,,,0
17,CHARENTE MARITIME,41,LA-ROCHELLE-3,5483,3668,1815,79,1736,F,FLEURET-PAGNOUX,Marylise,RDG,1201,M,BON,Aurélien,UMP,535,,,,,0
17,CHARENTE MARITIME,42,LA-ROCHELLE-4,8917,5034,3883,155,3728,F,FRIOU,Patricia,SOC,1955,F,MORVANT,Dominique,UMP,1773,,,,,0
17,CHARENTE MARITIME,43,ROYAN-OUEST,17327,9765,7562,618,6944,M,LAMBROT,Laurent,RDG,3311,M,SERVIT,Michel,UMP,3633,,,,,0
17,CHARENTE MARITIME,44,LA-ROCHELLE-5,13665,8034,5631,324,5307,M,JUIN,Yann,RDG,3727,M,DE BONNAVENTURE,Xavier,UMP,1580,,,,,0
17,CHARENTE MARITIME,45,LA-ROCHELLE-6,9884,6685,3199,334,2865,M,LEROY,Denis,SOC,1682,M,SOUBESTE,Jean-Marc,VEC,1183,,,,,0
18,CHER,4,BAUGY,7122,3545,3577,184,3393,M,MEREAU,Pascal,SOC,2143,M,FRERARD,Philippe,UMP,1250,,,,,0
18,CHER,7,CHARENTON-DU-CHER,3229,1368,1861,135,1726,M,CAJAT,Michel,SOC,688,M,AUPY,Pascal,DVD,1038,,,,,0
18,CHER,8,CHAROST,10658,5856,4802,535,4267,M,JACQUET,Roger,COM,3065,M,SOGNI,Alain,FN,1202,,,,,0
18,CHER,11,LE CHÂTELET,2176,758,1418,108,1310,M,ROBIN,Hubert,SOC,685,M,JAMET,Bernard,DVD,625,,,,,0
18,CHER,15,HENRICHEMONT,2792,1226,1566,84,1482,M,TURPAULT,Jean-François,SOC,528,M,MORIN,Jean-Claude,UMP,954,,,,,0
18,CHER,17,LEVET,8263,4489,3774,485,3289,M,GOUDY,Pascal,SOC,1652,M,SANTOSUOSSO,Gérard,RDG,1637,,,,,0
18,CHER,18,LIGNIÈRES,3195,1190,2005,142,1863,F,BERNARDET,Janine,SOC,1192,M,LE MINTIER,Erwan,FN,671,,,,,0
18,CHER,20,MEHUN-SUR-YÈVRE,8461,4099,4362,221,4141,M,TOURNANT,Patrick,COM,2186,M,KOSZEK,Armand,DVD,1955,,,,,0
18,CHER,21,NÉRONDES,3514,1701,1813,132,1681,M,BELLERET,Robert,SOC,1118,M,PORTIER,Jean-Louis,UMP,563,,,,,0
18,CHER,22,SAINT-AMAND-MONTROND,12512,6688,5824,291,5533,M,BERNARD,Clément,SOC,2070,M,TROMPEAU,Patrick,DVD,3463,,,,,0
18,CHER,26,SANCOINS,4116,1819,2297,148,2149,M,BERNARD,Paul,SOC,1234,M,WIDOWIAK,Stanislas,UMP,915,,,,,0
18,CHER,28,VAILLY-SUR-SAULDRE,2900,1283,1617,122,1495,M,RABINEAU,Pierre,DVG,997,M,DOUCET,Gilles-Henry,UMP,498,,,,,0
18,CHER,29,VIERZON-1,11002,6564,4438,331,4107,M,SANSU,Nicolas,COM,2984,M,SCHEID,François,FN,1123,,,,,0
18,CHER,30,VIERZON-2,14888,8919,5969,426,5543,M,PIETU,Jean-Pierre,COM,3980,F,CRESPEL,Maria,UMP,1563,,,,,0
18,CHER,33,BOURGES-4,10112,6405,3707,215,3492,F,FELIX,Irène,SOC,2075,F,BONNEFOY,Nathalie,UMP,1417,,,,,0
18,CHER,34,BOURGES-5,6742,4359,2383,173,2210,M,SAULNIER,Jean-Pierre,SOC,1284,M,BENSAC,Philippe,M-NC,926,,,,,0
19,CORREZE,1,ARGENTAT,5128,1418,3710,106,3604,M,BRETIN,François,COM,1910,M,LEYGNAC,Jean-Claude,M,1694,,,,,0
19,CORREZE,3,BEAULIEU-SUR-DORDOGNE,3267,825,2442,106,2336,M,DESCARGUES,Jacques,SOC,1305,M,SOURSAC,Joël,DVD,1031,,,,,0
19,CORREZE,11,EYGURANDE,2047,446,1601,109,1492,M,BALLAY,Alain,DVG,797,M,CHEVALIER,Pierre,M,695,,,,,0
19,CORREZE,12,JUILLAC,4326,1329,2997,153,2844,M,YARDIN,Jean-Claude,SOC,1626,F,POULVEREL,Nicole,UMP,1218,,,,,0
19,CORREZE,14,LARCHE,9067,3609,5458,183,5275,F,DAVID,Isablle,SOC,2619,M,DELPECH,Jean-Jacques,M,2656,,,,,0
19,CORREZE,19,NEUVIC,3098,853,2245,96,2149,M,ROY,Henri,SOC,1149,M,STOHR,Jean,M,1000,,,,,0
19,CORREZE,20,LA-ROCHE-CANILLAC,2831,549,2282,51,2231,M,COMBES,Bernard,SOC,1243,M,BACHELLERIE,Jean-Louis,UMP,988,,,,,0
19,CORREZE,27,USSEL-EST,5061,2107,2954,180,2774,F,ROUGERIE,Monique,SOC,1218,M,DELPY,Daniel,M,1556,,,,,0
19,CORREZE,31,BRIVE-CENTRE,5896,3480,2416,106,2310,M,TRANNOY-MONS,Patrick,DVG,923,M,SOULIER,Frédéric,UMP,1387,,,,,0
19,CORREZE,32,BRIVE-NORD-OUEST,7214,4425,2789,199,2590,M,DA CUNHA,Michel,SOC,1772,F,FERNANDEZ,Annie,M-NC,818,,,,,0
19,CORREZE,34,MALEMORT-SUR-CORRÈZE,11511,5597,5914,440,5474,M,PENALVA,Robert,SOC,3404,F,MEUNIER,Frédérique,UMP,2070,,,,,0
2A,CORSE SUD,1,AJACCIO-1,6471,3288,3183,289,2894,M,MARCANGELI,Laurent,UMP,1672,M,CORTEY,Philippe,DVD,1222,,,,,0
2A,CORSE SUD,2,BASTELICA,2809,680,2129,52,2077,M,PELLEGRINETTI,Paul,DVG,865,M,LECCIA,Pascal,AUT,451,M,GIFFON,Jean-Baptiste,DVD,761
2A,CORSE SUD,35,LES-DEUX-SEVI,2737,706,2031,78,1953,M,ALFONSI,Nicolas,RDG,1132,M,VERSINI,Antoine,REG,821,,,,,0
2A,CORSE SUD,40,PORTO-VECCHIO,10646,2634,8012,278,7734,M,ANGELINI,Jean-Christophe,REG,4155,M,DE ROCCA SERRA,Camille,UMP,3579,,,,,0
2A,CORSE SUD,64,AJACCIO-3,4285,1991,2294,124,2170,M,CASASOPRANA,François,DVG,1127,M,FERRARA,Jean-Jacques,UMP,1043,,,,,0
2A,CORSE SUD,65,AJACCIO-4,3148,1248,1900,87,1813,M,VANNUCCI,Stéphane,DVD,968,M,BILLARD,Jacques,DVD,845,,,,,0
2A,CORSE SUD,66,AJACCIO-5,4292,1372,2920,92,2828,M,MOZZICONACCI,Michel,DVG,1248,M,CAU,Pierre,DVD,1580,,,,,0
2B,HAUTE CORSE,3,BASTIA-1,3142,1264,1878,129,1749,M,ORSINI,Jacques,DVG,662,M,MILANI,Jean-Louis,DVD,1087,,,,,0
2B,HAUTE CORSE,9,SAGRO-DI-SANTA-GIULIA,3533,1893,1640,200,1440,M,VIVONI,Ange-Pierre,DVG,1440,,,,,0,,,,,0
2B,HAUTE CORSE,10,NIOLU-OMESSA,2896,960,1936,122,1814,M,TOMASINI,Jacques-André,DVG,697,M,CASTELLANI,Jean-Baptiste,UMP,1117,,,,,0
2B,HAUTE CORSE,29,LA CONCA-D'ORO,4108,672,3436,79,3357,M,ARENA,Jean-Baptiste,REG,1316,M,OLMETA,Claudy,DVD,1425,M,LECCIA,Jean-Pierre,DVD,616
2B,HAUTE CORSE,41,PRUNELLI-DI-FIUMORBO,5870,1249,4621,88,4533,M,TIBERI,François,DVG,2198,M,SIMEON DE BUOCHBERG,Pierre,DVD,2335,,,,,0
21,COTE D'OR,1,AIGNAY-LE-DUC,1360,479,881,65,816,M,HENNICK,Richard,DVG,382,M,JULIEN,Henri,M,434,,,,,0
21,COTE D'OR,3,AUXONNE,9922,5541,4381,537,3844,M,LANGLOIS,Raoul,UMP,1664,M,GIRARD,Dominique,DVD,2180,,,,,0
21,COTE D'OR,5,BEAUNE-NORD,11385,6774,4611,452,4159,M,THOMAS,Denis,UMP,3186,M,MOTTAIS,Dominique,FN,973,,,,,0
21,COTE D'OR,12,DIJON-4,10361,6436,3925,259,3666,M,PONSAA,Roland,SOC,2584,M,JACOB,Pierre,UMP,1082,,,,,0
21,COTE D'OR,15,GEVREY-CHAMBERTIN,11354,5507,5847,318,5529,M,ROBERT,Jean-Claude,SOC,3090,M,POULLOT,Hubert,M,2439,,,,,0
21,COTE D'OR,17,IS-SUR-TILLE,9297,4121,5176,218,4958,M,MAILLOT,Michel,SOC,2257,M,BARRIERE,Charles,M,2701,,,,,0
21,COTE D'OR,20,MIREBEAU-SUR-BEZE,6331,2856,3475,260,3215,F,LAJOUX,Isabelle,SOC,1437,M,THOMAS,Laurent,M,1778,,,,,0
21,COTE D'OR,21,MONTBARD,8192,3681,4511,340,4171,M,GRIMPRET,Robert,RDG,2090,F,PORTE,Laurence,M-NC,2081,,,,,0
21,COTE D'OR,22,MONTIGNY-SUR-AUBE,2138,731,1407,70,1337,M,CHARDON,Philippe,M,608,M,MORIN,Georges,DVD,729,,,,,0
21,COTE D'OR,24,NUITS-SAINT-GEORGES,11082,5940,5142,302,4840,M,PRIVOLT,Pierre-Alexandre,DVG,3139,M,VITREY,Rémi,M,1701,,,,,0
21,COTE D'OR,25,PONTAILLER-SUR-SAÔNE,5749,2590,3159,186,2973,M,BRANCOURT,Alain,SOC,1471,M,ABBEY,Joël,M,1502,,,,,0
21,COTE D'OR,29,SAINT-JEAN-DE-LOSNE,7827,3884,3943,220,3723,M,GANEE,Roger,SOC,1920,M,BOURSOT,Rémy,FN,1803,,,,,0
21,COTE D'OR,32,SELONGEY,2867,1076,1791,73,1718,M,LEGUAY,Gérard,DVG,879,M,LELOUP,Christophe,M,839,,,,,0
21,COTE D'OR,39,DIJON-5,16126,9313,6813,365,6448,M,GRANDGUILLAUME,Laurent,SOC,4408,M,FOURRE,Lionel,UMP,2040,,,,,0
21,COTE D'OR,40,DIJON-6,13385,6588,6797,235,6562,F,TENENBAUM,Françoise,SOC,3020,M,DUGOURD,François-Xavier,UMP,3542,,,,,0
21,COTE D'OR,43,FONTAINE-LÈS-DIJON,23326,12459,10867,395,10472,M,DEBOST,Emmanuel,SOC,4729,M,MENUT,Gilbert,UMP,5743,,,,,0
22,COTES D'ARMOR,3,BOURBRIAC,3470,1373,2097,146,1951,M,LE LEPVRIER,René,SOC,1229,F,GARCIA,Valérie,UMP,722,,,,,0
22,COTES D'ARMOR,7,CHÂTELAUDREN,6318,2582,3736,175,3561,M,BRIAND,Roland,VEC,1490,M,LE COQU,Yves-Jean,DVD,2071,,,,,0
22,COTES D'ARMOR,8,LA CHÈZE,6342,2001,4341,96,4245,M,BOTHEREL,Jean-Yves,SOC,2045,M,THOMAS,Daniel,DVD,2200,,,,,0
22,COTES D'ARMOR,10,CORLAY,2286,499,1787,33,1754,M,QUERE,Guy,SOC,838,M,LE CAM,Jean,M,916,,,,,0
22,COTES D'ARMOR,12,DINAN-OUEST,19139,10712,8427,649,7778,M,CALISTRI,André,SOC,5334,M,LAPLANCHE,Lucien,UMP,2444,,,,,0
22,COTES D'ARMOR,13,ETABLES-SUR-MER,11916,6096,5820,348,5472,M,RAOULT,Loïc,SOC,3484,F,GUYOT,Francine,DVD,1988,,,,,0
22,COTES D'ARMOR,14,EVRAN,4717,1705,3012,113,2899,M,NOGUES,Jean-Louis,SOC,1389,M,DAUGAN,Michel,DVD,1510,,,,,0
22,COTES D'ARMOR,28,PAIMPOL,15477,7686,7791,387,7404,M,BOTHOREL,Eric,SOC,3818,M,VITEL,Jean-Claude,DVD,3586,,,,,0
22,COTES D'ARMOR,29,PERROS-GUIREC,22890,11341,11549,417,11132,F,BOURBIGOT,Sylvie,VEC,6145,M,LEON,Erven,M,4987,,,,,0
22,COTES D'ARMOR,31,PLÉLAN-LE-PETIT,4084,1496,2588,148,2440,F,GUILCHER,Pascale,DVG,1357,M,DESBOIS,Michel,M,1083,,,,,0
22,COTES D'ARMOR,33,PLESTIN-LES-GRÈVES,8103,3061,5042,211,4831,M,COENT,André,SOC,2666,M,GUELOU,Hervé,M,2165,,,,,0
22,COTES D'ARMOR,37,PLOUBALAY,7962,3780,4182,281,3901,M,JOSSELIN,Charles,SOC,2391,M,FOURRIER,Philippe,UMP,1510,,,,,0
22,COTES D'ARMOR,39,PLOUHA,5759,2433,3326,134,3192,M,DELSOL,Philippe,SOC,1777,M,DUVAL,Eric,DVD,1415,,,,,0
22,COTES D'ARMOR,43,ROSTRENEN,6328,2556,3772,295,3477,M,GUEGUEN,Alain,SOC,2346,F,PERROT,Fabienne,M,1131,,,,,0
22,COTES D'ARMOR,49,LANGUEUX,17987,10209,7778,650,7128,M,LAGADEC,Jean-Yves,SOC,4570,F,GUIGNARD,Sylvie,M-NC,2558,,,,,0
22,COTES D'ARMOR,50,PLÉRIN,15579,7710,7869,428,7441,F,QUEMERE,Paule,SOC,4326,M,TREMEL,Denis,M,3115,,,,,0
22,COTES D'ARMOR,52,SAINT-BRIEUC-OUEST,11643,6573,5070,239,4831,M,BREMONT,Michel,SOC,2559,M,BLEGEAN,Gérard,MODM,2272,,,,,0
23,CREUSE,2,AUBUSSON,5103,2109,2994,161,2833,M,MOINE,Michel,SOC,1416,M,MASSIAS,Jean-Marie,DVD,1417,,,,,0
23,CREUSE,6,BONNAT,4281,1977,2304,146,2158,M,COMMERGNAT,Jean,RDG,1212,M,MARSALEIX,Guy,DVD,946,,,,,0
23,CREUSE,7,BOURGANEUF,4401,1845,2556,158,2398,M,LOZACH,Jean-Jacques,SOC,1543,M,SIMON-CHAUTEMPS,Franck,DVD,855,,,,,0
23,CREUSE,10,CHÂTELUS-MALVALEIX,3115,916,2199,95,2104,M,BOUCHET,Jean-François,SOC,1012,M,GAUDIN,Gérard,UMP,1092,,,,,0
23,CREUSE,18,LE GRAND-BOURG,3240,1448,1792,122,1670,M,BARDET,Didier,SOC,1026,M,MONNET,Michel,DVD,644,,,,,0
