Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3
33,GIRONDE,52,BÈGLES,16668,12215,4453,1234,3219,M,PARIS,Jean-Jacques,COM,3219,,,,,0,,,,,0
33,GIRONDE,53,BORDEAUX-8,27609,17104,10505,425,10080,F,DESAIGUES,Béatrice,SOC,4134,M,LOTHAIRE,Pierre,UMP,5946,,,,,0
33,GIRONDE,55,CENON,22654,12879,9775,532,9243,M,DAVID,Alain,SOC,6823,M,BUAILLON,Xavier,FN,2420,,,,,0
33,GIRONDE,56,TALENCE,20349,11975,8374,383,7991,M,SAVARY,Gilles,SOC,5085,M,SEBTON,Aurélien,MODM,2906,,,,,0
33,GIRONDE,58,FLOIRAC,16514,10047,6467,421,6046,M,SOUBIE,Jean-Pierre,DVG,4306,F,GAIDIER,Sylvie,FN,1740,,,,,0
33,GIRONDE,61,MÉRIGNAC-2,29141,17722,11419,701,10718,M,FERGEAU,Jacques,SOC,7070,M,MILLET,Thierry,M-NC,3648,,,,,0
34,HERAULT,6,CAPESTANG,14229,6975,7254,507,6747,M,BADENAS,Jean-Noel,SOC,3878,M,ESTEYRIES,Matthieu,FN,2869,,,,,0
34,HERAULT,7,CASTRIES,34223,18357,15866,1172,14694,M,CASTET,Jean-Marcel,SOC,8740,M,DUDIEUZERE,Pierre,UMP,5954,,,,,0
34,HERAULT,10,CLERMONT-L'HÉRAULT,15238,7678,7560,628,6932,M,CAZORLA,Alain,SOC,4374,M,RUCHE,Julien,FN,2558,,,,,0
34,HERAULT,13,GANGES,8051,3391,4660,380,4280,M,RIGAUD,Jacques,SOC,2738,M,JAMET,Bernard,FN,1542,,,,,0
34,HERAULT,17,LUNEL,32529,16477,16052,1131,14921,M,BARRAL,Claude,SOC,8006,M,CASTANO,Joseph,FN,6915,,,,,0
34,HERAULT,18,LES MATELLES,24836,12761,12075,772,11303,M,DUPRAZ,Christian,VEC,5988,M,FABRE,Guillaume,UMP,5315,,,,,0
34,HERAULT,19,MAUGUIO,27810,14499,13311,944,12367,M,BOURREL,Yvon,DVG,7703,M,BOGGIO-TOCHET,Christian,FN,4664,,,,,0
34,HERAULT,24,MONTPELLIER-3,16898,11234,5664,645,5019,M,SAUREL,Philippe,SOC,3061,M,DUBOURG,Nicolas,VEC,1958,,,,,0
34,HERAULT,28,PÉZENAS,11477,5329,6148,393,5755,M,GUIRAUD,Pierre,SOC,3900,M,AMOROS,François,FN,1855,,,,,0
34,HERAULT,30,SAINT-CHINIAN,6003,2527,3476,243,3233,M,TROPEANO,Robert,SOC,1786,M,AFFRE,Gérard,AUT,1447,,,,,0
34,HERAULT,35,SERVIAN,10016,4713,5303,334,4969,M,CABANEL,Henri,SOC,3005,M,LUCAS,Louis,FN,1964,,,,,0
34,HERAULT,37,SÈTE-2,15493,6602,8891,666,8225,M,LIBERTI,François,COM,4762,M,ANFOSSO,Emile,DVD,3463,,,,,0
34,HERAULT,38,BÉZIERS-3,21393,11052,10341,632,9709,M,VIDAL,Philippe,SOC,5331,M,LOUBET,Pascal,FN,4378,,,,,0
34,HERAULT,39,BÉZIERS-4,26656,13960,12696,808,11888,M,DUPLAA,Jean-Michel,SOC,6029,M,VOUZELLAUD,Guillaume,FN,5859,,,,,0
34,HERAULT,41,MONTPELLIER-5,9922,5966,3956,298,3658,M,BENEZIS,Christian,SOC,2458,F,POUCET,Alexandra,FN,1200,,,,,0
34,HERAULT,43,MONTPELLIER-7,13935,9017,4918,324,4594,M,MARTIN,Jacques,SOC,3276,M,GALTIER,Charles,FN,1318,,,,,0
34,HERAULT,45,MONTPELLIER-9,12805,8179,4626,432,4194,M,BOUKLIT,Mohamed,PG,1448,M,VEZINHET,André,SOC,2746,,,,,0
34,HERAULT,46,MONTPELLIER-10,25582,15505,10077,826,9251,F,PETARD,Monique,SOC,6153,M,BERUET,Alain,FN,3098,,,,,0
34,HERAULT,47,CASTELNAU-LE-LEZ,18505,10303,8202,565,7637,M,BONNAL,Pierre,SOC,4021,M,LAFFORGUE,Frédéric,UMP,3616,,,,,0
34,HERAULT,48,LATTES,24780,13313,11467,723,10744,M,MEUNIER,Cyril,DVG,6458,M,JAMET,Alain,FN,4286,,,,,0
34,HERAULT,49,PIGNAN,22368,11962,10406,908,9498,M,MOURE,Jean-Pierre,SOC,5781,M,MARTINIER,Jacques,DVD,3717,,,,,0
35,ILLE ET VILAINE,3,BAIN-DE-BRETAGNE,14413,8086,6327,324,6003,M,LECLERC,Jean-Yves,SOC,2766,M,MELLET,Yvon,MODM,3237,,,,,0
35,ILLE ET VILAINE,5,CANCALE,13066,7448,5618,386,5232,M,JANNIN,Maurice,DVG,3082,M,LE MOAL,Marcel,UMP,2150,,,,,0
35,ILLE ET VILAINE,6,CHÂTEAUBOURG,9589,5512,4077,145,3932,M,FRESNAY,Eric,VEC,1725,M,RENOU,Bernard,M,2207,,,,,0
35,ILLE ET VILAINE,9,COMBOURG,10230,4977,5253,314,4939,F,SAUVEE,Marie-Thérèse,SOC,2839,M,LEBRET,Loïc,M,2100,,,,,0
35,ILLE ET VILAINE,13,FOUGÈRES-SUD,14064,7827,6237,282,5955,M,MANCEAU,Patrick,SOC,2395,M,BENOIT,Thierry,M,3560,,,,,0
35,ILLE ET VILAINE,14,GRAND-FOUGERAY,3600,1615,1985,122,1863,M,CHARAT,Sylvain,M-NC,688,M,SAURAT,Alain,DVD,1175,,,,,0
35,ILLE ET VILAINE,19,LIFFRÉ,18014,10376,7638,621,7017,M,THEAUDIN,Clément,SOC,5097,M,BELKACEM,Benamar,UMP,1920,,,,,0
35,ILLE ET VILAINE,20,LOUVIGNÉ-DU-DÉSERT,6505,2833,3672,167,3505,M,BUREAU,Frédéric,M,1538,M,PAUTREL,Louis,DVD,1967,,,,,0
35,ILLE ET VILAINE,25,PIPRIAC,9747,5320,4427,197,4230,M,PICHOT,Franck,SOC,2491,M,LESACHER,Alain-François,M,1739,,,,,0
35,ILLE ET VILAINE,26,PLEINE-FOUGÈRES,5949,2497,3452,388,3064,M,COUET,Christian,RDG,2020,M,CHARMEUX,Jean-Pierre,FN,1044,,,,,0
35,ILLE ET VILAINE,27,PLÉLAN-LE-GRAND,11457,5691,5766,282,5484,F,GEFFROY,Rozenn,SOC,2961,M,AUBIN,Loïc,UMP,2523,,,,,0
35,ILLE ET VILAINE,29,RENNES-CENTRE,10614,6575,4039,154,3885,M,LE BOUGEANT,Didier,SOC,2074,M,CARON,Benoit,UMP,1811,,,,,0
35,ILLE ET VILAINE,30,RENNES-CENTRE-OUEST,12643,7988,4655,269,4386,M,ROGEMONT,Marcel,SOC,2815,M,TREUVEUR,Philippe,M-NC,1571,,,,,0
35,ILLE ET VILAINE,32,RENNES-NORD,13539,8216,5323,259,5064,M,HERVE,Marc,SOC,3343,M,CHAVANAT,Bruno,UMP,1721,,,,,0
35,ILLE ET VILAINE,34,SAINT-AUBIN-D'AUBIGNÉ,17589,10411,7178,443,6735,M,PRAUD,Jean-Yves,SOC,4349,M,REINAUD,Pascal,M,2386,,,,,0
35,ILLE ET VILAINE,39,SAINT-MALO-SUD,18867,10815,8052,349,7703,F,PERRIN,Marie,SOC,3640,M,LURTON,Gilles,UMP,4063,,,,,0
35,ILLE ET VILAINE,40,LE-SEL-DE-BRETAGNE,4458,2570,1888,117,1771,M,MENARD,Gilbert,SOC,1412,M,COLLONG,Max,UMP,359,,,,,0
35,ILLE ET VILAINE,43,VITRÉ-OUEST,10575,6234,4341,223,4118,M,UTARD,Hervé,SOC,1539,M,TRAVERS,Thierry,M,2579,,,,,0
35,ILLE ET VILAINE,45,RENNES-EST,9705,6112,3593,195,3398,F,TASCON-MENNETRIER,Clotilde,SOC,2154,F,COUDRAIS,Christine,UMP,1244,,,,,0
35,ILLE ET VILAINE,46,RENNES-SUD-EST,25341,15629,9712,904,8808,F,MASSOT,Mireille,SOC,5155,F,CAILLET,Anne,VEC,3653,,,,,0
35,ILLE ET VILAINE,47,BRUZ,30364,19089,11275,1057,10218,M,BONNIN,Philippe,SOC,6092,M,SALMON,Yves,VEC,4126,,,,,0
35,ILLE ET VILAINE,50,RENNES-LE-BLOSNE,11201,7061,4140,271,3869,M,BOURCIER,Frédéric,SOC,3014,F,DROUIN,Elisabeth,FN,855,,,,,0
35,ILLE ET VILAINE,53,CESSON-SÉVIGNÉ,17049,9018,8031,335,7696,M,MARQUET,Bernard,SOC,4294,M,PLOUHINEC,Albert,UMP,3402,,,,,0
36,INDRE,3,ARGENTON-SUR-CREUSE,9816,4428,5388,288,5100,M,QUINET,Michel,SOC,2180,M,ROY,Jean,DVD,2920,,,,,0
36,INDRE,10,ECUEILLÉ,2929,1115,1814,187,1627,M,SIMON,Christian,UMP,983,M,THOMAS,Raymond,DVD,644,,,,,0
36,INDRE,11,EGUZON-CHANTÔME,3530,1014,2516,87,2429,M,BLIN,Jean-Claude,SOC,1232,M,PETITGUILLAUME,Pierre,DVD,1197,,,,,0
36,INDRE,12,ISSOUDUN-NORD,9497,4783,4714,244,4470,M,DELPOUX,Dominique,SOC,2179,M,PAUVREHOMME,Pascal,DVD,2291,,,,,0
36,INDRE,21,TOURNON-SAINT-MARTIN,3738,1340,2398,94,2304,M,HERVO,Dominique,SOC,1093,M,BLONDEAU,Gérard,DVD,1211,,,,,0
36,INDRE,24,CHÂTEAUROUX-EST,12648,7240,5408,318,5090,F,GATEAUD,Anne-Marie,SOC,2182,M,BLONDEAU,Michel,M-NC,2908,,,,,0
36,INDRE,25,CHÂTEAUROUX-OUEST,10897,6360,4537,363,4174,M,DURANDEAU,Michel,SOC,2711,M,MORY,Francis,UMP,1463,,,,,0
37,INDRE ET LOIRE,2,AZAY-LE-RIDEAU,10255,5315,4940,307,4633,M,VERDIER,Michel,DVG,1682,M,LOIZON,Eric,DVD,2951,,,,,0
37,INDRE ET LOIRE,3,BLÉRÉ,17146,8736,8410,620,7790,M,KERBRIAND-POSTIC,Alain,SOC,4004,F,COCHIN,Jocelyne,UMP,3786,,,,,0
37,INDRE ET LOIRE,4,BOURGUEIL,8973,4637,4336,259,4077,M,JUNGES,Pierre,SOC,2297,F,SAILLET,Nadine,UMP,1780,,,,,0
37,INDRE ET LOIRE,5,CHÂTEAU-LA-VALLIÈRE,7407,3843,3564,227,3337,F,CHAIGNEAU,Martine,SOC,2089,M,BERTHELEMOT,Patrice,DVD,1248,,,,,0
37,INDRE ET LOIRE,12,LIGUEIL,5682,2287,3395,226,3169,M,GUIGNAUDEAU,Michel,DVG,1618,M,GIRAUDEAU,Michel,M-NC,1551,,,,,0
37,INDRE ET LOIRE,14,MONTBAZON,17551,9572,7979,365,7614,F,TOURAINE,Marisol,SOC,4542,M,ESNAULT,Alain,UMP,3072,,,,,0
37,INDRE ET LOIRE,15,MONTRÉSOR,4287,1611,2676,88,2588,M,CHARBONNIER,Jacky,COM,1373,M,FREMONT,Henry,DVD,1215,,,,,0
37,INDRE ET LOIRE,17,NEUVY-LE-ROI,4636,2199,2437,136,2301,M,DESCLOUX,Didier,SOC,1120,M,ZAMARLIK,Henri,MODM,1181,,,,,0
37,INDRE ET LOIRE,19,RICHELIEU,6460,3375,3085,184,2901,F,MARTINEAU,Christiane,SOC,1293,M,GAROT,Serge,UMP,1608,,,,,0
37,INDRE ET LOIRE,22,TOURS-NORD-EST,11526,6735,4791,186,4605,M,THOMAS,Frédéric,SOC,2441,M,BEJEAU,Lionel,UMP,2164,,,,,0
37,INDRE ET LOIRE,23,TOURS-SUD,9745,5709,4036,169,3867,M,CHAUVEAU,Claude-Pierre,SOC,1961,M,PELTIER,Guillaume,UMP,1906,,,,,0
37,INDRE ET LOIRE,25,TOURS-OUEST,10711,7288,3423,206,3217,M,GAUTREAU,Nicolas,SOC,2164,M,LAVILLATTE,Bruno,UMP,1053,,,,,0
37,INDRE ET LOIRE,26,TOURS-EST,11326,7345,3981,548,3433,M,DAYAN,Alain,SOC,1333,M,BOULANGER,Christophe,VEC,2100,,,,,0
37,INDRE ET LOIRE,33,TOURS-NORD-OUEST,10747,6419,4328,335,3993,F,ROIRON,Claude,SOC,2353,M,DATEU,Xavier,M-NC,1640,,,,,0
37,INDRE ET LOIRE,35,JOUÉ-LÈS-TOURS-SUD,12036,7313,4723,278,4445,M,LE BRETON,Philippe,SOC,2722,M,AUGIS,Frédéric,UMP,1723,,,,,0
37,INDRE ET LOIRE,36,LUYNES,16337,8632,7705,427,7278,M,AGEORGES,Joël,DVG,3659,M,RITOURET,Bertrand,UMP,3619,,,,,0
37,INDRE ET LOIRE,37,MONTLOUIS-SUR-LOIRE,16152,9060,7092,577,6515,M,BOURDY,Patrick,SOC,4530,M,FRAYSSE,Philippe,UMP,1985,,,,,0
38,ISERE,3,LE-BOURG-D'OISANS,9342,5631,3711,266,3445,M,PICHOUD,Christian,DVG,2582,M,HINOJO,François,FN,863,,,,,0
38,ISERE,4,BOURGOIN-JALLIEU-SUD,16234,9446,6788,706,6082,M,COTTALORDA,Alain,SOC,3705,M,FAUROBERT,Maurice,FN,2377,,,,,0
38,ISERE,5,CLELLES,1755,495,1260,36,1224,M,CUCHET,Robert,SOC,533,M,GIMEL,Pierre,UMP,691,,,,,0
38,ISERE,6,CORPS,1927,471,1456,26,1430,F,BATTISTEL,Marie-Noëlle,SOC,711,M,MULYK,Fabien,DVD,719,,,,,0
38,ISERE,8,CRÉMIEU,21438,12390,9048,999,8049,M,MOYNE BRESSAND,Alain,UMP,5151,M,FERRIERE,Bernard,FN,2898,,,,,0
38,ISERE,11,LE-GRAND-LEMPS,10758,6101,4657,225,4432,M,RAMBAUD,Didier,SOC,3227,F,SUCHEL,Nicole,UMP,1205,,,,,0
38,ISERE,12,GRENOBLE-1,16855,11274,5581,609,4972,F,DESLATTES,Céline,SOC,2271,M,BERTRAND,Olivier,VEC,2701,,,,,0
38,ISERE,14,GRENOBLE-3,13251,8830,4421,490,3931,M,PINOT,Denis,SOC,2076,M,SABRI,Hakim,VEC,1855,,,,,0
38,ISERE,15,HEYRIEUX,14960,8380,6580,553,6027,M,AUBOYER,Thierry,SOC,3638,M,MOUSSIER,Jean-Paul,FN,2389,,,,,0
38,ISERE,19,MORESTEL,19234,11280,7954,823,7131,M,RIVAL,Christian,UMP,4585,M,VALENTINI,Claude,FN,2546,,,,,0
38,ISERE,20,LA MURE,10638,5857,4781,299,4482,M,GALVIN,Charles,SOC,2955,M,BONNIOL,Michel,UMP,1527,,,,,0
38,ISERE,24,ROUSSILLON,32882,18714,14168,887,13281,M,RIGAUD,Daniel,COM,8198,F,PIEROBON,Marie-Hélène,FN,5083,,,,,0
38,ISERE,27,SAINT-GEOIRE-EN-VALDAINE,7048,4084,2964,145,2819,F,LEHNEBACH,Annick,SOC,1062,M,GILLET,André,DVD,1757,,,,,0
38,ISERE,30,SAINT-MARCELLIN,16383,7854,8529,299,8230,M,REVOL,Jean-Michel,DVG,3735,M,ROUX,André,AUT,4495,,,,,0
38,ISERE,32,FONTAINE-SASSENAGE,18161,10496,7665,332,7333,M,BELLE,Yannick,SOC,5095,F,DE KERVEREGUIN,Marie,FN,2238,,,,,0
38,ISERE,37,LA VERPILLIÈRE,11976,6585,5391,363,5028,M,VERNAY,Denis,DVG,3110,M,SINISI,Franck,FN,1918,,,,,0
38,ISERE,39,VIENNE-SUD,21822,11959,9863,687,9176,M,THOIZET,Jacques,SOC,4646,M,CURTAUD,Patrick,UMP,4530,,,,,0
38,ISERE,41,VILLARD-DE-LANS,9469,4713,4756,136,4620,M,NOUGIER,François,VEC,1782,M,BUISSON,Pierre,DVD,2838,,,,,0
38,ISERE,42,VINAY,6528,2928,3600,214,3386,M,COUX,Jean-Claude,DVG,1770,F,BONNEFOY,Laura,AUT,1616,,,,,0
38,ISERE,45,VOIRON,32451,19247,13204,827,12377,M,GAUJOUR,Jean-François,SOC,7920,M,GAL,André,UMP,4457,,,,,0
38,ISERE,47,ECHIROLLES-EST,8132,4825,3307,180,3127,F,ROCHAS,Sylvette,COM,2163,F,D'ORNANO,Mireille,FN,964,,,,,0
38,ISERE,51,SAINT-EGRÈVE,19020,12345,6675,812,5863,M,RIBEAUD,Pierre,SOC,3480,F,DUBESSET,Mathilde,VEC,2383,,,,,0
38,ISERE,52,SAINT-MARTIN-D'HÈRES-NORD,10598,6236,4362,292,4070,M,PROBY,René,COM,2971,M,SABATIER,Antonin,FN,1099,,,,,0
38,ISERE,57,GRENOBLE-6,11407,7662,3745,247,3498,F,PEREZ,Gisèle,SOC,2649,M,GABRIAC,Alexandre,FN,849,,,,,0
39,JURA,1,ARBOIS,4821,1805,3016,151,2865,M,MAIRE,Norbert,SOC,1687,M,COURT,Jean-Jacques,DVD,1178,,,,,0
39,JURA,2,ARINTHOD,3549,1575,1974,116,1858,M,GAVAND,Jean-Louis,RDG,909,M,CARNET,Gilles,UMP,949,,,,,0
39,JURA,3,BEAUFORT,4778,2148,2630,169,2461,M,FOURNIER,Fernand,SOC,1611,M,MAZIER,Jacques,DVD,850,,,,,0
39,JURA,9,CHEMIN,7650,3379,4271,267,4004,M,FRANCOIS,Claude,SOC,1932,M,DAUBIGNEY,Jean-Michel,DVD,2072,,,,,0
39,JURA,12,DAMPIERRE,4680,2160,2520,155,2365,M,JEUNET,Denis,SOC,1378,M,FERRAND,Christophe,DVD,987,,,,,0
39,JURA,13,DOLE-NORD-EST,13471,6595,6876,475,6401,M,VIVERGE,Patrick,PG,3687,M,REVILLOUD,Patrick,UMP,2714,,,,,0
39,JURA,15,LONS-LE-SAUNIER-NORD,10225,5116,5109,289,4820,M,DUVERNET,Marc-Henri,SOC,2432,M,SERVILLAT,Jean-Claude,UMP,2388,,,,,0
39,JURA,16,MOIRANS-EN-MONTAGNE,4223,1566,2657,94,2563,M,HUELIN,Jean-Philippe,SOC,627,F,DALLOZ,Marie-Christine,UMP,947,M,BURDEYRON,Jean,DVD,989
39,JURA,18,MONTMIREY-LE-CHÂTEAU,2386,836,1550,160,1390,M,TRONCIN,Dominique,DVG,829,F,BRESSAND,Nelly,UMP,561,,,,,0
39,JURA,19,MOREZ,9929,5676,4253,403,3850,M,GODIN,François,UMP,2600,M,PETIT,Laurent,DVD,1250,,,,,0
39,JURA,20,NOZEROY,2404,679,1725,57,1668,M,OUTREY,Serge,DVG,836,M,TRIBOULET,Pierre,UMP,832,,,,,0
39,JURA,30,SELLIÈRES,2604,1021,1583,88,1495,M,TOURNIER,Robert,SOC,843,M,PISELLA,Denis,DVD,652,,,,,0
40,LANDES,3,CASTETS,8459,3442,5017,243,4774,M,SUBSOL,Gérard,SOC,2597,M,BEGUERY,Jean-Pierre,M,2177,,,,,0
40,LANDES,4,DAX-NORD,15861,8909,6952,552,6400,F,MICHEL,Danielle,SOC,4458,M,DU VAL,Jean,UMP,1942,,,,,0
40,LANDES,5,GABARRET,2854,703,2151,111,2040,M,EXPERT,Serge,SOC,991,M,HERRERO,Michel,UMP,1049,,,,,0
40,LANDES,11,MONT-DE-MARSAN-NORD,12938,7214,5724,458,5266,M,SIMON,Didier,SOC,3185,M,BAYARD,Hervé,UMP,2081,,,,,0
40,LANDES,16,PEYREHORADE,8686,3588,5098,221,4877,F,CAILLETON,Isabelle,SOC,2302,M,PETRAU,Jean,M,2575,,,,,0
40,LANDES,23,SAINT-VINCENT-DE-TYROSSE,22628,12819,9809,809,9000,F,LABEYRIE,Michèle,SOC,5561,M,MATHIO,François,UMP,3439,,,,,0
40,LANDES,30,MONT-DE-MARSAN-SUD,25029,13457,11572,819,10753,M,LAHITETE,Renaud,SOC,6061,M,TORTIGUE,Bertrand,M,4692,,,,,0
41,LOIR ET CHER,2,BLOIS-2,9930,5468,4462,355,4107,M,FROMET,Michel,SOC,2419,M,RUTARD,Julien,UMP,1688,,,,,0
41,LOIR ET CHER,3,BRACIEUX,12936,7188,5748,387,5361,M,CLEMENT,Gilles,SOC,3644,F,LANGLAIS,Hélène,UMP,1717,,,,,0
41,LOIR ET CHER,8,MARCHENOIR,4654,2087,2567,127,2440,M,FESNEAU,Marc,MODM,1129,M,BOISSONNET,André,DVD,1311,,,,,0
41,LOIR ET CHER,11,MONDOUBLEAU,4626,2022,2604,175,2429,F,GLOANEC MAURIN,Karine,SOC,918,M,LEGER,Jean,DVD,1511,,,,,0
41,LOIR ET CHER,12,MONTOIRE-SUR-LE-LOIR,7275,3187,4088,325,3763,M,MOYER,Guy,SOC,1844,M,MERCIER,Philippe,DVD,1919,,,,,0
41,LOIR ET CHER,13,MONTRICHARD,11804,5628,6176,332,5844,M,PROU,Alban,SOC,1817,M,JANSSENS,Jean-Marie,M-NC,4027,,,,,0
41,LOIR ET CHER,15,NEUNG-SUR-BEUVRON,4672,2427,2245,138,2107,M,DELAITRE,Jean-Jacques,AUT,804,M,BEAUFILS,Claude,UMP,1303,,,,,0
41,LOIR ET CHER,17,ROMORANTIN-LANTHENAY-NORD,9416,4826,4590,329,4261,M,LORGEOUX,Jeanny,SOC,3053,M,GABILLAS,François,FN,1208,,,,,0
41,LOIR ET CHER,20,SALBRIS,10950,5920,5030,340,4690,F,HARRAULT-BRAS,Patricia,SOC,2136,M,LEROUX,Michel,M-NC,2554,,,,,0
41,LOIR ET CHER,25,BLOIS-3,10218,6156,4062,240,3822,F,BARABAN,Geneviève,SOC,2328,F,FERRE,Christelle,M-NC,1494,,,,,0
41,LOIR ET CHER,26,BLOIS-4,5154,3441,1713,70,1643,M,GRICOURT,Marc,SOC,1214,M,CHASSIER,Michel,FN,429,,,,,0
41,LOIR ET CHER,28,VENDÔME-2,10987,5316,5671,332,5339,M,MARION,Christophe,SOC,2594,F,GIBOTTEAU,Monique,M-NC,2745,,,,,0
41,LOIR ET CHER,29,ROMORANTIN-LANTHENAY-SUD,6734,3585,3149,217,2932,M,GUIMONET,Michel,SOC,1453,M,BISSON,Jean-Marie,UMP,1479,,,,,0
42,LOIRE,6,CHAZELLES-SUR-LYON,7569,3732,3837,162,3675,M,BLANCHARD,Jean-Paul,DVG,2337,M,VERICEL,Pierre,M,1338,,,,,0
42,LOIRE,7,FEURS,18896,10734,8162,410,7752,F,LAVAL,Joëlle,SOC,2953,M,NIGAY,Henri,UMP,4799,,,,,0
42,LOIRE,9,MONTBRISON,21372,11408,9964,533,9431,F,FAURE,Liliane,SOC,4914,M,BAZILE,Christophe,M,4517,,,,,0
42,LOIRE,12,LA PACAUDIÈRE,3378,1496,1882,70,1812,M,BARRET,René-André,DVG,1129,M,LAFAY,Guy,M,683,,,,,0
42,LOIRE,14,PERREUX,11635,6154,5481,266,5215,F,STALARS,Fabienne,SOC,2671,M,GIRAUD,Jean-Baptiste,M,2544,,,,,0
42,LOIRE,15,RIVE-DE-GIER,17452,9836,7616,829,6787,M,CHARVIN,Jean-Claude,DVD,4446,M,HEYRAUD,Robert,FN,2341,,,,,0
42,LOIRE,16,ROANNE-NORD,20139,11891,8248,544,7704,M,GUILLEMANT,Alain,SOC,4685,M,PASSOT,Gilles,M-NC,3019,,,,,0
42,LOIRE,17,SAINT-BONNET-LE-CHÂTEAU,6264,2946,3318,224,3094,F,CHARRET,Yvette,SOC,1442,M,MAYET,Iwan,M,1652,,,,,0
42,LOIRE,18,SAINT-CHAMOND-SUD,13509,7523,5986,441,5545,M,LASSABLIERE,Marc,SOC,3279,M,MEUNIER,Christian,FN,2266,,,,,0
42,LOIRE,19,SAINT-ETIENNE-NORD-EST-1,12266,7825,4441,268,4173,M,JUANICO,Régis,SOC,2714,M,PERROT,Charles,FN,1459,,,,,0
42,LOIRE,24,SAINT-GENEST-MALIFAUX,6478,2993,3485,147,3338,M,GILBERT,Jean,DVG,2062,M,SEUX,Christian,M,1276,,,,,0
42,LOIRE,25,SAINT-GEORGES-EN-COUZAN,3293,1284,2009,121,1888,M,PERRET,André,SOC,915,M,EPINAT,Joël,M,973,,,,,0
42,LOIRE,27,SAINT-HAON-LE-CHÂTEL,10111,5366,4745,263,4482,M,BARTHOLIN,Jean,DVG,3065,M,SEROL,Hervé,UMP,1417,,,,,0
42,LOIRE,28,SAINT-HÉAND,21100,11358,9742,480,9262,M,PATRACONE,Franck,SOC,4231,M,PHILIBERT,Bernard,M,5031,,,,,0
42,LOIRE,30,SAINT-JUST-EN-CHEVALET,4007,1591,2416,165,2251,M,GIRIN,Michel,SOC,1007,F,BURELIER,Huguette,UMP,1244,,,,,0
42,LOIRE,37,SAINT-ETIENNE-SUD-EST-3,13008,7849,5159,272,4887,M,PIGEON,Florent,SOC,2684,M,REY,Jean-Jacques,UMP,2203,,,,,0
42,LOIRE,38,SAINT-ETIENNE-SUD-OUEST-1,7087,4638,2449,104,2345,M,BERTRAND,Jean-Claude,SOC,1330,M,PERDRIAU,Gaël,UMP,1015,,,,,0
42,LOIRE,39,SAINT-ETIENNE-SUD-OUEST-2,10135,6234,3901,259,3642,F,CAUET,Christine,SOC,2369,M,DE PEYRECAVE,Gabriel,FN,1273,,,,,0
42,LOIRE,40,SAINT-CHAMOND-NORD,11042,6570,4472,467,4005,M,REYNAUD,Hervé,DVD,2498,M,ROBERT,Jean-Yves,FN,1507,,,,,0
43,HAUTE LOIRE,2,AUZON,7276,4069,3207,173,3034,F,CHASSIN,Nicole,SOC,2075,M,CHADUC,Christian,DVD,959,,,,,0
43,HAUTE LOIRE,4,BLESLE,1827,555,1272,101,1171,M,DOUIX,Patrice,SOC,446,M,RENARD,Jean-Paul,DVG,56,M,ROMEUF,Robert,M-NC,669
43,HAUTE LOIRE,5,BRIOUDE-NORD,5769,3065,2704,187,2517,M,LHERITIER,Jean-Noël,SOC,1855,M,BOUDON,Alain,M,662,,,,,0
43,HAUTE LOIRE,14,MONISTROL-SUR-LOIRE,10365,5018,5347,405,4942,M,VALOUR,Robert,SOC,1961,M,BERGER,François,M-NC,2981,,,,,0
43,HAUTE LOIRE,18,PRADELLES,2625,1607,1018,388,630,M,REYNAUD,Jean-Louis,DVD,630,,,,,0,,,,,0
43,HAUTE LOIRE,23,SAINT-JULIEN-CHAPTEUIL,5697,2884,2813,260,2553,M,ABRIAL,Raymond,DVG,1755,M,ALIROL,Gustave,REG,798,,,,,0
43,HAUTE LOIRE,27,TENCE,7067,3062,4005,170,3835,F,DECULTIS,Jacqueline,VEC,2024,M,DIGONNET,Jean,M,1811,,,,,0
43,HAUTE LOIRE,31,LE-PUY-EN-VELAY-EST,8242,4385,3857,242,3615,M,FERRET,Jean-Claude,SOC,2060,M,EXBRAYAT,Daniel,M,1555,,,,,0
43,HAUTE LOIRE,32,LE-PUY-EN-VELAY-OUEST,5093,2949,2144,123,2021,F,MIALON,Josiane,SOC,861,F,MOSNIER,Christiane,UMP,1160,,,,,0
43,HAUTE LOIRE,35,SAINTE-SIGOLÈNE,6493,3370,3123,249,2874,M,BRAYE,Yves,M-NC,1971,M,CHEYNET,Pierre,FN,903,,,,,0
44,LOIRE ATLANTIQUE,2,ANCENIS,17944,9661,8283,388,7895,F,BRIAND,Annie,SOC,3208,M,TOBIE,Jean-Michel,M-NC,4687,,,,,0
44,LOIRE ATLANTIQUE,3,BLAIN,13212,7668,5544,542,5002,M,VERGER,Marcel,SOC,3011,M,BUF,Jean-Michel,M-NC,1991,,,,,0
44,LOIRE ATLANTIQUE,6,CARQUEFOU,30670,17627,13043,620,12423,M,AUNETTE,Bernard,SOC,7122,M,MOUNIER,Serge,DVD,5301,,,,,0
44,LOIRE ATLANTIQUE,9,CLISSON,16671,9027,7644,305,7339,M,MERLET,Michel,SOC,3829,M,GUILLOT,François,UMP,3510,,,,,0
