Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3,Sexe4,Nom4,Prénom4,Nuance4,Voix4,Sexe5,Nom5,Prénom5,Nuance5,Voix5,Sexe6,Nom6,Prénom6,Nuance6,Voix6,Sexe7,Nom7,Prénom7,Nuance7,Voix7,Sexe8,Nom8,Prénom8,Nuance8,Voix8,Sexe9,Nom9,Prénom9,Nuance9,Voix9,Sexe10,Nom10,Prénom10,Nuance10,Voix10,Sexe11,Nom11,Prénom11,Nuance11,Voix11,Sexe12,Nom12,Prénom12,Nuance12,Voix12,Sexe13,Nom13,Prénom13,Nuance13,Voix13
25,DOUBS,27,VERCEL,8406,3602,4804,118,4686,F,CHAILLET,Daniella,PG,85,M,BESSOT,Léon,DVG,2025,M,VIEILLE,David,VEC,509,M,GROSPERRIN,Albert,UMP,1308,F,OLIVIER,Marie-Claude,FN,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,29,BESANÇON-OUEST,13083,7930,5153,83,5070,F,MENETRIER,Annie,COM,501,M,JEANNEROT,Claude,SOC,1834,M,GUILLEMET,Nicolas,VEC,848,F,DALPHIN,Marie-Laure,UMP,1148,M,CURTAT,Maurice,FN,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,30,MONTBÉLIARD-OUEST,12789,6767,6022,192,5830,F,DEBARD,Marie-Ange,EXG,285,M,HELIAS,Pierre,SOC,2164,F,TAHAROUNT,Tassadit,VEC,356,M,CORNU,Gaston,UMP,1222,M,MOUILLESEAUX,Philippe,FN,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,32,BESANÇON-NORD-OUEST,8765,5903,2862,92,2770,M,LECLERC,Damien,EXG,35,M,GIROD,Emmanuel,PG,272,M,FUSTER,Vincent,SOC,1145,F,TISSIER,Corinne,VEC,430,M,DROUOT,Hervé,AUT,94,M,GIRERD,Jean-Marie,UMP,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,34,ETUPES,9543,4982,4561,78,4483,M,RICHARD,Jean-Pierre,COM,201,M,RONDOT,Michel,SOC,1562,F,LUTZ,Catherine,VEC,288,M,VOLA,Yves,ECO,116,M,LEGRAND,Eric,UMP,924,M,BOILLOT,Roland,FN,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,2,BOURG-DE-PÉAGE,22047,11883,10164,164,10000,M,LAVEILLE,Michel,COM,430,M,GUILLAUME,Didier,SOC,4213,F,GRAILLAT-REYNAUD,Dominique,VEC,960,M,GAUTHIER,Christian,M-NC,2296,M,PINET,Bernard,FN,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,4,CHABEUIL,16489,9009,7480,116,7364,M,PETRI,Philippe,COM,409,M,PERTUSA,Pascal,SOC,2848,F,HENRY,Marie-Françoise,VEC,1188,F,CARUSO,Françoise,ECO,54,M,DROUILLEAUX,Patrick,M-NC,333,M,LABBE,Jean-Christophe,UMP,1357,M,PAILLEUX,Walter,FN,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,6,CHATILLON-EN-DIOIS,1815,763,1052,94,958,F,ALARD,Nathalie,COM,239,M,MATHERON,Alain,SOC,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,9,DIE,4988,2368,2620,114,2506,M,LEEUWENBERG,Philippe,COM,930,M,JOUVE,Didier,VEC,515,M,TREMOLET,Gilbert,MODM,754,M,SIMION,Jean-Pierre,UMP,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,10,DIEULEFIT,6120,2579,3541,78,3463,F,PRIOTTO,Christine,SOC,1031,M,BERRARD,Philippe,VEC,1207,M,BARBE,Marc-André,DVD,819,M,LO-PRESTI,Michel,FN,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,12,GRIGNAN,6151,2796,3355,84,3271,F,REY,Béatrice,COM,257,M,CHAMBONNET,Luc,DVG,1108,F,GONNOT,Josianne,VEC,377,M,GIGONDAN,Jacques,DVD,851,F,PELAT,Annie,FN,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,14,LUC-EN-DIOIS,1588,569,1019,30,989,M,BUIS,Bernard,SOC,719,M,BEAUMIER,Patrick,VEC,174,M,MASSIN,Tany,UMP,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,16,MONTÉLIMAR-1,14231,8524,5707,133,5574,M,FARESSE,Robert,COM,387,M,VINCENT,Jean-Luc,SOC,1726,M,BOUZIANE,Salim,VEC,680,F,ANDRIEUX,Aurélie,UMP,1440,M,ROUX,Jean-François,FN,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,17,LA MOTTE-CHALANCON,929,270,659,28,631,M,SZOSTAK,Gérard,DVG,235,M,DALSTEIN,Pierre,VEC,97,M,FERNANDEZ,Daniel,AUT,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,18,NYONS,10331,4902,5429,87,5342,M,DONZET,Laurent,COM,458,M,COMBES,Pierre,SOC,2356,F,BOEUF-BERNARD,Delphine,VEC,602,M,ROLANDEZ,Raymond,AUT,192,M,PERRIN,Jacques,UMP,774,F,TOURNOIS,Maria,FN,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,19,PIERRELATTE,13911,7511,6400,152,6248,M,VIALLARD,Jean-Paul,COM,1175,F,ROSENBLATT,Annie,VEC,463,F,MOUTON,Marie-Pierre,UMP,2856,F,BREDA,Sylviane,FN,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,20,RÉMUZAT,1274,433,841,79,762,M,RASCLARD,Hervé,SOC,561,M,PEREIRA,Nicolas,DVD,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,24,SAINT-JEAN-EN-ROYANS,5257,2323,2934,49,2885,M,RANCE,Marcel,COM,123,F,PIC,Danièle,SOC,854,M,BARBE,Heiric Wilfrid,DVG,36,M,REVERBEL,Jean-Marc,VEC,280,M,MORIN,Christian,UMP,1274,M,SANTIAGO,Jean-Claude,FN,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,28,TAIN-L'HERMITAGE,15723,8359,7364,124,7240,F,GARNIER,Danielle,COM,335,M,CHAILLOUX,Thierry,SOC,1579,M,JARRY,Michel,VEC,823,M,BOUCHET,Gilbert,DVD,3264,M,LABEAUME,Alain,FN,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,30,VALENCE-2,9552,5037,4515,75,4440,M,CHANTRIER,Thierry,COM,196,M,RANC,Patrick,SOC,980,M,BOUCHET,Gérard,DVG,181,M,BRUNET,Christophe,VEC,569,M,DARAGON,Nicolas,UMP,1965,M,CHOMIENNE,Georges,FN,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,32,BOURG-LÈS-VALENCE,17466,9475,7991,139,7852,M,ESSON,Gérard,COM,300,M,PAILHES,Wilfrid,SOC,2705,M,LART,Patrick,VEC,1091,F,MOURIER,Marlène,UMP,2330,M,GUYARD,Yannick,FN,1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,33,MONTÉLIMAR-2,19186,10677,8509,182,8327,M,PEYRARD,Yves,COM,476,F,REME PIC,Anne-Marie,SOC,2478,M,CHUILON,Jean-Louis,VEC,983,M,PONT,Francis,MODM,165,M,ALMORIC,Bruno,M-NC,2231,M,CLEMENT,Jean-Paul,FN,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,36,VALENCE-4,8875,5264,3611,87,3524,F,FAVRAT,Odile,COM,167,F,NAKIB-COLOMB,Zabida,SOC,917,M,RODRIGUES,Mickaël,DVG,54,F,PERSICO,Danielle,VEC,596,M,SOUILLAH,Naceur,AUT,51,M,FAIVRE PIERRET,Jean-Charles,UMP,824,M,KECHICHIAN,Noubar,DVD,236,M,GUICHARD,Christophe,FN,679,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,1,AMFREVILLE-LA-CAMPAGNE,11514,5944,5570,110,5460,M,LEHO,Daniel,SOC,2261,M,MARGUERITTE,Ludovic,VEC,662,M,MEDAERTS,Dominique,M-NC,1407,F,PREJEAN,Marie-Estelle,FN,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,2,LES ANDELYS,13219,7216,6003,155,5848,M,JUSSIAUME,Dominique,COM,283,F,DAEL,Laure,SOC,1239,F,NIAKATE,Fataumata,DVG,182,M,COULON,Roger,VEC,582,M,DUCHE,Frédéric,UMP,1828,M,JOUAULT,Jean,DVD,227,M,BERTHELOT,Alain,FN,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,3,BEAUMESNIL,3875,1858,2017,74,1943,M,LOUETTE,Jean-Pierre,PG,0,M,GROULT,Daniel,SOC,694,M,VAMPA,Marc,M-NC,920,M,GATINE,Laurent,FN,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,4,BEAUMONT-LE-ROGER,9487,5096,4391,147,4244,M,BUNEL,Rémi,COM,309,M,DESRUES,Jackie,SOC,1568,M,ROUSSELIN,Jean-Claude,M-NC,1333,M,LARUE,Ludovic,FN,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,5,BERNAY-OUEST,6596,3584,3012,69,2943,M,DIDTSCH,Pascal,COM,286,M,DELAMARE,Frédéric,SOC,801,M,BUOT,Julien,VEC,230,M,BONAMY,Jean-Hugues,M-NC,1135,M,PLUCHART,Philippe,FN,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,6,BEUZEVILLE,8434,4667,3767,121,3646,M,SEHY,Christian,COM,171,M,FLAMBARD,Jean-Pierre,SOC,1663,M,LUTZ,François,DVD,1051,M,LEMARINIER,Serge,FN,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,7,BOURGTHEROULDE-INFREVILLE,10320,5443,4877,112,4765,M,ROGE,Henri,EXG,318,M,QUESTEL,Bruno,SOC,2209,M,GIESBERT,Laurent,RDG,382,M,BODINEAU,René,VEC,437,M,BOULEIS,Nicolas,DVD,553,M,ROGIER,Henri,FN,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,8,BRETEUIL-SUR-ITON,6629,3397,3232,62,3170,M,HAAS,José,SOC,985,M,CHATEAUGIRON,Gilles,VEC,302,M,CHERON,Gérard,UMP,1265,M,PLASSE,Guy,FN,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,11,CONCHES-EN-OUCHE,12043,6525,5518,122,5396,M,PASADOVIC,Sébastien,EXG,168,M,MASSE,Didier,COM,228,M,RECOURS,Alfred,SOC,2905,M,LEFEVRE,Philippe,RDG,0,M,STEMLER,Raoul,M-NC,879,M,CAMOIN,Emmanuel,FN,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,12,CORMEILLES,3897,1857,2040,80,1960,F,BUFFETRILLE,Sylvie,COM,62,F,HAKI,Marie-Claire,SOC,253,M,MORIN,Hervé,M-NC,1324,M,SAMIN,Sébastien,FN,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,13,DAMVILLE,5638,3134,2504,85,2419,M,MECHIOUKHI,Azzedine,PG,141,F,CHAMPAIN-PERES,Corinne,SOC,368,M,MARTIN,Jean-Marie,VEC,294,F,CHARPENTIER,Françoise,UMP,1059,F,BILLARD,Nathalie,FN,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,14,ECOS,10614,5721,4893,65,4828,M,COURBOT,Didier,COM,184,M,GUIBET,Guillaume,SOC,570,M,MOUSSET,Daniel,VEC,417,M,JOUYET,Michel,UMP,2532,M,DUBOIS,Jean-Michel,FN,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,15,ETRÉPAGNY,7837,4113,3724,86,3638,M,LETHIAIS,Alain,COM,286,M,BAUSMAYER,Laurent,SOC,679,M,PILINSKI,Jean-Jacques,RDG,340,M,BEAUFILS,Pierre,UMP,1541,M,PERINET-MARQUET,Alain,FN,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,16,EVREUX-NORD,17925,11050,6875,209,6666,M,SUDRE,Nicolas,EXG,157,M,JOLY,Michel,EXG,93,M,GAVEAU,Jean-Michel,COM,396,M,BEHAR,Claude,RDG,2413,F,RIVE,Michèle,VEC,845,M,BOUCHER,Bernard,AUT,0,M,WALLART,Roger,M-NC,1482,M,DAVAUDET,Jean,FN,1280,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,19,GAILLON,7119,4308,2811,48,2763,F,GANGOLF,Edwige,COM,156,M,RECHER,Jean-Luc,DVG,1390,M,HACHET,Philippe,ECO,253,M,DE COSMI,Antoine,UMP,314,M,VITTOZ,David,FN,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,21,LOUVIERS-NORD,9733,6129,3604,100,3504,M,ROUSSELIN,Alexis,EXG,106,M,MECHKOUR,Zahir,COM,134,F,CLERET,Leslie,SOC,924,M,BIDAULT,Jacky,RDG,546,M,FRAISSE,Alexis,VEC,352,M,AUBERT,Olivier,M-NC,677,F,SACLIER,Nathalie,FN,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,23,MONTFORT-SUR-RISLE,5721,2831,2890,58,2832,M,JOUVEAUX,Pascal,COM,110,M,COUREL,Francis,DVG,1679,M,LOUVION,Régis,VEC,154,M,FOULON,Christophe,AUT,133,M,RIAUX,Gilles,M-NC,412,M,BIGOT,Alain,FN,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,25,NONANCOURT,8505,5204,3301,63,3238,M,QUILLERE,Dominique,COM,173,M,DESLANDES,Eric,SOC,792,M,HERVIEU,Joël,DVD,1491,M,DELAMARRE,Jean,FN,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,26,PACY-SUR-EURE,11915,6483,5432,102,5330,F,DEPUISET,Carole,COM,285,M,BRUNET-DUBUC,Yvan,SOC,751,M,LEHONGRE,Pascal,UMP,3145,F,BRACONNIER,Lydie,FN,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,28,PONT-DE-L'ARCHE,10655,5230,5425,105,5320,M,LEVITRE,Gaëtan,COM,2127,M,JACQUET,Richard,SOC,974,F,DESHAYES,Maryannick,VEC,399,M,DUFOUR,René,M-NC,1121,M,MENAGER,Didier,FN,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,38,EVREUX-OUEST,13026,7905,5121,111,5010,M,MARRE,Eric,EXG,126,M,LAHEYE,José,COM,306,M,SILIGHINI,Gérard,SOC,1563,M,QUENNEHEN,Thierry,VEC,670,M,BOURRELLIER,Ludovic,UMP,1175,M,BRENNETOT,Philippe,DVD,187,F,BARBIER,Julie,FN,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,41,BERNAY-EST,7711,4041,3670,74,3596,F,LUFFROY,Catherine,COM,227,M,PREVOST,Lionel,SOC,2248,F,MONTERO,Muriel,M-NC,553,M,LE TANNEUR,Marc,FN,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,6,BROU,7264,3373,3891,65,3826,M,LEVERD,Tony,EXG,119,M,SAHUC,Philippe,PG,82,M,DOUSSET,Dominique,DVG,2447,M,MICHELON,Michel,AUT,84,M,POITOU,Franck,M-NC,568,F,GARCETTE,Marie-France,FN,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,7,CHARTRES-NORD-EST,13694,7682,6012,145,5867,M,BERNARD,Eric,EXG,197,M,MOREAU,Elian,PG,391,M,GIGON,Christian,RDG,2660,F,DORANGE,Karine,UMP,1718,M,JANY,Geoffrey,FN,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,9,CHÂTEAUDUN,15769,8291,7478,244,7234,M,BLANCHARD,Gérard,EXG,134,F,GARCIA,Dominique,COM,419,M,FAUVE,Serge,SOC,2285,M,ARBOGAST,Bertrand,VEC,387,M,PANAIS,Jean-Yves,UMP,1532,M,ROUIDI,Sid-Ahmed,DVD,1153,M,SZABO,Jean-François,FN,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,10,CHÂTEAUNEUF-EN-THYMERAIS,7255,3831,3424,74,3350,M,NICOL,José,EXG,78,M,RAIFFE,Maurice,COM,113,M,THAVARD,Michel,SOC,398,M,GABORIAU,Jean-Pierre,MODM,1212,F,MINARD,Christelle,UMP,846,F,ALVES,Sylvia,FN,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,14,LA-FERTÉ-VIDAME,1807,915,892,22,870,F,DESSET,Carine,EXG,14,M,DUPLAN,Dominique,EXG,34,M,DESCHAMPS,Joffrey,SOC,137,M,JALLOT,Jean-Pierre,UMP,530,M,FARIN,Christophe,FN,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,15,ILLIERS-COMBRAY,7730,4138,3592,84,3508,M,QUECHON,Michel,COM,200,M,GIGOU,Pierre,DVG,849,M,LEFRANCOIS,Michel,MODM,223,M,MANCEAU,Jean-François,UMP,1663,M,CERRUTI,Sébastien,FN,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,16,JANVILLE,6570,2991,3579,85,3494,F,STERN,Catherine,COM,103,M,BESNARD,Francis,DVG,827,M,MAGUET,Stéphane,AUT,227,M,LECLERCQ,Laurent,M-NC,1686,M,BRUNEAU,Antoine,DVD,151,M,DUPIN,André,FN,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,18,MAINTENON,22450,13785,8665,257,8408,M,BERBEDES,Frédéric,COM,420,M,DEPREZ,Michel,SOC,2756,F,TROFLEAU,Aude,VEC,1082,M,LEMOINE,Stéphane,UMP,2286,M,SCHMITT,Jean-Pierre,FN,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,20,NOGENT-LE-ROTROU,10970,5874,5096,132,4964,F,BACLE-ASSKOUK,Elisabeth,EXG,120,M,MORISOT,Loïc,PG,356,M,RUHLMANN,Philippe,DVG,2693,M,POUX,André,UMP,996,M,GUIBERT,Frédéric,FN,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,21,ORGÈRES-EN-BEAUCE,3973,1673,2300,69,2231,M,HORNEZ,Albert,COM,76,M,BOURGEOIS,Willy,SOC,461,M,DE MONTGOLFIER,Albéric,UMP,1257,M,LHOSTE,Serge,FN,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,23,THIRON-GARDAIS,4255,1955,2300,45,2255,M,CASTRE,Michel,COM,80,M,ROUSSELLE,René,SOC,556,M,LAMIRAULT,Luc,DVD,1223,M,LECOINTRE,Yannick,FN,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,26,CHARTRES-SUD-OUEST,22232,13265,8967,212,8755,M,MARTIN,Jean-François,PG,564,F,LOPEZ-UROZ,Christine,SOC,1755,F,SANTERRE,Brigitte,DVG,1492,M,MASSOT,Bertrand,M-NC,731,M,MASSELUS,Franck,UMP,2747,M,DEBROSSE,François,FN,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,28,DREUX-SUD,12502,8132,4370,114,4256,M,MAILLOT,Dominique,EXG,141,F,QUERITE,Gisèle,COM,187,M,FRARD,Daniel,SOC,1670,M,BOUGAFER,Mohamed,VEC,389,M,TABIT,Mohamed,UMP,728,M,DESRUES,Dominique,FN,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE ET LOIR,30,MAINVILLIERS,13592,8106,5486,99,5387,M,LEMOINE,Georges,EXG,309,M,TOTEE,Bernard,COM,216,M,ANDRE,Nicolas,SOC,1955,M,LERAY,Gérard,VEC,589,M,MARTIAL,Rémi,UMP,1360,M,ROUSSEAU,Laurent,FN,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,1,ARZANO,4411,2157,2254,70,2184,F,WAUTHIER,Soizick,COM,179,F,DOUSSAL,Marie-Isabelle,SOC,860,M,VIVIER,Fabrice,VEC,244,M,LOUSSAUT,André,REG,72,F,DAVID,Marie-Josée,DVD,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,2,BANNALEC,7924,4646,3278,339,2939,M,DUIGOU,Norbert,COM,444,M,LE SERGENT,Guy,SOC,1479,M,HILIOU,Florent,DVG,719,F,KLOAREG,Brigitte,REG,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,3,BREST-PLOUZANÉ,12866,7777,5089,154,4935,F,SIMON GUILLOU,Chantal,SOC,2293,M,THOMAS,Robert,DVG,495,M,BEUGNARD,Antoine,VEC,863,F,MUNIGLIA,Annie,MODM,199,M,LE BIAN,Francis,UMP,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,4,BREST-RECOUVRANCE,8909,5968,2941,109,2832,M,BRETON,Denis,EXG,88,M,SEYS,Bertrand,PG,237,F,GUEYE,Marie,SOC,1195,F,LOUSSOUARN,Marif,VEC,400,M,LE FLOC'H,Renaud,UMP,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,7,CARHAIX-PLOUGUER,12169,5380,6789,147,6642,M,GUILLEMOT,Matthieu,EXG,253,F,LAPORTE,Claudine,COM,302,M,ROUZIC,Louis,SOC,1476,M,TROADEC,Christian,DVG,2864,F,LE BIHAN,Peggy,REG,364,M,YVINEC,Jérôme,UMP,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,10,CONCARNEAU,22527,13803,8724,270,8454,F,ZIEGLER,Nicole,SOC,3301,M,LE FLAO,Youenn,DVG,829,M,LEFLOCH,Stéphane,VEC,1401,M,LE COZ,Philippe,MODM,601,M,BESOMBES,François,UMP,2006,M,ROGARD,Yvon,DVD,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,11,CROZON,14221,7366,6855,177,6678,M,MENESGUEN,André,EXG,269,M,BEAUMANOIR,Christian,COM,334,M,RAMONE,Louis,DVG,2503,F,LECLERC,Jocelyne,VEC,583,M,BERTHELOT,Patrick,UMP,2040,F,HAAS,Marie-Anne,FN,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,12,DAOULAS,21288,12040,9248,215,9033,F,PERON,Françoise,SOC,2462,F,LE GUENNEC,Gisèle,DVG,2300,M,BORVON,Serge,VEC,1552,F,HENAFF,Patricia,M-NC,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,15,FOUESNANT,22474,12088,10386,285,10101,M,BERNARD,André,COM,552,F,CONAN,Nathalie,SOC,2624,M,LOAEC,Jean,DVG,1797,M,ESNAULT,Vincent,VEC,983,M,LAURENT,Padrig,REG,134,F,BAYES-MORVAN,Gwénola,UMP,3218,M,ROUSSEAU,Alain,DVD,388,M,VALLERIE,Yann,EXD,405,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,19,LANMEUR,10252,5234,5018,161,4857,M,LAINE,Jérémy,COM,679,F,BERNARD,Nathalie,SOC,1609,F,PRIGENT-GUIZIOU,Christine,VEC,991,M,TANGUY,Yvon,DVD,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,20,LANNILIS,13612,7375,6237,145,6092,F,SAGE,Françoise,EXG,55,M,PELLENNEC,Eric,COM,136,M,GUIAVARC'H,Claude,SOC,2045,M,APPRIOU,Pierre,DVG,760,M,CHRETIEN,Didier,VEC,741,M,LE ROUX,Pierre,REG,133,M,LESVEN,André,DVD,1135,M,TREGUER,Jean-François,DVD,1087,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,24,PLABENNEC,14586,8229,6357,231,6126,M,PLASSARD,Christian,SOC,2207,M,LAMY,William,DVG,302,M,PIRIOU,Jean-Yves,VEC,1156,F,CREAC'HCADEC,Marie-Annick,DVD,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,25,PLEYBEN,6642,3078,3564,105,3459,M,GRUAT,Jean-Victor,COM,185,F,LE BOULCH,Marie-France,SOC,1477,M,PALUD,Eric,DVG,249,M,AR GOARNIG,Patrig,VEC,309,M,VIGOUROUX,Jean-Luc,DVD,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,27,PLOUDALMEZEAU,13988,7484,6504,152,6352,F,SCHIMANOVITZ,Régine,PG,240,M,PELLEAU,René,DVG,2039,F,DEVAL,Magali,VEC,656,M,L'HOSTIS,René,REG,351,M,COROLLEUR,Antoine,DVD,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,29,PLOUESCAT,7123,3776,3347,148,3199,F,GUITTET,Chantal,SOC,707,M,MONNOYER,Paol,REG,199,M,JULIAN,Yvon,M-NC,211,M,BERNARD,Gildas,DVD,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,31,PLOUZÉVÉDÉ,7595,3899,3696,109,3587,M,MEAR,André,DVG,1233,F,GUIZIEN,Dominique,VEC,347,M,DANIELOU,Gérard,UMP,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FINISTERE,33,PONT-CROIX,14249,7188,7061,149,6912,F,DONVAL,Jacqueline,SOC,2045,M,LARFAOUI,Camille,DVG,382,F,MAICHE,Paule,VEC,481,M,VAILLANT,Yves,REG,175,F,KERSAUDY,Nadine,M-NC,1493,M,GUILLON,Didier,UMP,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
