Code département,Département,Code canton,Canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,Sexe 01,Nom 01,Prenom 01,Nuance 01,Voix 01,Sexe2,Nom2,Prénom2,Nuance2,Voix2,Sexe3,Nom3,Prénom3,Nuance3,Voix3,Sexe4,Nom4,Prénom4,Nuance4,Voix4,Sexe5,Nom5,Prénom5,Nuance5,Voix5,Sexe6,Nom6,Prénom6,Nuance6,Voix6,Sexe7,Nom7,Prénom7,Nuance7,Voix7,Sexe8,Nom8,Prénom8,Nuance8,Voix8,Sexe9,Nom9,Prénom9,Nuance9,Voix9,Sexe10,Nom10,Prénom10,Nuance10,Voix10,Sexe11,Nom11,Prénom11,Nuance11,Voix11,Sexe12,Nom12,Prénom12,Nuance12,Voix12,Sexe13,Nom13,Prénom13,Nuance13,Voix13
73,SAVOIE,30,ALBERTVILLE-SUD,12822,7879,4943,130,4813,M,COLLIARD,Fabrice,EXG,93,M,PERRIER,Philippe,COM,721,M,LOUBET,Pierre,SOC,1292,F,LEGER,Claudie,VEC,588,F,BUSILLET,Béatrice,AUT,728,M,MARCAIS,Alain,MODM,189,M,GARCIN,Jean-Marie,FN,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,31,CHAMBÉRY-SUD-OUEST,9699,6274,3425,115,3310,F,FONTAINE,Emeline,EXG,105,F,ROUXIN,Marianne,COM,356,F,BONFILS,Colette,DVG,1166,M,CARACO,Alain,VEC,677,M,PENDOLA,Patrick,AUT,160,F,TOWNLEY,Corinne,UMP,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,32,AIX-LES-BAINS-NORD-GRÉSY,12018,7087,4931,97,4834,M,HERBIN,Pierre,EXG,74,M,DEL RIO ,Yann,COM,189,F,BRUNETTI,Fatiha,SOC,790,M,TROUILLET,Michel,VEC,757,M,CLERC,Robert,DVD,1984,M,COLLADO,Gérard,FN,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,33,LA RAVOIRE,15217,8977,6240,171,6069,F,BAABAA,Ana,COM,422,M,GARDETTE,Robert,SOC,1466,M,RAYE,Gilles,VEC,1053,M,POLLIER,Jean,AUT,658,M,LEOUTRE,Jean-Marc,DVD,1651,M,DUBONNET,David,DVD,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,SAVOIE,35,AIX-LES-BAINS-SUD,12969,7924,5045,127,4918,F,ANDREYS,Brigitte,COM,254,M,SARZIER,Jean-Louis,DVG,1356,M,MOREL,Philippe,VEC,794,F,CASANOVA,Corinne,AUT,442,F,COCHET,Sylvie,UMP,1168,M,ROSSET,Jean,FN,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,1,ABONDANCE,3986,1531,2455,41,2414,M,RENARD,Philippe,EXG,122,M,RUBIN,Nicolas,UMP,834,M,BLANC,Jean-François,DVD,451,M,BEL,Pascal,DVD,823,M,AINOUX,Sébastien,FN,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,2,ALBY-SUR-CHÉRAN,8748,4593,4155,176,3979,M,DAGAND,Jean-Pierre,EXG,228,M,MARTIN,Jean-Claude,DVG,1239,M,JUILLET,Bernard,VEC,728,M,BAUQUIS,Alain,M,960,M,LAPERROUSAZ,Jean-Paul,DVD,303,F,MERKEL,Mireille,FN,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,3,ANNECY-CENTRE,11043,7385,3658,71,3587,M,COLLOMB,Christian,COM,198,M,DUPERTHUY,Denis,SOC,551,M,ASTORG,François,VEC,725,M,RIGAUT,Jean-Luc,M-NC,1473,F,FAVRE,Marie,FN,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,5,ANNEMASSE-NORD,22201,15208,6993,116,6877,M,RICHARD,Daniel,COM,268,M,GUERINI,Patrick,SOC,1144,M,BOUCHAUD,Michel,VEC,1034,M,BARDET,Raymond,M,3006,M,TOURNIER-COLLETTA,Frédéric,FN,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,10,CLUSES,14254,8931,5323,82,5241,F,GUILLAUME,Virginie,SOC,326,M,GALLAY,Pierre,DVG,391,M,MAROUZE,Olivier,VEC,685,M,DUPRAZ,Jo,REG,81,M,MIVEL,Jean-Louis,M,1510,M,TAVERNIER,Jean-Claude,UMP,785,M,MARTIN,Dominique,FN,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,12,DOUVAINE,16468,10373,6095,106,5989,F,GRECO,Noëlle,COM,243,M,GIL,Jean-Erick,SOC,415,M,FAVRE,Alain,VEC,785,M,GONTHIER,Jean-Paul,MODM,485,M,HAUTEVILLE,Marcel,M,593,M,BARRAS,Olivier,UMP,1201,M,FAVRE,Jean-Pierre,DVD,499,M,NEURY,Jean,DVD,974,F,PETIT,Marie,FN,794,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,14,FAVERGES,10213,5509,4704,94,4610,M,HEREITANI,Akram,COM,165,M,CHAFFAROD,Luc,SOC,804,M,LOGE,Michel,VEC,694,M,LACOSTAZ,Claude,REG,137,M,LOSSERAND,Pierre,UMP,2126,M,PUISAIS,Bernard,FN,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,15,FRANGY,5662,2828,2834,25,2809,F,SORIN,Isabelle,EXG,75,M,ROUSSEAU,Fabien,SOC,180,M,ESCALE,Michel,VEC,252,M,RABATEL,Vincent,M,1288,M,CHAMOSSET,Alain,DVD,329,M,GAUTHIER,Alain,DVD,383,F,BARDOUX,Anne,FN,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,16,REIGNIER,12739,7274,5465,76,5389,M,MAGLIOCCO,Guy,COM,241,M,SONNERAT,Maurice,DVG,1573,M,FOREL,Bruno,DVG,1141,M,CHENEAU,Denis,VEC,719,M,DELIEUTRAZ,Laurent,UMP,959,M,GIMENEZ,Franck,FN,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,17,LA-ROCHE-SUR-FORON,15407,7812,7595,661,6934,F,RAMOS,Yvette,SOC,605,F,RUBIN,Chantal,DVG,399,M,SAILLET,Gilbert,VEC,864,M,ARCADE,Jean-Luc,UMP,1325,M,DUVERNAY,Denis,DVD,2722,M,BARTHEYE,Christian,FN,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,19,SAINT-GERVAIS-LES-BAINS,13237,7473,5764,93,5671,M,NARDI,Laurent,COM,535,M,ROGER,Alain,SOC,450,M,DUBY,Michel,DVG,407,M,BOSSON,Hervé,VEC,473,M,ROSSET,Gilles,REG,100,M,PEILLEX,Jean-Marc,M,2200,M,PETIT-JEAN,Gilles,M,988,M,WASIELEWSKI,Stephan,FN,518,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,20,SAINT-JEOIRE,7782,4228,3554,82,3472,M,MOCCOZET,Laurent,VEC,856,M,PITTET,Serge,UMP,2030,F,DARDENNE,Catherine,FN,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,21,SAINT-JULIEN-EN-GENEVOIS,21052,13431,7621,95,7526,M,MARGUERETTAZ,Patrick,COM,267,F,CAMILLERI,Sylvie,SOC,787,M,BARBIER,Claude,VEC,1235,M,VIELLIARD,Antoine,MODM,1480,M,ETALLAZ,Georges,M,1883,M,JOUVENOZ,Bernard,UMP,922,M,CORTES,Cyril,FN,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,23,SAMOËNS,3684,1633,2051,43,2008,M,MATRAS,Lionel,EXG,24,M,BOULOGNE,Alain,VEC,339,M,MOGENET,François,M,851,M,GRANDCOLLOT,Jean-Jacques,DVD,617,M,ROCH,Michel,FN,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,29,ANNECY-NORD-OUEST,31931,19971,11960,210,11750,M,METRAL-BOFFOD,Philippe,EXG,374,F,ANSELME,Annie,COM,325,M,JEANTET,Christian,SOC,4030,F,COLLINET,Annie,VEC,1678,M,CARBONNEL,François-Eric,UMP,3014,M,MILANO,Frédéric,FN,2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,30,ANNECY-LE-VIEUX,30486,18468,12018,233,11785,M,PASQUIER,Jean-Jacques,SOC,1927,F,TOULERON,Sylvie,DVG,538,M,LITTOZ-BARITEL,Stéphane,VEC,2368,M,DE MENTHON,Antoine,UMP,5029,M,ADOBATI,André,FN,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,HAUTE SAVOIE,34,THONON-LES-BAINS-OUEST,24915,15919,8996,211,8785,F,MOCELLIN,Christine,COM,644,M,CONSTANTIN,Georges,SOC,1946,M,BURNET,Jean-Pierre,VEC,1090,M,JACQUIER,Jean,REG,270,M,HEINIS,Emmanuel,MODM,637,M,DENAIS,Jean,M,2738,M,CHEVALLAY,Patrick,FN,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,2,AUMALE,5331,2400,2931,78,2853,M,LECLERC,Edouard,COM,66,M,MORELLE,Franck,DVG,504,M,AUGER,Jérôme,DVG,186,M,MILON,Joël,DVG,293,F,LUCOT-AVRIL,Virginie,UMP,1386,M,MALMAISON,Joël,FN,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,3,BACQUEVILLE-EN-CAUX,8690,4055,4635,124,4511,F,MASSON,Pauline,COM,270,M,PHILIPPE,Jean-Paul,SOC,1048,F,LEFORESTIER,Laure,VEC,330,M,HAUGUEL,Martial,DVD,2023,M,LEFORESTIER,Jean-Michel,DVD,231,M,DELAHAYE,François,FN,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,4,BELLENCOMBRE,5664,2864,2800,93,2707,M,GOUPIL,Vincent,COM,133,M,CHOMANT,Jean,DVG,650,M,LEFEBURE,Stéphane,VEC,177,M,BERTRAND,Nicolas,UMP,780,M,VADECARD,Jérôme,DVD,524,M,RAHAULT,Guy,FN,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,5,BLANGY-SUR-BRESLE,7962,3442,4520,145,4375,M,DRUINE,François,COM,237,F,LE VERN,Marie,SOC,1887,F,MOINET,Véronique,VEC,179,M,QUENOT,Jean-Claude,DVD,1251,F,ARGENTIN,Patricia,FN,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,9,CANY-BARVILLE,7115,3056,4059,106,3953,M,PLESSIS,Hervé,COM,148,M,THUNE,Bruno,SOC,1182,M,BENMERAH,Robert,RDG,257,M,LAMARRE,Dominique,VEC,130,M,STALIN,Jérôme,AUT,271,M,CARPENTIER,Raymond,UMP,151,M,VIMONT,Pierre-Luc,DVD,833,F,HOUZARD,Sylvie,DVD,601,F,POULE,Sylvaine,FN,380,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,12,CRIQUETOT-L'ESNEVAL,11929,5519,6410,140,6270,M,LEROY,Louis,COM,259,M,AUBER,François,DVG,1349,M,LEPILEUR,Hervé,DVG,1117,F,DEBRIS,Régine,VEC,316,F,COUFOURIER,Clarisse,M-NC,238,M,HOUSSAYE,Bernard,DVD,561,M,BUCOURT,Patrick,DVD,154,M,LEFRANCOIS,Bertrand,DVD,1554,M,MEINERAD,Luc,FN,722,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,13,DARNÉTAL,19599,10883,8716,178,8538,M,DEMISELLE,Olivier,COM,540,M,PHILIPPE,Jacques-Antoine,SOC,2955,M,MAY,Patrick,DVG,174,F,CHALIN,Marie,VEC,1038,M,TERREUX,Bertrand,M-NC,1076,F,PREVOST,Michèle,DVD,1010,F,LALANNE DE HAUT,Elizabeth,FN,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,14,DIEPPE-EST,13797,7331,6466,135,6331,M,LEFEBVRE,François,COM,1495,F,HUREL,Sandrine,SOC,2467,M,WEISZ,Frédéric,VEC,431,M,DULIERE,Thierry,UMP,1021,M,BLASSIEAUX,Thierry,FN,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,16,DUCLAIR,19514,10120,9394,256,9138,M,ANDRIEU,Jérôme,COM,773,F,CANU,Pierrette,SOC,3333,F,LUTZ,Claire,VEC,720,M,PONTY,Dominique,M-NC,648,M,DUPONT,Jean,M-NC,470,M,DELALANDRE,Jean,UMP,1416,M,AVENEL,Hubert,FN,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,20,FAUVILLE-EN-CAUX,6385,2742,3643,75,3568,M,GODEFROY,Laurent,COM,186,M,MAYER,Jean-François,DVG,1775,F,NEVEU,Michelle,VEC,172,M,LEMESLE,Jean-François,DVD,762,M,BLOND,Eric,DVD,281,F,PACKERT,Patricia,FN,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,21,FÉCAMP,21400,11957,9443,169,9274,M,LOUISET,Jacques,COM,344,M,JEANNE,Patrick,SOC,4112,M,PLANTAZ,Alain,VEC,678,M,ROUSSEL,David,UMP,1106,M,CROCHEMORE,Jean-Marie,DVD,1776,M,LALANNE DE HAUT,Jean-Claude,FN,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,22,FONTAINE-LE-DUN,3770,1518,2252,55,2197,M,BESENWALD,Stéphane,COM,80,F,CHAUVEL,Dominique,SOC,1302,M,FERMENT,Jean-Marie,UMP,553,F,FOREST,Monique,FN,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,26,GRAND-COURONNE,20469,11255,9214,235,8979,M,DUPRAY,Patrice,COM,2161,M,RANDON,Dominique,SOC,3423,M,CORMAND,David,VEC,717,M,PAUTRAT,Francis,UMP,756,M,BAY,Nicolas,FN,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,30,LE HAVRE-3,15097,10203,4894,169,4725,F,LAHOUSSAINE,Nadine,COM,1033,M,HEUZE,Gérard,SOC,1252,M,DECK,Alexis,VEC,399,M,GRASSET,Samuel,M-NC,108,M,TASSERIE,Sébastien,UMP,860,M,FOUCHE-SAILLENFEST,Philippe,FN,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,31,LE HAVRE-4,10059,6788,3271,88,3183,M,SCEAUX,Jean-Pierre,COM,318,M,BERTRAND,Yves,RDG,699,M,COLETTA,Michel,VEC,487,M,AVENEL,Thomas,ECO,35,F,VALETOUX,Francine,M-NC,120,F,FIRMIN LE BODO,Agnès,UMP,1108,M,METAYER-ROBBES,Jean-Yves,DVD,28,F,DELAHAIS,Laure,FN,388,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,33,LILLEBONNE,20936,11986,8950,183,8767,M,MARTINEZ,Gilbert,EXG,111,F,LECOURTOIS,Marie-Odile,COM,519,M,BEAUSSART,Nicolas,SOC,2397,M,DHAILLE,Paul,RDG,1048,M,SZALEK,Pascal,VEC,630,M,EL JORDI,Mansour,AUT,55,M,LEROUX,Philippe,DVD,2610,F,INNEMER,Françoise,FN,1397,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,34,LONDINIÈRES,3941,1736,2205,85,2120,M,FOUQUET,Michel,DVG,1501,M,DUBUS,Fabrice,UMP,217,F,GRASSO,Arlette,FN,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,35,LONGUEVILLE-SUR-SCIE,6065,2804,3261,107,3154,M,MARCHAND,Didier,COM,163,M,BOULANGER,Serge,SOC,1503,F,ROUSSEL,Annette,VEC,202,F,COTTEREAU,Chantal,DVD,768,F,DELAISTRE,Josette,FN,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,36,MAROMME,16564,9515,7049,150,6899,M,PROUHET,Frank,EXG,194,M,LECOEUR,Boris,COM,949,M,LAMIRAY,David,SOC,3492,M,LEVILLAIN,Gérard,VEC,504,F,HENRI,Sandrine,DVD,545,M,TABESSE,David,FN,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,38,NEUFCHÂTEL-EN-BRAY,8982,3808,5174,94,5080,F,CORROYER,Anne-Marie,COM,159,M,MINEL,Dany,DVG,2903,F,PESQUE,Jocelyne,VEC,160,M,LAMULLE,Willy,UMP,982,M,RENAUDIN,Serge,DVD,311,M,GREZ,Philippe,FN,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,40,OURVILLE-EN-CAUX,3552,1591,1961,43,1918,M,PIQUENOT,Jérôme,COM,86,F,GOUJON,Charlotte,SOC,382,M,PESQUET,Yvon,DVD,1203,M,HUE,Vincent,FN,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,41,PAVILLY,22756,12537,10219,292,9927,F,BLONDEL,Anne-Marie,COM,734,M,MARCHAL,Pascal,SOC,4654,M,NIVIERE,Thibault,VEC,1022,F,KARMERE-LOISEL,Valérie,UMP,1440,M,HOUSSIN,Timothée,FN,2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,45,ROUEN-4,5747,3354,2393,61,2332,M,CALIPPE,Gabriel,EXG,32,M,MARIN,José,EXG,70,F,GOUPIL,Carine,COM,274,F,DUTARTE,Caroline,SOC,744,F,LESCONNEC,Françoise,VEC,337,M,MENGUY,Edgar,UMP,499,M,LEMACON,Patrick,FN,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,46,ROUEN-5,7595,4647,2948,48,2900,M,VIGIER,Hugues,COM,169,F,RAMBAUD,Christine,SOC,808,F,FAUCHARD,Martine,VEC,391,M,GRENOT,Cyrille,M-NC,479,M,BURES,Jean-François,UMP,584,M,DE BAILLIENCOURT,Hubert,DVD,43,M,PUPIN,Michel,FN,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,47,ROUEN-6,12087,7588,4499,88,4411,F,KLEIN,Hélène,COM,449,M,DIALLO,Mamadou,SOC,1511,M,MARTOT,Stéphane,VEC,660,F,PLOUCHARD,Isabelle,ECO,26,F,DE KERGAL,Laurence,M-NC,247,M,CHOMANT,Christophe,M-NC,103,M,BENBIA,Salah,UMP,514,F,BRIERE,Brigitte,DVD,87,M,PALUTEAU,Bruno,FN,814,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,50,SAINT-VALÉRY-EN-CAUX,7310,3822,3488,106,3382,M,HONEL,Pascal,COM,264,M,HELOURY,Jacky,SOC,1619,M,LEPREUX,Alain,DVD,975,M,LEGIER,Thierry,FN,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,52,TÔTES,9404,4521,4883,135,4748,F,MOREAU,Christine,COM,288,F,BELLANGER,Noëlla,SOC,1634,F,FURON-BATAILLE,Chantal,DVD,1948,F,POINDEFER,Muriel,FN,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,53,VALMONT,8499,4115,4384,92,4292,F,CUVILLIER,Monique,EXG,159,M,CASSIUS,Gaspard,COM,96,M,RAFFIER,Michel,SOC,1154,M,VELTY,Didier,VEC,267,M,BAZILLE,Alain,DVD,1968,M,GAILLARD,Clovis,FN,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,59,LE HAVRE-9,12735,9052,3683,105,3578,M,AURIGNY,Georges,EXG,35,M,BARRIER,Michel,COM,930,M,BRASSE,Matthieu,SOC,916,F,MOCQUARD,Catherine,VEC,194,F,PERRET,Nathalie,ECO,15,M,NZUE EDZANG,Wilfried,AUT,41,F,RETOUT,Josèphe,M-NC,615,F,HUE,Karine,FN,832,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,63,GONFREVILLE-L'ORCHER,13776,7886,5890,129,5761,M,GUEGAN,François,COM,3077,F,EL HAITE,Najwa,SOC,730,F,DROGOU,Annie,VEC,307,M,HERANVAL,Jean-Pierre,UMP,487,F,REY,Claude,FN,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,65,MONT-SAINT-AIGNAN,20525,11940,8585,136,8449,F,GEST,Martine,COM,488,M,LEAUTEY,Pierre,SOC,2992,F,TALEB-TRANCHARD,Stéphanie,VEC,1254,F,FLAVIGNY,Catherine,UMP,2494,M,GAILLARD,Jean-Claude,FN,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,68,ROUEN-7,7170,4179,2991,65,2926,F,LOUVET,Amélie,COM,207,M,DELESQUE,Ludovic,SOC,1027,M,BEREGOVOY,Jean-Michel,VEC,619,M,MANNIG,Gérard,ECO,27,M,MBONGO OYI,Alain,M-NC,68,M,DEVAUX,Bruno,UMP,555,M,ALLAIN,Guy,FN,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,69,SAINT-ETIENNE-DU-ROUVRAY,14787,8307,6480,106,6374,M,PETIT,Olivier,EXG,123,M,WULFRANC,Hubert,COM,3675,M,FONTAINE,David,SOC,731,M,K'HILI,Jaeoad,VEC,380,M,RENOULT,Philippe,ECO,21,M,CHAMPALBERT,Michel,UMP,386,M,GAILLARD,Jacques,FN,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,SEINE MARITIME,70,SOTTEVILLE-LÈS-ROUEN-OUEST,13804,8229,5575,295,5280,M,HEBERT,Benoit,EXG,640,F,CHRISTOL,Véronique,COM,572,F,PANE,Luce,SOC,2926,M,BARELLE,Romain,FN,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,5,LE-CHÂTELET-EN-BRIE,10888,6164,4724,115,4609,F,BREUIL,Sylvie,COM,407,M,DEY,Jean,VEC,1936,M,DUCELIER,André,DVD,1221,M,BOUCLY,Gilbert,FN,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,12,LA-FERTÉ-SOUS-JOUARRE,17633,10310,7323,146,7177,F,DESBIENDRAS,Paola,EXG,62,M,BIMBI,Eric,PG,486,F,RICHARD,Marie,SOC,1838,M,CLUZEAU,Philippe,VEC,785,M,GOULLIEUX,Pierre,UMP,1460,F,CHARLIER,Joëlle,DVD,604,F,BAYLE,Véronique,FN,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,14,LAGNY-SUR-MARNE,19288,11813,7475,104,7371,M,COULAMY,Christophe,PG,544,M,DEGREMONT,Philippe,SOC,1394,M,PARODI,Antoine,VEC,626,F,TORTRAT,Nathalie,ECO,371,M,PAGNY,Patrice,AUT,1397,M,VOURIOT,Sinclair,DVD,1702,M,MARQUETTE,Jean,FN,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,15,LIZY-SUR-OURCQ,10895,5823,5072,137,4935,M,ELU,Francis,SOC,1793,M,PIEQUET,Jean-Christophe,UMP,1755,F,NICOLAI,Béatrice,FN,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,17,MEAUX-NORD,24789,15412,9377,230,9147,F,AGU-CHERIKI,Sylvie,EXG,137,M,MAVRE,Patrick,PG,664,M,CHOMONT,Gérard,SOC,2021,F,PINET,Caroline,VEC,792,M,PENNACCHIONI,Dominique,ECO,214,M,MORIN,Olivier,UMP,3262,F,ARNAUTU,Marie-Christine,FN,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,19,MELUN-SUD,11779,7033,4746,90,4656,M,GUYARD,Thomas,COM,279,F,ENJALBERT,Sabine,SOC,875,M,BLOUCH,Pierre-Yves,VEC,489,F,LUQUET,Aude,MODM,227,M,JULLEMIER,Denis,UMP,1113,M,YVROUD,Pierre,DVD,725,F,LECOMTE,Nadine,FN,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,20,MONTEREAU-FAULT-YONNE,20274,12155,8119,334,7785,M,AUCOUTURIER,Alain,EXG,214,M,CHOMET,Jean-Louis,COM,692,M,AIELLO,Léo,SOC,2642,M,ALBOUY,Jean-Marie,UMP,2632,M,CAILLABOUX,Robert,FN,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,21,MORET-SUR-LOING,24256,14014,10242,190,10052,F,SABINO,Mathilde,COM,549,M,BENARD,Michel,SOC,2802,F,DE LA FUENTE,Rose,VEC,999,M,SEPTIERS,Patrick,MODM,2014,M,CHERON,James,UMP,1570,M,BENARD,Alain,DVD,459,F,DELHAYE,Chantal,FN,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,22,MORMANT,15454,9451,6003,161,5842,F,MUZETTE,Solange,COM,493,M,CIBIER,Christian,SOC,2132,M,MAGNE,Michel,UMP,1482,M,BRUNEAU,Alain,FN,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,24,NEMOURS,20074,11914,8160,185,7975,M,CURIE,Jean-Pierre,EXG,170,F,MARONI,Marie-José,COM,537,M,JAMET,Claude,DVG,2785,M,RODIER,Bernard,UMP,3008,M,CHOQUET,Jean-Luc,FN,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,25,PROVINS,13301,7895,5406,101,5305,M,VANKEIRSBILCK,Michel,COM,241,M,CAPARROY,Bertrand,SOC,1978,F,PIEGAY,Amélie,VEC,351,M,SOTTIEZ,Jean-Patrick,UMP,1443,M,LAURENT,Julien,FN,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,26,REBAIS,9381,5342,4039,66,3973,F,LEPETIT,Marie-Françoise,COM,206,F,FIRMIN,Célia,SOC,623,M,DOERLER,Pierre,VEC,484,F,CHAIN-LARCHE,Anne,UMP,1747,M,ABERLEN,Pascal,FN,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SEINE ET MARNE,27,ROZAY-EN-BRIE,16742,9997,6745,169,6576,M,SENOTIER,Michel,EXG,421,F,MARCHAND,Martine,COM,800,M,LACHAIZE,Jonathan,VEC,938,M,BARBAUX,Jean-Jacques,UMP,2655,M,ABERLEN,Stéphane,FN,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
