Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,5,89183,46994,45445,1549,"52,69",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",28194,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",10794,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,6457,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,6,78713,37860,36798,1062,"48,1",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21865,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",9375,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,5558,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,7,57428,26924,26184,740,"46,88",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",13385,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",10033,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,2766,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,8,50613,19672,19001,671,"38,87",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",12015,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",4176,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,2810,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,9,85449,45224,43351,1873,"52,93",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",23258,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14335,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,5758,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,10,85922,47411,45673,1738,"55,18",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",24761,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15055,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,5857,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,11,75466,40519,38924,1595,"53,69",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",22182,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",11697,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,5045,,,,,
23,HAUTE-NORMANDIE,76,SEINE-MARITIME,12,73572,40803,39114,1689,"55,46",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",20079,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",12961,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,6074,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,1,88562,39444,37373,2071,"44,54",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21568,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15805,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,2,76986,36961,34838,2123,"48,01",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17619,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",17219,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,3,76435,36364,34203,2161,"47,58",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19122,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15081,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,4,82454,38561,35827,2734,"46,77",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",18271,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",17556,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,5,94257,42179,39608,2571,"44,75",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",20951,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",18657,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,6,80912,35764,33758,2006,"44,2",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",18661,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15097,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,7,89325,38748,36727,2021,"43,38",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21186,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15541,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,8,114393,48032,45778,2254,"41,99",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",27713,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",18065,,,,,,,,,,
11,ILE-DE-FRANCE,77,SEINE-ET-MARNE,9,109182,46749,43976,2773,"42,82",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",25744,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",18232,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,1,92249,47972,45970,2002,52,SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21480,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",24490,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,2,77024,40660,38893,1767,"52,79",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",18168,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",20725,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,3,70143,35507,34137,1370,"50,62",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",12322,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",21815,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,4,76079,38089,36500,1589,"50,07",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",16983,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",19517,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,5,71468,34236,32771,1465,"47,9",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",14953,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",17818,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,6,61419,28872,27718,1154,"47,01",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",11996,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15722,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,7,76606,36830,35127,1703,"48,08",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19997,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15130,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,8,68573,29025,27366,1659,"42,33",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",16092,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",11274,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,9,86725,40065,37802,2263,"46,2",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19290,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",18512,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,10,101858,53622,51116,2506,"52,64",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",26020,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",25096,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,11,58534,26285,25128,1157,"44,91",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",15526,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",9602,,,,,,,,,,
11,ILE-DE-FRANCE,78,YVELINES,12,72276,34471,33051,1420,"47,69",SOC-autreG,JEAN-PAUL,HUCHON,"HUCHON 2010 - LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR L'ILE-DE-FRANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17639,UMP,VALERIE,PECRESSE,"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, DEBOUT LA REPUBLIQUE, CNI, CPNT)",15412,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,1,64007,33272,31412,1860,"51,98",SOC-autreG,SEGOLENE,ROYAL,"POITOU-CHARENTES, UNE ENERGIE D'AVANCE : L'ECOLOGIE, LES EMPLOIS, LA JUSTICE SOCIALE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",21351,UMP,DOMINIQUE,BUSSEREAU,"AVEC DOMINIQUE BUSSEREAU POITOU-CHARENTES, C'EST VOUS !  (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",10061,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,2,73266,41110,38890,2220,"56,11",SOC-autreG,SEGOLENE,ROYAL,"POITOU-CHARENTES, UNE ENERGIE D'AVANCE : L'ECOLOGIE, LES EMPLOIS, LA JUSTICE SOCIALE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",25931,UMP,DOMINIQUE,BUSSEREAU,"AVEC DOMINIQUE BUSSEREAU POITOU-CHARENTES, C'EST VOUS !  (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",12959,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,3,60927,34254,32259,1995,"56,22",SOC-autreG,SEGOLENE,ROYAL,"POITOU-CHARENTES, UNE ENERGIE D'AVANCE : L'ECOLOGIE, LES EMPLOIS, LA JUSTICE SOCIALE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",18315,UMP,DOMINIQUE,BUSSEREAU,"AVEC DOMINIQUE BUSSEREAU POITOU-CHARENTES, C'EST VOUS !  (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",13944,,,,,,,,,,
54,POITOU-CHARENTES,79,DEUX-SEVRES,4,69570,36556,34496,2060,"52,55",SOC-autreG,SEGOLENE,ROYAL,"POITOU-CHARENTES, UNE ENERGIE D'AVANCE : L'ECOLOGIE, LES EMPLOIS, LA JUSTICE SOCIALE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",19504,UMP,DOMINIQUE,BUSSEREAU,"AVEC DOMINIQUE BUSSEREAU POITOU-CHARENTES, C'EST VOUS !  (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14992,,,,,,,,,,
22,PICARDIE,80,SOMME,1,58761,28456,26855,1601,"48,43",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",15230,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",6830,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,4795,,,,,
22,PICARDIE,80,SOMME,2,62723,32944,31527,1417,"52,52",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",15452,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",12026,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,4049,,,,,
22,PICARDIE,80,SOMME,3,68265,39580,36484,3096,"57,98",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",18383,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11369,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,6732,,,,,
22,PICARDIE,80,SOMME,4,73511,39758,37171,2587,"54,08",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",17986,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11813,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,7372,,,,,
22,PICARDIE,80,SOMME,5,65662,35695,33815,1880,"54,36",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",16526,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",10521,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,6768,,,,,
22,PICARDIE,80,SOMME,6,78986,43919,41566,2353,"55,6",SOC-autreG,CLAUDE,GEWERC,"AVEC LA GAUCHE ET LES ECOLOGISTES RASSEMBLES POUR LA PICARDIE LISTE PRESENTEE PAR LE PARTI SOCIALISTE, EUROPE ECOLOGIE, INITIATIVE DEMOCRATIQUE DE GAUCHE, LE MOUVEMENT REPUBLICAIN ET CITOYEN, LE MOUVEMENT UNITAIRE ET PROGRESSISTE ET LE PARTI RADICAL DE  (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE)",20266,UMP,CAROLINE,CAYEUX,"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",13456,FN,MICHEL,GUINIOT,LISTE FRONT NATIONAL POUR LA PICARDIE ET LE PEUPLE FRANCAIS ! CONDUITE PAR MICHEL GUINIOT,7844,,,,,
