Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4
82,RHONE-ALPES,26,DROME,4,86549,45039,43317,1722,"52,04",SOC-autreG,JEAN-JACK,QUEYRANNE,"LISTE DE RASSEMBLEMENT DE LA GAUCHE ET DES ECOLOGISTES (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",21450,UMP,FRANCOISE,GROSSETETE,"AUJOURD'HUI ET DEMAIN, ENSEMBLE POUR RHONE-ALPES. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",14117,FN,BRUNO,GOLLNISCH,FRONT NATIONAL POUR RHONE-ALPES ET NOS PROVINCES,7750,,,,,
23,HAUTE-NORMANDIE,27,EURE,1,83373,40710,39182,1528,"48,83",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",17351,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15341,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,6490,,,,,
23,HAUTE-NORMANDIE,27,EURE,2,75381,38807,37274,1533,"51,48",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",18571,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",12988,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,5715,,,,,
23,HAUTE-NORMANDIE,27,EURE,3,79365,42151,40253,1898,"53,11",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19598,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14591,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,6064,,,,,
23,HAUTE-NORMANDIE,27,EURE,4,84661,42546,40837,1709,"50,25",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",22461,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",11668,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,6708,,,,,
23,HAUTE-NORMANDIE,27,EURE,5,86512,43205,41594,1611,"49,94",SOC-autreG,ALAIN,LE VERN,"LA GAUCHE ET LES ECOLOGISTES RASSEMBLES AVEC ALAIN LE VERN J'AIME MA REGION (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19822,UMP,BRUNO,LE MAIRE,"POUR UNE NOUVELLE NORMANDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14088,FN,NICOLAS,BAY,LISTE FRONT NATIONAL LES FRANCAIS D'ABORD SOUTENUE PAR MARINE LE PEN,7684,,,,,
24,CENTRE,28,EURE-ET-LOIR,1,85651,42593,41035,1558,"49,73",SOC-COM-autreG,FRANCOIS,BONNEAU,"ENSEMBLE POUR LA REGION CENTRE (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE, FRONT DE GAUCHE)",20011,UMP,HERVE,NOVELLI,"HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15835,FN,PHILIPPE,LOISEAU,FRONT NATIONAL - LES FRANCAIS D'ABORD,5189,,,,,
24,CENTRE,28,EURE-ET-LOIR,2,70350,32167,30871,1296,"45,72",SOC-COM-autreG,FRANCOIS,BONNEAU,"ENSEMBLE POUR LA REGION CENTRE (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE, FRONT DE GAUCHE)",13839,UMP,HERVE,NOVELLI,"HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",11493,FN,PHILIPPE,LOISEAU,FRONT NATIONAL - LES FRANCAIS D'ABORD,5539,,,,,
24,CENTRE,28,EURE-ET-LOIR,3,70846,35906,34245,1661,"50,68",SOC-COM-autreG,FRANCOIS,BONNEAU,"ENSEMBLE POUR LA REGION CENTRE (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE, FRONT DE GAUCHE)",15995,UMP,HERVE,NOVELLI,"HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",12698,FN,PHILIPPE,LOISEAU,FRONT NATIONAL - LES FRANCAIS D'ABORD,5552,,,,,
24,CENTRE,28,EURE-ET-LOIR,4,67103,35927,34098,1829,"53,54",SOC-COM-autreG,FRANCOIS,BONNEAU,"ENSEMBLE POUR LA REGION CENTRE (TETE DE LISTE PS, LISTE PS, PC, MRC, EUROPE ECOLOGIE, FRONT DE GAUCHE)",13804,UMP,HERVE,NOVELLI,"HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14950,FN,PHILIPPE,LOISEAU,FRONT NATIONAL - LES FRANCAIS D'ABORD,5344,,,,,
53,BRETAGNE,29,FINISTERE,1,84042,46498,45014,1484,"55,33",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",23008,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,7677,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14329,,,,,
53,BRETAGNE,29,FINISTERE,2,69692,33168,32268,900,"47,59",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",17015,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,5448,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",9805,,,,,
53,BRETAGNE,29,FINISTERE,3,92829,46355,44929,1426,"49,94",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",22632,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,7152,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15145,,,,,
53,BRETAGNE,29,FINISTERE,4,81496,44789,43439,1350,"54,96",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",22872,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,6710,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",13857,,,,,
53,BRETAGNE,29,FINISTERE,5,89192,47083,45755,1328,"52,79",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",22319,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,6767,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",16669,,,,,
53,BRETAGNE,29,FINISTERE,6,88787,49551,47854,1697,"55,81",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",24394,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,7956,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15504,,,,,
53,BRETAGNE,29,FINISTERE,7,79608,43369,41795,1574,"54,48",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",21259,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,6880,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",13656,,,,,
53,BRETAGNE,29,FINISTERE,8,83135,44633,43054,1579,"53,69",SOC-COM-autreG,JEAN-YVES,LE DRIAN,"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, MRC, DIVERS GAUCHE)",23028,ECO,GUY,HASCOET,EUROPE ECOLOGIE BRETAGNE,7478,UMP,BERNADETTE,MALGORN,"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",12548,,,,,
91,LANGUEDOC-ROUSSILLON,30,GARD,1,81334,38177,35942,2235,"46,94",DVG,GEORGES,FRECHE,"TOUS POUR LE LANGUEDOC-ROUSSILLON AVEC GEORGES FRECHE (TETE DE LISTE EX PS, LISTE EX PS, PRG, MDC ET PNT)",16803,UMP,RAYMOND,COUDERC,"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",11017,FN,FRANCE,JAMET,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,8122,,,,,
91,LANGUEDOC-ROUSSILLON,30,GARD,2,117441,59401,56153,3248,"50,58",DVG,GEORGES,FRECHE,"TOUS POUR LE LANGUEDOC-ROUSSILLON AVEC GEORGES FRECHE (TETE DE LISTE EX PS, LISTE EX PS, PRG, MDC ET PNT)",26038,UMP,RAYMOND,COUDERC,"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",14826,FN,FRANCE,JAMET,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,15289,,,,,
91,LANGUEDOC-ROUSSILLON,30,GARD,3,116180,59024,54822,4202,"50,8",DVG,GEORGES,FRECHE,"TOUS POUR LE LANGUEDOC-ROUSSILLON AVEC GEORGES FRECHE (TETE DE LISTE EX PS, LISTE EX PS, PRG, MDC ET PNT)",25588,UMP,RAYMOND,COUDERC,"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",15885,FN,FRANCE,JAMET,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,13349,,,,,
91,LANGUEDOC-ROUSSILLON,30,GARD,4,86749,45464,42487,2977,"52,41",DVG,GEORGES,FRECHE,"TOUS POUR LE LANGUEDOC-ROUSSILLON AVEC GEORGES FRECHE (TETE DE LISTE EX PS, LISTE EX PS, PRG, MDC ET PNT)",23618,UMP,RAYMOND,COUDERC,"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",10088,FN,FRANCE,JAMET,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,8781,,,,,
91,LANGUEDOC-ROUSSILLON,30,GARD,5,95227,51375,47634,3741,"53,95",DVG,GEORGES,FRECHE,"TOUS POUR LE LANGUEDOC-ROUSSILLON AVEC GEORGES FRECHE (TETE DE LISTE EX PS, LISTE EX PS, PRG, MDC ET PNT)",27382,UMP,RAYMOND,COUDERC,"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CPNT)",11175,FN,FRANCE,JAMET,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,9077,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,1,69854,31047,29760,1287,"44,45",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",19691,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",10069,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,2,112325,58614,55602,3012,"52,18",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",36559,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",19043,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,3,86872,45360,43287,2073,"52,21",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",29299,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",13988,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,4,55357,24440,23378,1062,"44,15",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",15857,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",7521,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,5,142160,72266,68570,3696,"50,83",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",48658,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",19912,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,6,134126,66466,63041,3425,"49,55",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",44151,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",18890,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,7,123688,68196,64322,3874,"55,14",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",46038,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",18284,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,8,83187,44695,41566,3129,"53,73",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",30483,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11083,,,,,,,,,,
73,MIDI-PYRENEES,32,GERS,1,72537,41745,39230,2515,"57,55",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",26871,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",12359,,,,,,,,,,
73,MIDI-PYRENEES,32,GERS,2,68621,39079,36660,2419,"56,95",SOC-autreG,MARTIN,MALVY,"POUR VOUS, UNE REGION RASSEMBLEE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, FRONT DE GAUCHE, AUTRE GAUCHE)",23352,UMP,BRIGITTE,BAREGES,"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",13308,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,1,82285,40073,38873,1200,"48,7",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",20070,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),4378,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",14425,,,,,
72,AQUITAINE,33,GIRONDE,2,60337,27595,26825,770,"45,73",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",15390,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),2825,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",8610,,,,,
72,AQUITAINE,33,GIRONDE,3,71333,34759,33488,1271,"48,73",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",22651,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),3986,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",6851,,,,,
72,AQUITAINE,33,GIRONDE,4,83826,38606,37083,1523,"46,05",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",25043,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),4264,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",7776,,,,,
72,AQUITAINE,33,GIRONDE,5,97497,47991,45827,2164,"49,22",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",26842,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),6311,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",12674,,,,,
72,AQUITAINE,33,GIRONDE,6,89617,46720,45230,1490,"52,13",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",28026,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),5516,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11688,,,,,
72,AQUITAINE,33,GIRONDE,7,97229,51938,49888,2050,"53,42",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",32608,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),5665,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",11615,,,,,
72,AQUITAINE,33,GIRONDE,8,121015,63095,60267,2828,"52,14",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",30844,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),7777,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",21646,,,,,
72,AQUITAINE,33,GIRONDE,9,99348,52975,50332,2643,"53,32",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",29833,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),7238,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",13261,,,,,
72,AQUITAINE,33,GIRONDE,10,78318,40650,38677,1973,"51,9",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",21585,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),4915,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",12177,,,,,
72,AQUITAINE,33,GIRONDE,11,84026,41632,39342,2290,"49,55",SOC,ALAIN,ROUSSET,"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, EUROPE ECOLOGIE, MRC, AUTRE GAUCHE, FRONT DE GAUCHE)",23790,MODEM,JEAN,LASSALLE,FORCES AQUITAINE (MODEM),5317,UMP,XAVIER,DARCOS,"POUR LES AQUITAINS, CHANGEONS LA REGION AVEC XAVIER DARCOS. (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",10235,,,,,
