Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Divers gauche,Génération écologie,Verts,UDF/RPR,Divers droite,Front national,Extrême droite,Régionalistes,Catégoriel
91,ESSONNE,182,Courcouronnes,5828,4069,3933,170,146,1030,87,492,315,988,65,640,0,0,0
91,ESSONNE,200,Dourdan,5249,3924,3750,191,246,741,51,352,358,1256,44,511,0,0,0
91,ESSONNE,201,Draveil,17220,11175,10806,499,819,1508,157,1360,938,3628,214,1683,0,0,0
91,ESSONNE,215,Epinay-sous-Sénart,6511,4034,3906,180,287,603,59,428,347,1267,57,678,0,0,0
91,ESSONNE,216,Epinay-sur-Orge,6047,4236,4101,224,266,557,60,528,374,1338,122,632,0,0,0
91,ESSONNE,223,Etampes,11711,7761,7497,265,1779,526,97,561,414,2600,63,1192,0,0,0
91,ESSONNE,228,Evry,40734,26433,25567,1259,1760,5412,320,2810,2023,7404,363,4216,0,0,0
91,ESSONNE,272,Gif-sur-Yvette,13766,9520,9223,492,367,1234,164,1229,759,3921,183,874,0,0,0
91,ESSONNE,286,Grigny,10973,6015,5811,262,1411,679,68,476,496,1230,74,1115,0,0,0
91,ESSONNE,312,Igny,6520,4511,4364,181,503,568,93,565,411,1328,92,623,0,0,0
91,ESSONNE,326,Juvisy-sur-Orge,8036,5409,5256,292,308,899,80,513,407,1839,68,850,0,0,0
91,ESSONNE,692,Les Ulis,10416,7233,6980,560,576,1463,156,936,612,1470,119,1088,0,0,0
91,ESSONNE,345,Longjumeau,11777,7008,6790,458,405,1111,94,763,587,2191,108,1073,0,0,0
91,ESSONNE,377,Massy,22216,14179,13777,814,1130,2795,173,1849,1259,3663,183,1911,0,0,0
91,ESSONNE,386,Mennecy,7778,5121,4980,137,221,535,61,536,307,2282,107,794,0,0,0
91,ESSONNE,421,Montgeron,14642,9176,8865,309,529,1302,120,1082,723,2848,480,1472,0,0,0
91,ESSONNE,432,Morangis,6321,4390,4235,189,281,581,57,435,418,1505,43,726,0,0,0
91,ESSONNE,434,Morsang-sur-Orge,11958,7885,7622,425,1501,772,85,736,696,2039,217,1151,0,0,0
91,ESSONNE,471,Orsay,10142,7000,6819,473,355,1241,104,918,538,2263,164,763,0,0,0
91,ESSONNE,477,Palaiseau,19342,12749,12398,702,1532,1824,393,1477,997,3769,206,1498,0,0,0
91,ESSONNE,521,Ris-Orangis,14868,9451,9175,352,952,1529,134,924,747,2576,195,1766,0,0,0
91,ESSONNE,549,Sainte-Geneviève-des-Bois,18501,12094,11661,1360,1576,1229,195,1233,1066,3160,162,1680,0,0,0
91,ESSONNE,570,Saint-Michel-sur-Orge,12488,8116,7849,1682,468,691,112,799,604,2283,141,1069,0,0,0
91,ESSONNE,589,Savigny-sur-Orge,21114,14036,13553,664,1139,2153,173,1353,1088,4587,195,2201,0,0,0
91,ESSONNE,645,Verrières-le-Buisson,10592,7264,7089,314,286,954,124,879,504,3051,194,783,0,0,0
91,ESSONNE,657,Vigneux-sur-Seine,15186,8989,8654,453,1697,918,141,928,913,1897,87,1620,0,0,0
91,ESSONNE,661,Villebon-sur-Yvette,6007,4314,4228,236,169,528,31,438,241,2178,44,363,0,0,0
91,ESSONNE,687,Viry-Chatillon,15854,10811,10483,488,783,1382,170,1098,877,3390,242,2053,0,0,0
91,ESSONNE,691,Yerres,17641,11887,11439,499,764,1692,191,1779,1034,3194,297,1989,0,0,0
92,HAUTS DE SEINE,2,Antony,35107,24790,24201,332,1982,3510,388,3067,1780,9371,772,2999,0,0,0
92,HAUTS DE SEINE,4,Asnières-sur-Seine,37898,24000,23421,350,1207,3021,346,2202,1842,8658,1168,4627,0,0,0
92,HAUTS DE SEINE,7,Bagneux,20767,12957,12619,252,3206,1391,159,1461,933,3218,288,1711,0,0,0
92,HAUTS DE SEINE,9,Bois-Colombes,13834,9540,9319,91,432,1188,149,973,600,3880,388,1618,0,0,0
92,HAUTS DE SEINE,12,Boulogne-Billancourt,56227,35930,35243,383,1617,4589,445,2938,1870,17619,1217,4565,0,0,0
92,HAUTS DE SEINE,14,Bourg-la-Reine,12538,8259,8099,105,319,1178,150,911,444,3692,358,942,0,0,0
92,HAUTS DE SEINE,19,Châtenay-Malabry,17402,11047,10754,177,775,2233,163,1197,719,4028,277,1185,0,0,0
92,HAUTS DE SEINE,20,Châtillon,15780,11202,10880,182,926,1614,148,1104,877,4486,275,1268,0,0,0
92,HAUTS DE SEINE,22,Chaville,12078,7951,7757,94,410,1165,474,779,586,2913,308,1028,0,0,0
92,HAUTS DE SEINE,23,Clamart,30265,19819,19343,253,1476,2857,263,2127,1583,7235,911,2638,0,0,0
92,HAUTS DE SEINE,24,Clichy,24606,15311,14901,254,1423,3374,141,1183,981,4856,295,2394,0,0,0
92,HAUTS DE SEINE,25,Colombes,44471,28934,28146,490,4532,3289,391,2816,2052,8754,664,5158,0,0,0
92,HAUTS DE SEINE,26,Courbevoie,32327,22532,22084,245,979,2857,314,2283,1368,9992,806,3240,0,0,0
92,HAUTS DE SEINE,32,Fontenay-aux-Roses,14836,10006,9762,160,670,1617,319,1217,842,3271,461,1205,0,0,0
92,HAUTS DE SEINE,33,Garches,11118,7548,7388,62,188,794,127,713,442,3827,269,966,0,0,0
92,HAUTS DE SEINE,36,Gennevilliers,18929,11961,11622,238,4316,970,76,827,718,2055,150,2272,0,0,0
92,HAUTS DE SEINE,40,Issy-les-Moulineaux,28448,18136,17565,242,1408,2605,267,2014,1251,7098,470,2210,0,0,0
92,HAUTS DE SEINE,35,La Garenne-Colombes,13201,9042,8784,111,466,1201,142,865,721,3693,324,1261,0,0,0
92,HAUTS DE SEINE,60,Le Plessis-Robinson,12950,9036,8793,129,1263,1159,84,789,771,3525,212,861,0,0,0
92,HAUTS DE SEINE,44,Levallois-Perret,25439,18032,17593,243,1331,2198,205,1662,1133,7716,564,2541,0,0,0
92,HAUTS DE SEINE,46,Malakoff,19449,11905,11579,205,3672,1361,135,1049,715,2746,250,1446,0,0,0
92,HAUTS DE SEINE,48,Meudon,28861,19469,19041,249,1088,2814,315,2301,1367,8082,691,2134,0,0,0
92,HAUTS DE SEINE,49,Montrouge,22103,14332,13970,233,907,2494,175,1615,966,5335,405,1840,0,0,0
92,HAUTS DE SEINE,50,Nanterre,38428,24940,24268,404,5758,3431,221,1886,1961,6627,420,3560,0,0,0
92,HAUTS DE SEINE,51,Neuilly-sur-Seine,34816,23903,23593,107,183,1519,182,1335,666,15684,866,3051,0,0,0
92,HAUTS DE SEINE,62,Puteaux,22079,15880,15306,178,681,1583,153,1418,1000,7688,366,2239,0,0,0
92,HAUTS DE SEINE,63,Rueil-Malmaison,39328,27409,26668,341,1230,3472,493,2691,2076,12216,917,3232,0,0,0
92,HAUTS DE SEINE,64,Saint-Cloud,18945,12344,12092,88,191,1310,116,973,565,6877,374,1598,0,0,0
92,HAUTS DE SEINE,71,Sceaux,12909,9226,9069,113,308,1306,155,999,556,4322,361,949,0,0,0
92,HAUTS DE SEINE,72,Sèvres,13573,9325,9135,105,545,1422,173,1233,639,3735,311,972,0,0,0
92,HAUTS DE SEINE,73,Suresnes,20921,13692,13344,188,943,2463,152,1240,922,5274,452,1710,0,0,0
92,HAUTS DE SEINE,75,Vanves,14489,10401,10107,169,598,1669,163,1150,758,4003,372,1225,0,0,0
92,HAUTS DE SEINE,77,Ville-d'Avray,7157,5122,5055,24,83,551,125,445,263,2861,233,470,0,0,0
92,HAUTS DE SEINE,78,Villeneuve-la-Garenne,11337,6792,6581,122,676,868,61,516,515,2070,147,1606,0,0,0
93,SEINE SAINT-DENIS,1,Aubervilliers,29268,16542,15897,595,5033,1575,0,1378,1006,2781,0,3529,0,0,0
93,SEINE SAINT-DENIS,5,Aulnay-sous-Bois,37752,23238,22521,893,3087,2869,0,2186,1756,6685,0,5045,0,0,0
93,SEINE SAINT-DENIS,6,Bagnolet,15842,9508,9250,331,2774,1159,0,812,729,1719,0,1726,0,0,0
93,SEINE SAINT-DENIS,8,Bobigny,19512,11911,11513,459,3816,1255,0,974,746,1780,0,2483,0,0,0
93,SEINE SAINT-DENIS,10,Bondy,23427,14763,14258,604,1475,3327,0,1320,1002,3056,0,3474,0,0,0
93,SEINE SAINT-DENIS,14,Clichy-sous-Bois,9602,5717,5524,1042,427,590,0,526,367,1105,0,1467,0,0,0
93,SEINE SAINT-DENIS,29,Drancy,34606,20524,19785,683,5975,1726,0,1720,1399,3652,0,4630,0,0,0
93,SEINE SAINT-DENIS,31,Epinay-sur-Seine,25323,14628,14165,516,1468,2667,0,1574,934,3542,0,3464,0,0,0
93,SEINE SAINT-DENIS,32,Gagny,21653,13835,13340,484,1044,1751,0,1496,997,4988,0,2580,0,0,0
93,SEINE SAINT-DENIS,27,La Courneuve,14717,8895,8631,376,2902,813,0,661,589,1415,0,1875,0,0,0
93,SEINE SAINT-DENIS,7,Le Blanc-Mesnil,23830,15707,15197,612,3646,1758,0,1291,1035,3364,0,3491,0,0,0
93,SEINE SAINT-DENIS,13,Le Bourget,6538,4317,4201,156,441,446,0,451,278,1435,0,994,0,0,0
93,SEINE SAINT-DENIS,61,Le Pré-Saint-Gervais,7121,4840,4714,136,333,1797,0,343,264,1047,0,794,0,0,0
93,SEINE SAINT-DENIS,62,Le Raincy,9136,6086,5904,159,193,709,0,533,327,3019,0,964,0,0,0
93,SEINE SAINT-DENIS,45,Les Lilas,11325,7975,7742,255,510,1462,0,696,465,3041,0,1313,0,0,0
93,SEINE SAINT-DENIS,57,Les Pavillons-sous-Bois,11064,7023,6698,242,461,1222,0,793,476,1992,0,1512,0,0,0
93,SEINE SAINT-DENIS,46,Livry-Gargan,21351,14470,14015,492,987,2949,0,1337,1019,4004,0,3227,0,0,0
93,SEINE SAINT-DENIS,47,Montfermeil,10744,7435,7180,277,827,826,0,620,477,2413,0,1740,0,0,0
93,SEINE SAINT-DENIS,48,Montreuil,44430,27677,26788,1056,5925,3433,0,2826,2123,6550,0,4875,0,0,0
93,SEINE SAINT-DENIS,49,Neuilly-Plaisance,10240,6762,6594,267,515,842,0,640,473,2710,0,1147,0,0,0
93,SEINE SAINT-DENIS,50,Neuilly-sur-Marne,15648,10385,10011,500,884,2443,0,1096,748,2412,0,1928,0,0,0
93,SEINE SAINT-DENIS,51,Noisy-le-Grand,25031,15617,15089,615,1298,2427,0,1755,1515,4511,0,2968,0,0,0
93,SEINE SAINT-DENIS,53,Noisy-le-Sec,19521,11992,11612,408,2559,1391,0,1032,987,2763,0,2472,0,0,0
93,SEINE SAINT-DENIS,55,Pantin,22112,13300,12944,528,2367,2216,0,1144,910,3237,0,2542,0,0,0
93,SEINE SAINT-DENIS,59,Pierrefitte-sur-Seine,10696,7195,6942,241,1705,713,0,697,492,1418,0,1676,0,0,0
93,SEINE SAINT-DENIS,63,Romainville,12767,7748,7492,259,2437,750,0,661,488,1431,0,1466,0,0,0
93,SEINE SAINT-DENIS,64,Rosny-sous-Bois,20935,13297,12911,439,1417,1463,0,1191,884,5012,0,2505,0,0,0
93,SEINE SAINT-DENIS,66,Saint-Denis,35968,20433,19692,915,4979,2387,0,1945,1436,3127,0,4903,0,0,0
93,SEINE SAINT-DENIS,70,Saint-Ouen,16801,11274,10879,392,3208,1074,0,979,709,2247,0,2270,0,0,0
93,SEINE SAINT-DENIS,71,Sevran,20733,13085,12621,512,2352,1474,0,1284,1024,2757,0,3218,0,0,0
93,SEINE SAINT-DENIS,72,Stains,15870,9741,9407,347,3077,874,0,799,677,1540,0,2093,0,0,0
93,SEINE SAINT-DENIS,73,Tremblay-en-France,17919,11211,10833,462,2607,1198,0,1109,872,2043,0,2542,0,0,0
93,SEINE SAINT-DENIS,77,Villemomble,15962,10717,10398,391,511,1482,0,965,722,4143,0,2184,0,0,0
93,SEINE SAINT-DENIS,78,Villepinte,12747,8424,8135,329,925,1224,0,875,549,2336,0,1897,0,0,0
93,SEINE SAINT-DENIS,79,Villetaneuse,4161,2669,2580,94,817,269,0,254,152,423,0,571,0,0,0
94,VAL DE MARNE,2,Alfortville,19490,13456,12867,311,1283,4348,0,1205,822,2665,0,2233,0,0,0
94,VAL DE MARNE,3,Arcueil,11642,7395,7102,146,2442,848,0,745,573,1485,0,863,0,0,0
94,VAL DE MARNE,4,Boissy-Saint-Léger,7526,4803,4654,73,483,930,0,522,488,1409,0,749,0,0,0
94,VAL DE MARNE,11,Bonneuil-sur-Marne,7523,4913,4710,96,1690,677,0,345,319,914,0,669,0,0,0
94,VAL DE MARNE,15,Bry-sur-Marne,9109,6097,5948,64,351,763,0,663,414,2672,0,1021,0,0,0
94,VAL DE MARNE,16,Cachan,13050,9023,8662,151,871,2255,0,922,687,2522,0,1254,0,0,0
94,VAL DE MARNE,17,Champigny-sur-Marne,39224,24497,23871,339,6565,2878,0,2001,1499,6919,0,3670,0,0,0
94,VAL DE MARNE,18,Charenton-le-Pont,14431,9365,9132,155,472,1538,0,901,658,4094,0,1314,0,0,0
94,VAL DE MARNE,19,Chennevières-sur-Marne,9205,6076,5876,97,503,934,0,507,427,2308,0,1100,0,0,0
94,VAL DE MARNE,21,Chevilly-Larue,9254,6468,6224,129,1458,895,0,654,459,1761,0,868,0,0,0
94,VAL DE MARNE,22,Choisy-le-Roi,18550,11635,11287,301,2642,1966,0,957,724,2896,0,1801,0,0,0
94,VAL DE MARNE,28,Créteil,43420,27217,26411,364,2097,9227,0,2399,1606,6967,0,3751,0,0,0
94,VAL DE MARNE,33,Fontenay-sous-Bois,31134,19302,18863,294,5314,2032,0,1584,1341,5548,0,2750,0,0,0
94,VAL DE MARNE,34,Fresnes,13150,8723,8489,142,798,1965,0,1045,701,2501,0,1337,0,0,0
94,VAL DE MARNE,37,Gentilly,8706,5778,5590,156,1824,736,0,550,397,1242,0,685,0,0,0
94,VAL DE MARNE,41,Ivry-sur-Seine,25245,17062,16546,344,7793,1860,0,1159,1056,2631,0,1703,0,0,0
94,VAL DE MARNE,42,Joinville-le-Pont,10262,7044,6875,93,572,1006,0,704,500,2829,0,1171,0,0,0
94,VAL DE MARNE,60,La Queue-en-Brie,5566,3912,3785,54,548,457,0,492,275,1386,0,573,0,0,0
94,VAL DE MARNE,43,Le Kremlin-Bicêtre,9775,6727,6562,126,795,1159,0,656,582,2141,0,1103,0,0,0
94,VAL DE MARNE,58,Le Perreux-sur-Marne,18224,12003,11652,132,608,1340,0,1003,605,6327,0,1637,0,0,0
94,VAL DE MARNE,59,Le Plessis-Trévise,8195,5590,5415,97,390,698,0,755,456,1888,0,1131,0,0,0
94,VAL DE MARNE,38,L'Hay-les-Roses,17226,11673,11304,203,978,2915,0,1314,810,3382,0,1702,0,0,0
94,VAL DE MARNE,44,Limeil-Brévannes,8065,5860,5655,98,832,904,0,639,447,1809,0,926,0,0,0
94,VAL DE MARNE,46,Maisons-Alfort,32300,21889,21180,390,1520,3367,0,1925,1263,9001,0,3714,0,0,0
94,VAL DE MARNE,52,Nogent-sur-Marne,16468,11065,10787,116,421,1303,0,1118,704,5534,0,1591,0,0,0
94,VAL DE MARNE,54,Orly,10650,6706,6456,177,1490,986,0,500,917,1260,0,1126,0,0,0
94,VAL DE MARNE,55,Ormesson-sur-Marne,6001,4183,4061,54,224,577,0,408,257,1777,0,764,0,0,0
94,VAL DE MARNE,67,Saint-Mandé,12065,8421,8271,79,243,1081,0,810,474,4385,0,1199,0,0,0
94,VAL DE MARNE,68,Saint-Maur-des-Fossés,46089,31361,30546,287,1336,3741,0,3183,2008,15409,0,4582,0,0,0
94,VAL DE MARNE,69,Saint-Maurice,5764,3887,3770,40,182,516,0,331,234,2001,0,466,0,0,0
94,VAL DE MARNE,71,Sucy-en-Brie,15514,10739,10443,143,609,1531,0,1279,776,4416,0,1689,0,0,0
94,VAL DE MARNE,73,Thiais,14032,9354,9094,143,1072,1456,0,950,611,3508,0,1354,0,0,0
94,VAL DE MARNE,74,Valenton,5291,3356,3256,54,1328,334,0,229,179,574,0,558,0,0,0
94,VAL DE MARNE,76,Villejuif,24492,15280,14754,349,4873,1893,0,1415,1152,3055,0,2017,0,0,0
94,VAL DE MARNE,77,Villeneuve-le-Roi,10391,7022,6796,127,2162,695,0,594,406,1621,0,1191,0,0,0
94,VAL DE MARNE,78,Villeneuve-Saint-Georges,13446,9048,8712,168,1700,1731,0,772,524,2179,0,1638,0,0,0
94,VAL DE MARNE,79,Villiers-sur-Marne,13136,8522,8283,155,774,1623,0,1015,596,2610,0,1510,0,0,0
94,VAL DE MARNE,80,Vincennes,27161,18201,17657,207,854,2620,0,1958,1229,8024,0,2765,0,0,0
94,VAL DE MARNE,81,Vitry-sur-Seine,40464,25555,24786,531,8052,3079,0,2240,1850,4826,0,4208,0,0,0
95,VAL D'OISE,18,Argenteuil,48468,28409,27446,658,6027,3314,0,2393,2444,5474,961,6175,0,0,0
95,VAL D'OISE,19,Arnouville-lès-Gonesse,7726,5059,4900,82,404,683,0,443,370,1457,312,1149,0,0,0
95,VAL D'OISE,63,Bezons,13244,7840,7571,154,2114,820,0,666,651,1289,251,1626,0,0,0
95,VAL D'OISE,127,Cergy,18798,11504,11207,233,614,2255,0,1511,1107,2850,640,1997,0,0,0
95,VAL D'OISE,176,Cormeilles-en-Parisis,10452,7215,7028,76,829,852,0,835,634,2205,358,1239,0,0,0
95,VAL D'OISE,197,Deuil-la-Barre,12358,7833,7624,92,403,853,0,732,603,3018,456,1467,0,0,0
95,VAL D'OISE,199,Domont,8335,5900,5718,83,387,910,0,577,564,1577,371,1249,0,0,0
95,VAL D'OISE,203,Eaubonne,15329,10289,9979,124,519,1394,0,1010,868,3914,562,1588,0,0,0
95,VAL D'OISE,210,Enghien-les-Bains,6622,4726,4645,46,114,488,0,397,254,2085,396,865,0,0,0
95,VAL D'OISE,218,Eragny,8119,5433,5254,79,643,874,0,645,649,1195,247,922,0,0,0
95,VAL D'OISE,219,Ermont,16632,10805,10512,216,682,1521,0,1268,1027,3083,675,2040,0,0,0
95,VAL D'OISE,229,Ezanville,5483,3702,3594,56,240,503,0,440,384,1045,175,751,0,0,0
95,VAL D'OISE,250,Fosses,5829,3911,3765,64,634,500,0,433,400,730,138,866,0,0,0
95,VAL D'OISE,252,Franconville,20345,12761,12375,190,732,1719,0,1213,1508,4293,537,2183,0,0,0
95,VAL D'OISE,268,Garges-lès-Gonesse,14057,8434,8175,179,1757,1286,0,579,557,2122,245,1450,0,0,0
95,VAL D'OISE,277,Gonesse,11272,7187,6969,147,607,1080,0,636,684,1893,308,1614,0,0,0
95,VAL D'OISE,280,Goussainville,11757,7466,7235,137,1248,965,0,567,681,1553,250,1834,0,0,0
95,VAL D'OISE,306,Herblay,12947,8956,8712,158,663,1142,0,1079,940,2694,515,1521,0,0,0
95,VAL D'OISE,323,Jouy-le-Moutier,6926,4649,4513,130,240,788,0,666,504,1102,217,866,0,0,0
95,VAL D'OISE,313,L'Isle-Adam,6795,4546,4422,62,204,495,0,422,396,1747,319,777,0,0,0
95,VAL D'OISE,424,Montigny-lès-Cormeilles,8556,5466,5338,51,1565,410,0,436,441,1246,249,940,0,0,0
95,VAL D'OISE,427,Montmagny,5252,3653,3533,78,324,500,0,388,353,894,170,826,0,0,0
95,VAL D'OISE,428,Montmorency,13117,8474,8289,97,274,1008,0,905,778,3030,816,1381,0,0,0
95,VAL D'OISE,476,Osny,7083,4930,4760,97,258,689,0,595,499,1307,311,1004,0,0,0
95,VAL D'OISE,487,Persan,4880,3071,2917,79,966,269,0,255,288,397,74,589,0,0,0
95,VAL D'OISE,500,Pontoise,14014,9224,8952,167,499,1307,0,1062,844,2833,521,1719,0,0,0
95,VAL D'OISE,539,Saint-Brice-sous-Forêt,5984,3937,3811,63,334,578,0,423,433,1093,196,691,0,0,0
95,VAL D'OISE,555,Saint-Gratien,12611,7988,7767,129,607,1147,0,888,706,2449,352,1489,0,0,0
95,VAL D'OISE,563,Saint-Leu-la-Forêt,9225,6351,6160,82,309,935,0,811,714,1870,401,1038,0,0,0
95,VAL D'OISE,572,Saint-Ouen-l'Aumône,9466,5924,5713,123,412,1126,0,507,590,1343,241,1371,0,0,0
95,VAL D'OISE,582,Sannois,13411,9115,8853,166,677,1276,0,998,880,2698,416,1742,0,0,0
95,VAL D'OISE,585,Sarcelles,26019,15478,14982,265,1790,2881,0,1280,884,4894,354,2634,0,0,0
95,VAL D'OISE,598,Soisy-sous-Montmorency,9871,6247,6096,79,291,849,0,676,593,1972,388,1248,0,0,0
95,VAL D'OISE,607,Taverny,15190,9488,9239,135,484,1422,0,1181,990,2711,558,1758,0,0,0
95,VAL D'OISE,637,Vauréal,4148,2956,2872,47,101,600,0,389,326,706,145,558,0,0,0
95,VAL D'OISE,680,Villiers-le-Bel,11332,6855,6643,119,573,1642,0,566,545,1344,293,1561,0,0,0
