Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7
73,MIDI-PYRENEES,31,HAUTE-GARONNE,1,65092,38577,36478,2099,"59,27",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,21157,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",11800,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,3521,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,2,102131,67572,64869,2703,"66,16",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,36843,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",20088,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,7938,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,3,80387,54179,51670,2509,"67,4",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,30718,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",16105,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,4847,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,4,51010,30412,29066,1346,"59,62",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,17068,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",9060,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,2938,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,5,124500,82810,78884,3926,"66,51",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,48299,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",20005,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,10580,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,6,116792,76956,73355,3601,"65,89",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,44420,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",19112,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,9823,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,7,110576,78648,74267,4381,"71,13",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,45284,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",19208,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,9775,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,31,HAUTE-GARONNE,8,79614,54495,50745,3750,"68,45",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,31169,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",13174,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,6402,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,32,GERS,1,70505,50553,47038,3515,"71,7",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,27567,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",14816,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,4655,,,,,,,,,,,,,,,,,,,,
73,MIDI-PYRENEES,32,GERS,2,65847,47340,44304,3036,"71,89",SOC-COM,MARTIN,MALVY,AVEC MARTIN MALVY NOTRE REGION FORTE ET SOLIDAIRE,23622,UMP,JACQUES,GODFRAIN,"DEMAIN, MIDI-PYRENEES POUR TOUS",15205,FN,LOUIS,ALIOT,LISTE FRONT NATIONAL POUR MIDI-PYRENEES PRESENTEE PAR JEAN-MARIE LE PEN,5477,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,1,74789,47716,46489,1227,"63,8",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",22627,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,19681,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,4181,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,2,52950,32485,31699,786,"61,35",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",17012,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,12364,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,2323,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,3,65925,43563,42107,1456,"66,08",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",27223,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,11190,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,3694,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,4,77542,49114,47600,1514,"63,34",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",30562,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,10525,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,6513,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,5,87483,58325,55927,2398,"66,67",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",30006,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,17012,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,8909,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,6,81672,55283,53595,1688,"67,69",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",31693,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,16667,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5235,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,7,90421,62238,60394,1844,"68,83",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",38883,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,16483,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5028,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,8,108739,73932,70822,3110,"67,99",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",34767,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,27700,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,8355,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,9,92030,64671,61703,2968,"70,27",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",34935,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,18027,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,8741,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,10,74402,50896,48475,2421,"68,41",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",24899,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,15721,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,7855,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,33,GIRONDE,11,77210,52082,49834,2248,"67,45",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",27015,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,13644,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,9175,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,1,70761,46666,44981,1685,"65,95",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,25175,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,13835,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",5971,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,2,60299,39518,38181,1337,"65,54",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,22913,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,11019,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",4249,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,3,116789,82703,79007,3696,"70,81",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,38791,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,29223,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",10993,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,4,123273,88364,84322,4042,"71,68",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,46489,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,26222,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",11611,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,5,90126,65334,61777,3557,"72,49",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,33433,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,18986,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",9358,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,6,79640,53049,51013,2036,"66,61",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,23251,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,18182,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",9580,,,,,,,,,,,,,,,,,,,,
91,LANGUEDOC-ROUSSILLON,34,HERAULT,7,111239,75374,72269,3105,"67,76",SOC-COM-autreG,GEORGES,FRECHE,LISTE UNION TOUTE CONDUITE PAR GEORGES FRECHE,36384,UMP,JACQUES,BLANC,LISTE UNION POUR LE LANGUEDOC-ROUSSILLON CONDUITE PAR JACQUES BLANC,21745,FN,ALAIN,JAMET,"LISTE FN POUR LE LANGUEDOC-ROUSSILLON, CONDUITE PAR ALAIN JAMET",14140,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,1,69649,45370,43701,1669,"65,14",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",30567,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",13134,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,2,90594,61917,59293,2624,"68,35",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",36476,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",22817,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,3,83699,56755,54338,2417,"67,81",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",33820,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",20518,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,4,101468,67361,63734,3627,"66,39",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",38703,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",25031,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,5,110992,71650,67867,3783,"64,55",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",35310,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",32557,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,6,74506,49765,47044,2721,"66,79",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",24640,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",22404,,,,,,,,,,,,,,,,,,,,,,,,,
53,BRETAGNE,35,ILLE-ET-VILAINE,7,94348,61588,58482,3106,"65,28",SOC-COM-ECO,JEAN-YVES,LE DRIAN,"BRETAGNE A GAUCHE, BRETAGNE POUR TOUS",31607,UMP,JOSSELIN,DE ROHAN,"FAIRE GAGNER LA BRETAGNE ! LAKAAT BREIZ DAS C'HOUNIT SOUTENUE PAR P MEHAIGNERIE, PDT DU COMITE REGIONAL DE SOUTIEN, DEPUTE UMP",26875,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,36,INDRE,1,55390,35622,34067,1555,"64,31",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,18953,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,10440,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,4674,,,,,,,,,,,,,,,,,,,,
24,CENTRE,36,INDRE,2,64015,43977,41348,2629,"68,7",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,23163,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,12347,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,5838,,,,,,,,,,,,,,,,,,,,
24,CENTRE,36,INDRE,3,56685,39027,36662,2365,"68,85",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,18731,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,11462,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6469,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,1,49251,30966,29548,1418,"62,87",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,15822,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,10590,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,3136,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,2,85540,56538,53503,3035,"66,1",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,27368,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,18154,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,7981,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,3,88103,59026,55668,3358,67,SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,29322,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,18688,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,7658,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,4,81727,52140,49083,3057,"63,8",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,25756,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,16372,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6955,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,5,73484,48533,45318,3215,"66,05",SOC-COM-ECO,MICHEL,SAPIN,L'UNION A GAUCHE,22416,UMP,SERGE,VINCON,LA NOUVELLE EQUIPE DU CENTRE,16287,FN,JEAN,VERDON,FRONT NATIONAL POUR LA REGION CENTRE PRESENTEE PAR JEAN-MARIE LE PEN ET CONDUITE PAR JEAN VERDON,6615,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,1,74909,48932,47966,966,"65,32",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",24125,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,20307,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",3534,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,2,66902,42602,41554,1048,"63,68",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",25664,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,10432,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",5458,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,3,54540,34032,33224,808,"62,4",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",20376,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,9170,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",3678,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,4,79512,53621,51923,1698,"67,44",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",27985,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,17493,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",6445,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,5,85512,56511,54949,1562,"66,09",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",30155,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,17832,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",6962,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,6,95471,59533,57540,1993,"62,36",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",25816,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,19653,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",12071,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,7,91082,56902,55063,1839,"62,47",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",26200,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,19289,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",9574,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,8,95460,61273,59076,2197,"64,19",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",28739,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,19303,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",11034,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,9,82628,53441,51679,1762,"64,68",SOC,J.JACK,QUEYRANNE,"RHONE-ALPES POUR TOUS, AVEC LA GAUCHE.",26659,UDF-UMP,A.MARIE,COMPARINI,UNIS POUR FAIRE GAGNER LA REGION,17767,FN,BRUNO,GOLLNISCH,"FRONT NATIONAL POUR RHONE-ALPES, LISTE PRESENTEE PAR JEAN-MARIE LE PEN, CONDUITE PAR BRUNO GOLLNISCH",7253,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,1,62868,42142,40010,2132,"67,03",SOC-ECO,RAYMOND,FORNI,LISTE D'UNION POUR LA FRANCHE-COMTE - SOCIALISTES - VERTS - GAUCHE REPUBLICAINE,18973,UMP,J-FRANCOIS,HUMBERT,"AVEC JEAN-FRANCOIS HUMBERT, L'UNION FAIT LA FRANCHE-COMTE",14630,FN,SOPHIE,MONTEL,LISTE FRONT NATIONAL POUR LA FRANCHE-COMTE,6407,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,2,53525,34697,33125,1572,"64,82",SOC-ECO,RAYMOND,FORNI,LISTE D'UNION POUR LA FRANCHE-COMTE - SOCIALISTES - VERTS - GAUCHE REPUBLICAINE,14514,UMP,J-FRANCOIS,HUMBERT,"AVEC JEAN-FRANCOIS HUMBERT, L'UNION FAIT LA FRANCHE-COMTE",12963,FN,SOPHIE,MONTEL,LISTE FRONT NATIONAL POUR LA FRANCHE-COMTE,5648,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,3,65272,45676,43621,2055,"69,98",SOC-ECO,RAYMOND,FORNI,LISTE D'UNION POUR LA FRANCHE-COMTE - SOCIALISTES - VERTS - GAUCHE REPUBLICAINE,21997,UMP,J-FRANCOIS,HUMBERT,"AVEC JEAN-FRANCOIS HUMBERT, L'UNION FAIT LA FRANCHE-COMTE",14641,FN,SOPHIE,MONTEL,LISTE FRONT NATIONAL POUR LA FRANCHE-COMTE,6983,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,40,LANDES,1,86421,58723,55539,3184,"67,95",SOC-ECO,ALAIN,ROUSSET,"ALAIN ROUSSET, L'AQUITAINE, AVEC VOUS",30669,UMP,XAVIER,DARCOS,LAQUITAINE EN TETE,19104,FN,JACQUES,COLOMBIER,FRONT NATIONAL POUR L'AQUITAINE LISTE PRESENTEE PAR JEAN MARIE LE PEN,5766,,,,,,,,,,,,,,,,,,,,
