Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7,Nuance 8,Prénom candidat 8,Nom candidat 8,Liste 8,Nombre de voix 8,Nuance 9,Prénom candidat 9,Nom candidat 9,Liste 9,Nombre de voix 9,Nuance 10,Prénom candidat 10,Nom candidat 10,Liste 10,Nombre de voix 10,Nuance 11,Prénom candidat 11,Nom candidat 11,Liste 11,Nombre de voix 11,Nuance 12,Prénom candidat 12,Nom candidat 12,Liste 12,Nombre de voix 12,Nuance 13,Prénom candidat 13,Nom candidat 13,Liste 13,Nombre de voix 13,Nuance 14,Prénom candidat 14,Nom candidat 14,Liste 14,Nombre de voix 14,Nuance 15,Prénom candidat 15,Nom candidat 15,Liste 15,Nombre de voix 15,Nuance 16,Prénom candidat 16,Nom candidat 16,Liste 16,Nombre de voix 16,Nuance 17,Prénom candidat 17,Nom candidat 17,Liste 17,Nombre de voix 17,Nuance 18,Prénom candidat 18,Nom candidat 18,Liste 18,Nombre de voix 18,Nuance 19,Prénom candidat 19,Nom candidat 19,Liste 19,Nombre de voix 19,Nuance 20,Prénom candidat 20,Nom candidat 20,Liste 20,Nombre de voix 20,Nuance 21,Prénom candidat 21,Nom candidat 21,Liste 22,Nombre de voix 22,Nuance 22,Prénom candidat 22,Nom candidat 22,Liste 22,Nombre de voix 22
24,CENTRE,36,INDRE,3,58412,36561,34015,2546,"62,59",SOC-COM-ECO,MICHEL,SAPIN,"TETE DE LISTE SOC, UNION SOC-COM-ECO",13754,UDF-RPR,ANDRE,ADVENIER,"TETE DE LISTE UDF, UNION UDF-RPR",10255,DVD,PATRICK,SERPEAU,AU TRAVAIL POUR L'INDRE,5301,FRN,MICHEL,HUBAULT,FRONT NATIONAL,4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,1,53443,27888,27098,790,"52,18",EXG,JEAN-JACQUES,PRODHOMME,LUTTE OUVRIERE,956,SOC-ECO,JEAN,GERMAIN,"TETE DE LISTE SOC, UNION SOC-ECO",9984,ECO,CLAUDE,GUILLAUMAUD,GROUPE ECOLOGIE INDEPENDANTE,795,UDF-RPR,RENAUD,DONNEDIEU DE VABRES,"TETE DE LISTE UDF, UNION UDF-RPR",10266,DVD,HENRI,GAULANDEAU,MOUVEMENT POUR LA FRANCE,478,FRN,JEAN,VERDON,FRONT NATIONAL,3244,DIV,STEPHANE,GAUDIN,PARTI FEDERALISTE,301,DIV,FATHI,BOURASS,RASSEMBLEMENT DEMOCRATIQUE POUR LES DROITS DE L'HOMME,164,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,2,80206,45091,42864,2227,"56,22",EXG,JEAN-JACQUES,PRODHOMME,LUTTE OUVRIERE,2517,SOC-ECO,JEAN,GERMAIN,"TETE DE LISTE SOC, UNION SOC-ECO",14810,ECO,CLAUDE,GUILLAUMAUD,GROUPE ECOLOGIE INDEPENDANTE,1628,UDF-RPR,RENAUD,DONNEDIEU DE VABRES,"TETE DE LISTE UDF, UNION UDF-RPR",13600,DVD,HENRI,GAULANDEAU,MOUVEMENT POUR LA FRANCE,2213,FRN,JEAN,VERDON,FRONT NATIONAL,5808,DIV,STEPHANE,GAUDIN,PARTI FEDERALISTE,789,DIV,FATHI,BOURASS,RASSEMBLEMENT DEMOCRATIQUE POUR LES DROITS DE L'HOMME,246,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,3,85527,49681,46965,2716,"58,09",EXG,JEAN-JACQUES,PRODHOMME,LUTTE OUVRIERE,2752,SOC-ECO,JEAN,GERMAIN,"TETE DE LISTE SOC, UNION SOC-ECO",17613,ECO,CLAUDE,GUILLAUMAUD,GROUPE ECOLOGIE INDEPENDANTE,1609,UDF-RPR,RENAUD,DONNEDIEU DE VABRES,"TETE DE LISTE UDF, UNION UDF-RPR",15068,DVD,HENRI,GAULANDEAU,MOUVEMENT POUR LA FRANCE,2497,FRN,JEAN,VERDON,FRONT NATIONAL,5245,DIV,STEPHANE,GAUDIN,PARTI FEDERALISTE,813,DIV,FATHI,BOURASS,RASSEMBLEMENT DEMOCRATIQUE POUR LES DROITS DE L'HOMME,247,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,4,81035,44092,41627,2465,"54,41",EXG,JEAN-JACQUES,PRODHOMME,LUTTE OUVRIERE,2818,SOC-ECO,JEAN,GERMAIN,"TETE DE LISTE SOC, UNION SOC-ECO",14197,ECO,CLAUDE,GUILLAUMAUD,GROUPE ECOLOGIE INDEPENDANTE,1401,UDF-RPR,RENAUD,DONNEDIEU DE VABRES,"TETE DE LISTE UDF, UNION UDF-RPR",12474,DVD,HENRI,GAULANDEAU,MOUVEMENT POUR LA FRANCE,2702,FRN,JEAN,VERDON,FRONT NATIONAL,5565,DIV,STEPHANE,GAUDIN,PARTI FEDERALISTE,826,DIV,FATHI,BOURASS,RASSEMBLEMENT DEMOCRATIQUE POUR LES DROITS DE L'HOMME,458,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,37,INDRE-ET-LOIRE,5,70834,40706,38466,2240,"57,47",EXG,JEAN-JACQUES,PRODHOMME,LUTTE OUVRIERE,2153,SOC-ECO,JEAN,GERMAIN,"TETE DE LISTE SOC, UNION SOC-ECO",13010,ECO,CLAUDE,GUILLAUMAUD,GROUPE ECOLOGIE INDEPENDANTE,1318,UDF-RPR,RENAUD,DONNEDIEU DE VABRES,"TETE DE LISTE UDF, UNION UDF-RPR",13593,DVD,HENRI,GAULANDEAU,MOUVEMENT POUR LA FRANCE,1786,FRN,JEAN,VERDON,FRONT NATIONAL,4706,DIV,STEPHANE,GAUDIN,PARTI FEDERALISTE,733,DIV,FATHI,BOURASS,RASSEMBLEMENT DEMOCRATIQUE POUR LES DROITS DE L'HOMME,215,DIV,CHRISTOPHE,ROSSIGNOL,URGENCE SOCIALE POUR L'EMPLOI,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,1,74081,38687,37778,909,"52,22",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,1213,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",12514,ECO,FRANCOISE,BOUSSON,LES VERTS,2805,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1132,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",12151,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,2006,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,1031,FRN,HUGUES,PETIT,FRONT NATIONAL,4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,2,65443,33175,32163,1012,"50,69",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,1967,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",14235,ECO,FRANCOISE,BOUSSON,LES VERTS,2094,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1127,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",5256,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,1310,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,749,FRN,HUGUES,PETIT,FRONT NATIONAL,5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,3,54408,27340,26538,802,"50,25",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,1452,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",10882,ECO,FRANCOISE,BOUSSON,LES VERTS,2184,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",931,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",5164,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,1174,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,564,FRN,HUGUES,PETIT,FRONT NATIONAL,4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,4,74437,41240,39598,1642,"55,4",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,1984,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",14750,ECO,FRANCOISE,BOUSSON,LES VERTS,2237,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1312,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",10045,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,1956,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,938,FRN,HUGUES,PETIT,FRONT NATIONAL,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,5,76894,40829,39347,1482,"53,1",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,2035,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",14205,ECO,FRANCOISE,BOUSSON,LES VERTS,2558,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1246,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",11286,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,1534,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,852,FRN,HUGUES,PETIT,FRONT NATIONAL,5631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,6,86553,45403,43338,2065,"52,46",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,2035,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",12278,ECO,FRANCOISE,BOUSSON,LES VERTS,1607,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1262,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",9267,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,6154,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,1030,FRN,HUGUES,PETIT,FRONT NATIONAL,9705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,7,83070,44272,42124,2148,"53,29",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,2216,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",12435,ECO,FRANCOISE,BOUSSON,LES VERTS,2083,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1577,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",9997,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,4031,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,975,FRN,HUGUES,PETIT,FRONT NATIONAL,8810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,8,89966,50033,47904,2129,"55,61",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,2211,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",16231,ECO,FRANCOISE,BOUSSON,LES VERTS,2172,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1501,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",11238,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,2464,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,1003,FRN,HUGUES,PETIT,FRONT NATIONAL,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,38,ISERE,9,76485,43178,40996,2182,"56,45",EXG,ROLAND,CALMEL,LUTTE OUVRIERE,2220,SOC-COM-autreG,ARMAND,BONNAMY,"TETE DE LISTE SOC, UNION SOC-COM-PRG-MDC",13875,ECO,FRANCOISE,BOUSSON,LES VERTS,2317,ECO,THIERRY,LEHNEBACH,"UNION MOUVEMENT ECOLOGISTE INDEPENDANT, GENERATION ECOLOGIE",1638,RPR-UDF,ANNA,BRET,"TETE DE LISTE RPR, UNION RPR-UDF",10109,DVD,GERARD,DEZEMPTE,ENSEMBLE POUR L' ISERE - RPR DISSIDENT,2548,DVD,PIERRE,BERTHET,ISERE LIBERALE - UDF DISSIDENT,1008,FRN,HUGUES,PETIT,FRONT NATIONAL,7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,1,61580,36758,34832,1926,"59,69",EXG,REGIS,MAYET,LUTTE OUVRIERE,1168,SOC-ECO,ANTOINETTE,GILLET,"TETE DE LISTE SOC, UNION SOC-ECO",10960,ECO,JEAN-LUC,MAYET,MOUVEMENT ECOLOGISTE INDEPENDANT,1701,ECO,MICHEL,MOREAU,VIVRE ICI. RASSEMBLEMENT POUR UN DEVELOPPEMENT VIABLE,1160,RPR-UDF,YVES-MARIE,LEHMANN,"TETE DE LISTE RPR, UNION RPR-UDF",11545,DVD,JEAN-LOUIS,MILLET,MOUVEMENT POUR LA FRANCE,1283,DVD,JACQUES-MEDER,CHEVROT,UNION POUR LA FRANCHE-COMTE,2391,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,4128,DIV,HERVE,AYMONIN,FEDERALISTES POUR UNE FRANCHE-COMTE AU COEUR DE L'EUROPE,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,2,52035,30331,28740,1591,"58,29",EXG,REGIS,MAYET,LUTTE OUVRIERE,930,SOC-ECO,ANTOINETTE,GILLET,"TETE DE LISTE SOC, UNION SOC-ECO",7340,ECO,JEAN-LUC,MAYET,MOUVEMENT ECOLOGISTE INDEPENDANT,1119,ECO,MICHEL,MOREAU,VIVRE ICI. RASSEMBLEMENT POUR UN DEVELOPPEMENT VIABLE,1505,RPR-UDF,YVES-MARIE,LEHMANN,"TETE DE LISTE RPR, UNION RPR-UDF",9894,DVD,JEAN-LOUIS,MILLET,MOUVEMENT POUR LA FRANCE,1910,DVD,JACQUES-MEDER,CHEVROT,UNION POUR LA FRANCHE-COMTE,1511,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,4107,DIV,HERVE,AYMONIN,FEDERALISTES POUR UNE FRANCHE-COMTE AU COEUR DE L'EUROPE,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,39,JURA,3,64331,40724,38299,2425,"63,3",EXG,REGIS,MAYET,LUTTE OUVRIERE,1578,SOC-ECO,ANTOINETTE,GILLET,"TETE DE LISTE SOC, UNION SOC-ECO",13000,ECO,JEAN-LUC,MAYET,MOUVEMENT ECOLOGISTE INDEPENDANT,1891,ECO,MICHEL,MOREAU,VIVRE ICI. RASSEMBLEMENT POUR UN DEVELOPPEMENT VIABLE,862,RPR-UDF,YVES-MARIE,LEHMANN,"TETE DE LISTE RPR, UNION RPR-UDF",10832,DVD,JEAN-LOUIS,MILLET,MOUVEMENT POUR LA FRANCE,1082,DVD,JACQUES-MEDER,CHEVROT,UNION POUR LA FRANCHE-COMTE,1978,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,6461,DIV,HERVE,AYMONIN,FEDERALISTES POUR UNE FRANCHE-COMTE AU COEUR DE L'EUROPE,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,40,LANDES,1,80987,51624,49339,2285,"63,74",EXG,DOMINIQUE,PELTIER,UNION DE TOUS LES TRAVAILLEURS - DISSIDENT LO,911,COM,MICHEL,LARRAT,PARTI COMMUNISTE,3357,SOC,JEAN-LOUIS,CARRERE,PARTI SOCIALISTE,17096,ECO,JACQUES,PAPON,LES VERTS,2580,UDF-RPR,JACQUES,CASTAING,"TETE DE LISTE UDF, UNION UDF-RPR",15080,FRN,FRANCE,PRENAT,FRONT NATIONAL,4504,DIV,ROBERT,LAFITTE,"CHASSE, PECHE, NATURE ET TRADITIONS",5811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,40,LANDES,2,89768,53700,51489,2211,"59,82",EXG,DOMINIQUE,PELTIER,UNION DE TOUS LES TRAVAILLEURS - DISSIDENT LO,931,COM,MICHEL,LARRAT,PARTI COMMUNISTE,5381,SOC,JEAN-LOUIS,CARRERE,PARTI SOCIALISTE,17508,ECO,JACQUES,PAPON,LES VERTS,2726,UDF-RPR,JACQUES,CASTAING,"TETE DE LISTE UDF, UNION UDF-RPR",15087,FRN,FRANCE,PRENAT,FRONT NATIONAL,4566,DIV,ROBERT,LAFITTE,"CHASSE, PECHE, NATURE ET TRADITIONS",5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,AQUITAINE,40,LANDES,3,77906,53695,51536,2159,"68,92",EXG,DOMINIQUE,PELTIER,UNION DE TOUS LES TRAVAILLEURS - DISSIDENT LO,659,COM,MICHEL,LARRAT,PARTI COMMUNISTE,5235,SOC,JEAN-LOUIS,CARRERE,PARTI SOCIALISTE,21176,ECO,JACQUES,PAPON,LES VERTS,1824,UDF-RPR,JACQUES,CASTAING,"TETE DE LISTE UDF, UNION UDF-RPR",15187,FRN,FRANCE,PRENAT,FRONT NATIONAL,2843,DIV,ROBERT,LAFITTE,"CHASSE, PECHE, NATURE ET TRADITIONS",4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,41,LOIR-ET-CHER,1,85671,51600,49347,2253,"60,23",EXG,ALAIN,LOMBARD,LUTTE OUVRIERE,2574,SOC-COM-ECO,JACK,LANG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",20871,UDF-RPR,JACQUELINE,GOURAULT,"TETE DE LISTE UDF, UNION UDF-RPR",15049,DVD,ANDRE,COUTOUX,MOUVEMENT POUR LA FRANCE,2294,FRN,MIGUEL,DE PEYRECAVE,FRONT NATIONAL,8559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,41,LOIR-ET-CHER,2,75247,46326,43901,2425,"61,57",EXG,ALAIN,LOMBARD,LUTTE OUVRIERE,2422,SOC-COM-ECO,JACK,LANG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",18909,UDF-RPR,JACQUELINE,GOURAULT,"TETE DE LISTE UDF, UNION UDF-RPR",13676,DVD,ANDRE,COUTOUX,MOUVEMENT POUR LA FRANCE,2071,FRN,MIGUEL,DE PEYRECAVE,FRONT NATIONAL,6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CENTRE,41,LOIR-ET-CHER,3,68682,43796,41243,2553,"63,77",EXG,ALAIN,LOMBARD,LUTTE OUVRIERE,2762,SOC-COM-ECO,JACK,LANG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",15467,UDF-RPR,JACQUELINE,GOURAULT,"TETE DE LISTE UDF, UNION UDF-RPR",14781,DVD,ANDRE,COUTOUX,MOUVEMENT POUR LA FRANCE,2523,FRN,MIGUEL,DE PEYRECAVE,FRONT NATIONAL,5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,42,LOIRE,1,68380,34550,33674,876,"50,53",EXG,ANDRE,MOULIN,LUTTE OUVRIERE,1185,SOC-COM-ECO,GERARD,LINDEPERG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",11922,PRG,GERARD,PAYRE,PARTI RADICAL DE GAUCHE,720,ECO,LINDA,ASMANI,GENERATION ECOLOGIE,533,ECO,REGIS,USSON,MOUVEMENT ECOLOGISTE INDEPENDANT,681,UDF-RPR,MICHEL,THIOLLIERE,"TETE DE LISTE UDF, UNION UDF-RPR",8590,DVD,PHILIPPE,MACKE,GAGNER POUR LA LOIRE - RPR DISSIDENT,868,DVD,GERARD,TARDY,ENERGIE 42 EN RHONE-ALPES,759,FRN,GERARD,LLILIO,FRONT NATIONAL,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,42,LOIRE,2,53957,26899,26297,602,"49,85",EXG,ANDRE,MOULIN,LUTTE OUVRIERE,851,SOC-COM-ECO,GERARD,LINDEPERG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",8816,PRG,GERARD,PAYRE,PARTI RADICAL DE GAUCHE,582,ECO,LINDA,ASMANI,GENERATION ECOLOGIE,403,ECO,REGIS,USSON,MOUVEMENT ECOLOGISTE INDEPENDANT,470,UDF-RPR,MICHEL,THIOLLIERE,"TETE DE LISTE UDF, UNION UDF-RPR",7557,DVD,PHILIPPE,MACKE,GAGNER POUR LA LOIRE - RPR DISSIDENT,693,DVD,GERARD,TARDY,ENERGIE 42 EN RHONE-ALPES,390,FRN,GERARD,LLILIO,FRONT NATIONAL,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,42,LOIRE,3,73281,41610,40074,1536,"56,78",EXG,ANDRE,MOULIN,LUTTE OUVRIERE,1566,SOC-COM-ECO,GERARD,LINDEPERG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",10271,PRG,GERARD,PAYRE,PARTI RADICAL DE GAUCHE,1957,ECO,LINDA,ASMANI,GENERATION ECOLOGIE,732,ECO,REGIS,USSON,MOUVEMENT ECOLOGISTE INDEPENDANT,1088,UDF-RPR,MICHEL,THIOLLIERE,"TETE DE LISTE UDF, UNION UDF-RPR",11249,DVD,PHILIPPE,MACKE,GAGNER POUR LA LOIRE - RPR DISSIDENT,1933,DVD,GERARD,TARDY,ENERGIE 42 EN RHONE-ALPES,1984,FRN,GERARD,LLILIO,FRONT NATIONAL,9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,42,LOIRE,4,68859,38576,37060,1516,"56,02",EXG,ANDRE,MOULIN,LUTTE OUVRIERE,1600,SOC-COM-ECO,GERARD,LINDEPERG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",12228,PRG,GERARD,PAYRE,PARTI RADICAL DE GAUCHE,853,ECO,LINDA,ASMANI,GENERATION ECOLOGIE,547,ECO,REGIS,USSON,MOUVEMENT ECOLOGISTE INDEPENDANT,861,UDF-RPR,MICHEL,THIOLLIERE,"TETE DE LISTE UDF, UNION UDF-RPR",9909,DVD,PHILIPPE,MACKE,GAGNER POUR LA LOIRE - RPR DISSIDENT,788,DVD,GERARD,TARDY,ENERGIE 42 EN RHONE-ALPES,852,FRN,GERARD,LLILIO,FRONT NATIONAL,9422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,RHONE-ALPES,42,LOIRE,5,68913,37498,35290,2208,"54,41",EXG,ANDRE,MOULIN,LUTTE OUVRIERE,1863,SOC-COM-ECO,GERARD,LINDEPERG,"TETE DE LISTE SOC, UNION SOC-COM-ECO",11330,PRG,GERARD,PAYRE,PARTI RADICAL DE GAUCHE,1007,ECO,LINDA,ASMANI,GENERATION ECOLOGIE,652,ECO,REGIS,USSON,MOUVEMENT ECOLOGISTE INDEPENDANT,1273,UDF-RPR,MICHEL,THIOLLIERE,"TETE DE LISTE UDF, UNION UDF-RPR",8553,DVD,PHILIPPE,MACKE,GAGNER POUR LA LOIRE - RPR DISSIDENT,3740,DVD,GERARD,TARDY,ENERGIE 42 EN RHONE-ALPES,1335,FRN,GERARD,LLILIO,FRONT NATIONAL,5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
