Code région,Région,Code département,Département,Circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,Nuance 2,Prénom candidat 2,Nom candidat 2,Liste 2,Nombre de voix 2,Nuance 3,Prénom candidat 3,Nom candidat 3,Liste 3,Nombre de voix 3,Nuance 4,Prénom candidat 4,Nom candidat 4,Liste 4,Nombre de voix 4,Nuance 5,Prénom candidat 5,Nom candidat 5,Liste 5,Nombre de voix 5,Nuance 6,Prénom candidat 6,Nom candidat 6,Liste 6,Nombre de voix 6,Nuance 7,Prénom candidat 7,Nom candidat 7,Liste 7,Nombre de voix 7,Nuance 8,Prénom candidat 8,Nom candidat 8,Liste 8,Nombre de voix 8,Nuance 9,Prénom candidat 9,Nom candidat 9,Liste 9,Nombre de voix 9,Nuance 10,Prénom candidat 10,Nom candidat 10,Liste 10,Nombre de voix 10,Nuance 11,Prénom candidat 11,Nom candidat 11,Liste 11,Nombre de voix 11,Nuance 12,Prénom candidat 12,Nom candidat 12,Liste 12,Nombre de voix 12,Nuance 13,Prénom candidat 13,Nom candidat 13,Liste 13,Nombre de voix 13,Nuance 14,Prénom candidat 14,Nom candidat 14,Liste 14,Nombre de voix 14,Nuance 15,Prénom candidat 15,Nom candidat 15,Liste 15,Nombre de voix 15,Nuance 16,Prénom candidat 16,Nom candidat 16,Liste 16,Nombre de voix 16,Nuance 17,Prénom candidat 17,Nom candidat 17,Liste 17,Nombre de voix 17,Nuance 18,Prénom candidat 18,Nom candidat 18,Liste 18,Nombre de voix 18,Nuance 19,Prénom candidat 19,Nom candidat 19,Liste 19,Nombre de voix 19,Nuance 20,Prénom candidat 20,Nom candidat 20,Liste 20,Nombre de voix 20,Nuance 21,Prénom candidat 21,Nom candidat 21,Liste 22,Nombre de voix 22,Nuance 22,Prénom candidat 22,Nom candidat 22,Liste 22,Nombre de voix 22
54,POITOU-CHARENTES,86,VIENNE,3,69315,44426,41823,2603,"64,09",EXG,PATRICE,VILLERET,LUTTE OUVRIERE,2163,SOC-COM,MAURICE,MONANGE,"TETE DE LISTE SOC, UNION SOC-COM",12056,ECO,GEORGES,STUPAR,LES VERTS,2060,RPR-UDF,JEAN-PIERRE,RAFFARIN,"TETE DE LISTE RPR, UNION RPR-UDF",19581,FRN,JOEL,LE NESTIC,FRONT NATIONAL,2810,EXD,NOEL,PICHON,UNION POUR LA SOUVERAINETE DU PEUPLE FRANCAIS,442,DIV,JEAN-LOUIS,BRETAUDEAU,"CHASSE, PECHE, NATURE ET TRADITIONS",2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,POITOU-CHARENTES,86,VIENNE,4,73924,43986,41453,2533,"59,5",EXG,PATRICE,VILLERET,LUTTE OUVRIERE,2670,SOC-COM,MAURICE,MONANGE,"TETE DE LISTE SOC, UNION SOC-COM",12076,ECO,GEORGES,STUPAR,LES VERTS,1973,RPR-UDF,JEAN-PIERRE,RAFFARIN,"TETE DE LISTE RPR, UNION RPR-UDF",17638,FRN,JOEL,LE NESTIC,FRONT NATIONAL,4827,EXD,NOEL,PICHON,UNION POUR LA SOUVERAINETE DU PEUPLE FRANCAIS,390,DIV,JEAN-LOUIS,BRETAUDEAU,"CHASSE, PECHE, NATURE ET TRADITIONS",1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,87,HAUTE-VIENNE,1,52397,31765,30185,1580,"60,62",EXG,CLAUDINE,ROUSSIE,LUTTE OUVRIERE,1159,EXG,STEPHANE,LAJAUMONT,LIGUE COMMUNISTE REVOLUTIONNAIRE,709,SOC-COM-ECO,ROBERT,SAVY,"TETE DE LISTE SOC, UNION SOC-COM-ECO",12325,ECO,ALAIN,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,882,RPR-UDF,EVELYNE,GUILHEM,"TETE DE LISTE RPR, UNION RPR-UDF",7620,DVD,PIERRE,BAILLOT D'ESTIVAUX,RASSEMBLEMENT POUR LE LIMOUSIN - RPR DISSIDENT,1462,DVD,ISABELLE,SOCHAT,OPINION DES FEMMES,1005,FRN,ANTOINE,ORABONA,FRONT NATIONAL,2756,DIV,ROBERT,DESENFANT,"CHASSE, PECHE, NATURE ET TRADITIONS",531,DIV,PATRICE,BLANZAT,MOUVEMENT DE RESISTANCE DES CHOMEURS ET PRECAIRES,392,DIV,JACQUES,DOUTE,PARTI POPULAIRE DES RETRAITES,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,87,HAUTE-VIENNE,2,72351,48993,45406,3587,"67,72",EXG,CLAUDINE,ROUSSIE,LUTTE OUVRIERE,1885,EXG,STEPHANE,LAJAUMONT,LIGUE COMMUNISTE REVOLUTIONNAIRE,1083,SOC-COM-ECO,ROBERT,SAVY,"TETE DE LISTE SOC, UNION SOC-COM-ECO",19744,ECO,ALAIN,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,1104,RPR-UDF,EVELYNE,GUILHEM,"TETE DE LISTE RPR, UNION RPR-UDF",11844,DVD,PIERRE,BAILLOT D'ESTIVAUX,RASSEMBLEMENT POUR LE LIMOUSIN - RPR DISSIDENT,1254,DVD,ISABELLE,SOCHAT,OPINION DES FEMMES,1216,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3019,DIV,ROBERT,DESENFANT,"CHASSE, PECHE, NATURE ET TRADITIONS",1874,DIV,PATRICE,BLANZAT,MOUVEMENT DE RESISTANCE DES CHOMEURS ET PRECAIRES,550,DIV,JACQUES,DOUTE,PARTI POPULAIRE DES RETRAITES,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,87,HAUTE-VIENNE,3,66548,41937,39362,2575,"63,02",EXG,CLAUDINE,ROUSSIE,LUTTE OUVRIERE,1874,EXG,STEPHANE,LAJAUMONT,LIGUE COMMUNISTE REVOLUTIONNAIRE,1021,SOC-COM-ECO,ROBERT,SAVY,"TETE DE LISTE SOC, UNION SOC-COM-ECO",17231,ECO,ALAIN,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,946,RPR-UDF,EVELYNE,GUILHEM,"TETE DE LISTE RPR, UNION RPR-UDF",8592,DVD,PIERRE,BAILLOT D'ESTIVAUX,RASSEMBLEMENT POUR LE LIMOUSIN - RPR DISSIDENT,1536,DVD,ISABELLE,SOCHAT,OPINION DES FEMMES,1191,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3197,DIV,ROBERT,DESENFANT,"CHASSE, PECHE, NATURE ET TRADITIONS",1446,DIV,PATRICE,BLANZAT,MOUVEMENT DE RESISTANCE DES CHOMEURS ET PRECAIRES,530,DIV,JACQUES,DOUTE,PARTI POPULAIRE DES RETRAITES,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LIMOUSIN,87,HAUTE-VIENNE,4,69932,44791,41632,3159,"64,05",EXG,CLAUDINE,ROUSSIE,LUTTE OUVRIERE,2042,EXG,STEPHANE,LAJAUMONT,LIGUE COMMUNISTE REVOLUTIONNAIRE,1232,SOC-COM-ECO,ROBERT,SAVY,"TETE DE LISTE SOC, UNION SOC-COM-ECO",19770,ECO,ALAIN,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,1197,RPR-UDF,EVELYNE,GUILHEM,"TETE DE LISTE RPR, UNION RPR-UDF",7109,DVD,PIERRE,BAILLOT D'ESTIVAUX,RASSEMBLEMENT POUR LE LIMOUSIN - RPR DISSIDENT,1319,DVD,ISABELLE,SOCHAT,OPINION DES FEMMES,1379,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3608,DIV,ROBERT,DESENFANT,"CHASSE, PECHE, NATURE ET TRADITIONS",1244,DIV,PATRICE,BLANZAT,MOUVEMENT DE RESISTANCE DES CHOMEURS ET PRECAIRES,597,DIV,JACQUES,DOUTE,PARTI POPULAIRE DES RETRAITES,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,88,VOSGES,1,74084,41737,39050,2687,"56,34",EXG,GERARD,NEIS,LUTTE OUVRIERE,2012,SOC-COM,CHRISTIAN,PIERRET,"TETE DE LISTE SOC, UNION SOC-COM",11324,ECO,JEAN-FRANCOIS,FLECK,LES VERTS,2298,ECO,JEAN-CLAUDE,NOIRCLERE,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,1547,RPR-UDF,GERARD,BRAUN,"TETE DE LISTE RPR, UNION RPR-UDF",10839,FRN,BERNARD,FREPPEL,FRONT NATIONAL,6286,DIV,DANIEL,VOILQUIN,"CHASSE, PECHE, NATURE ET TRADITIONS",2287,DIV,ALAIN,THIRION,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,88,VOSGES,2,72244,42736,40155,2581,"59,16",EXG,GERARD,NEIS,LUTTE OUVRIERE,1544,SOC-COM,CHRISTIAN,PIERRET,"TETE DE LISTE SOC, UNION SOC-COM",17045,ECO,JEAN-FRANCOIS,FLECK,LES VERTS,1471,ECO,JEAN-CLAUDE,NOIRCLERE,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,898,RPR-UDF,GERARD,BRAUN,"TETE DE LISTE RPR, UNION RPR-UDF",9785,FRN,BERNARD,FREPPEL,FRONT NATIONAL,5620,DIV,DANIEL,VOILQUIN,"CHASSE, PECHE, NATURE ET TRADITIONS",1352,DIV,ALAIN,THIRION,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,88,VOSGES,3,65462,39644,36647,2997,"60,56",EXG,GERARD,NEIS,LUTTE OUVRIERE,1900,SOC-COM,CHRISTIAN,PIERRET,"TETE DE LISTE SOC, UNION SOC-COM",9979,ECO,JEAN-FRANCOIS,FLECK,LES VERTS,2089,ECO,JEAN-CLAUDE,NOIRCLERE,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,949,RPR-UDF,GERARD,BRAUN,"TETE DE LISTE RPR, UNION RPR-UDF",12177,FRN,BERNARD,FREPPEL,FRONT NATIONAL,6187,DIV,DANIEL,VOILQUIN,"CHASSE, PECHE, NATURE ET TRADITIONS",1716,DIV,ALAIN,THIRION,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LORRAINE,88,VOSGES,4,68838,42958,40064,2894,"62,4",EXG,GERARD,NEIS,LUTTE OUVRIERE,1956,SOC-COM,CHRISTIAN,PIERRET,"TETE DE LISTE SOC, UNION SOC-COM",11517,ECO,JEAN-FRANCOIS,FLECK,LES VERTS,1992,ECO,JEAN-CLAUDE,NOIRCLERE,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,1562,RPR-UDF,GERARD,BRAUN,"TETE DE LISTE RPR, UNION RPR-UDF",11250,FRN,BERNARD,FREPPEL,FRONT NATIONAL,5803,DIV,DANIEL,VOILQUIN,"CHASSE, PECHE, NATURE ET TRADITIONS",4236,DIV,ALAIN,THIRION,LES FORCES VIVES ET LES SOCIO-PROFESSIONNELS DES VOSGES,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,89,YONNE,1,75212,42867,41008,1859,"56,99",EXG,ALAIN,WOLF,LUTTE OUVRIERE,1319,SOC-COM-ECO,GUY,FEREZ,"TETE DE LISTE SOC, UNION SOC-COM-ECO",11369,ECO,PHILIPPE,ARCHAMBAULT,MOUVEMENT ECOLOGISTE INDEPENDANT,2013,RPR-UDF,JEAN-PIERRE,SOISSON,"TETE DE LISTE RPR, UNION RPR-UDF",12684,DVD,CLAUDE,DASSIE,MOUVEMENT POUR LA FRANCE,2418,DVD,MICHEL,DELPRAT,UDF DISSIDENT,1862,FRN,CLAUDE,MOREAU,FRONT NATIONAL,5944,DIV,GERARD,BRIOLLAND,"CHASSE, PECHE, NATURE ET TRADITIONS",1657,DIV,SYLVAIN,LIOTARD,GENERATION BOURGOGNE !,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,89,YONNE,2,71831,43134,40816,2318,"60,05",EXG,ALAIN,WOLF,LUTTE OUVRIERE,1510,SOC-COM-ECO,GUY,FEREZ,"TETE DE LISTE SOC, UNION SOC-COM-ECO",11186,ECO,PHILIPPE,ARCHAMBAULT,MOUVEMENT ECOLOGISTE INDEPENDANT,2047,RPR-UDF,JEAN-PIERRE,SOISSON,"TETE DE LISTE RPR, UNION RPR-UDF",7181,DVD,CLAUDE,DASSIE,MOUVEMENT POUR LA FRANCE,2544,DVD,MICHEL,DELPRAT,UDF DISSIDENT,6004,FRN,CLAUDE,MOREAU,FRONT NATIONAL,6770,DIV,GERARD,BRIOLLAND,"CHASSE, PECHE, NATURE ET TRADITIONS",1862,DIV,SYLVAIN,LIOTARD,GENERATION BOURGOGNE !,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BOURGOGNE,89,YONNE,3,84984,47977,45689,2288,"56,45",EXG,ALAIN,WOLF,LUTTE OUVRIERE,1567,SOC-COM-ECO,GUY,FEREZ,"TETE DE LISTE SOC, UNION SOC-COM-ECO",11612,ECO,PHILIPPE,ARCHAMBAULT,MOUVEMENT ECOLOGISTE INDEPENDANT,2069,RPR-UDF,JEAN-PIERRE,SOISSON,"TETE DE LISTE RPR, UNION RPR-UDF",8180,DVD,CLAUDE,DASSIE,MOUVEMENT POUR LA FRANCE,5421,DVD,MICHEL,DELPRAT,UDF DISSIDENT,2963,FRN,CLAUDE,MOREAU,FRONT NATIONAL,10138,DIV,GERARD,BRIOLLAND,"CHASSE, PECHE, NATURE ET TRADITIONS",1863,DIV,SYLVAIN,LIOTARD,GENERATION BOURGOGNE !,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,90,TERRITOIRE DE BELFORT,1,42181,25115,23309,1806,"59,54",EXG,GERARD,BELOT,LUTTE OUVRIERE,1567,MDC,CHRISTIAN,PROUST,"TETE DE LISTE MDC, UNION MDC-SOC-ECO",8277,RPR-UDF,JEAN,ROSSELOT,"TETE DE LISTE RPR, UNION RPR-UDF",8316,FRN,MICHEL,ALGRIN,FRONT NATIONAL,4532,DIV,ELIANE,SIMON,FEDERALISTES POUR UNE FRANCHE-COMTE AU COEUR DE L'EUROPE,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FRANCHE-COMTE,90,TERRITOIRE DE BELFORT,2,45482,28405,26385,2020,"62,45",EXG,GERARD,BELOT,LUTTE OUVRIERE,2092,MDC,CHRISTIAN,PROUST,"TETE DE LISTE MDC, UNION MDC-SOC-ECO",10554,RPR-UDF,JEAN,ROSSELOT,"TETE DE LISTE RPR, UNION RPR-UDF",7352,FRN,MICHEL,ALGRIN,FRONT NATIONAL,5635,DIV,ELIANE,SIMON,FEDERALISTES POUR UNE FRANCHE-COMTE AU COEUR DE L'EUROPE,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,1,60077,31163,30196,967,"51,87",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1531,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",11583,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,769,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1029,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",407,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",6814,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,940,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,907,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,2,73447,41196,39496,1700,"56,09",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1792,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",12156,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,963,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1136,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",472,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",11505,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,1623,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1557,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,3,83511,47401,45538,1863,"56,76",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,2117,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",15813,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,1204,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1704,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",758,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",11184,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,2830,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1971,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,7957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,4,73097,40961,39725,1236,"56,04",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1613,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",13455,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,984,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1495,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",546,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",11000,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,3067,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1637,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,5928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,5,62084,35632,34728,904,"57,39",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1244,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",13424,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,876,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1329,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",469,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",10330,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,1756,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1497,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,6,68395,37326,36300,1026,"54,57",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1617,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",14426,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,958,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1179,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",524,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",8688,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,2177,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1259,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,7,68241,37306,36117,1189,"54,67",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1436,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",13096,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,798,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,950,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",421,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",10074,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,1174,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1185,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,8,68873,35943,34912,1031,"52,19",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1655,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",12580,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,990,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1075,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",370,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",9175,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,1292,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1282,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,9,68061,36626,35597,1029,"53,81",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1538,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",12295,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,916,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,1335,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",354,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",9695,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,1203,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,1304,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ILE-DE-FRANCE,91,ESSONNE,10,55379,30126,29298,828,"54,4",EXG,MONIQUE,LEBORGNE,LUTTE OUVRIERE,1276,SOC-COM,JULIEN,DRAY,"TETE DE LISTE SOC, UNION SOC-COM",13419,ECO,GHYSLAINE,DEGRAVE,GENERATION ECOLOGIE,581,ECO,MICHEL,MOMBRUN,MOUVEMENT ECOLOGISTE INDEPENDANT,692,ECO,AMAURY,COUDERC,"ENSEMBLE EGALITE, SOLIDARITE ECOLOGIE",284,UDF-RPR,PIERRE-ANDRE,WILTZER,"TETE DE LISTE UDF, UNION UDF-RPR",5768,DVD,JEAN-POL,TAFFIN,CENTRE NATIONAL DES INDEPENDANTS,0,DVD,GERARD,NEVERS,MOUVEMENT POUR LA FRANCE DISSIDENT,843,DVD,THIERRY,DEMESSENCE,COMPETENCE REPUBLICAINE CENTRE,806,FRN,MICHEL,DE ROSTOLAN,FRONT NATIONAL,5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
