Numéro de département,Département,Numéro de commune,Nom de commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Radicaux gauche,Divers gauche,Ecolo,UDF,RPR,Droite Unie : RPR-UDF,Divers droite,Divers,Front national
44,LOIRE ATLANTIQUE,47,Couëron,10283,7826,7488,241,965,3381,92,0,236,0,0,2161,0,0,412
44,LOIRE ATLANTIQUE,55,La Baule-Escoublac,11785,9116,8857,181,407,2220,113,0,288,0,0,4893,0,0,755
44,LOIRE ATLANTIQUE,69,Guérande,6791,5323,5063,214,166,1390,65,0,240,0,0,2678,0,0,310
44,LOIRE ATLANTIQUE,109,Nantes,156037,110471,107523,2380,5890,38574,1677,0,3385,0,0,48169,0,0,7448
44,LOIRE ATLANTIQUE,114,Orvault,15477,11919,11582,287,463,4456,182,0,392,0,0,5083,0,0,719
44,LOIRE ATLANTIQUE,143,Rezé,23942,17359,16731,454,1114,7872,279,0,524,0,0,5633,0,0,855
44,LOIRE ATLANTIQUE,162,Saint-Herblain,26840,19869,19338,376,1057,9194,237,0,569,0,0,6708,0,0,1197
44,LOIRE ATLANTIQUE,184,Saint-Nazaire,44741,31955,31007,945,3171,12337,491,0,1501,0,0,11074,0,0,1488
44,LOIRE ATLANTIQUE,190,Saint-Sébastien-sur-Loire,13376,10755,10372,236,582,4426,155,0,360,0,0,4077,0,0,536
44,LOIRE ATLANTIQUE,215,Vertou,11059,8885,8474,266,422,2945,135,0,281,0,0,3954,0,0,471
45,LOIRET,4,Amilly,7040,5607,5329,230,600,1625,0,0,0,0,0,2258,0,0,616
45,LOIRET,68,Châlette-sur-Loing,7432,5638,5354,267,1708,1187,0,0,0,0,0,1637,0,0,555
45,LOIRET,147,Fleury-les-Aubrais,12047,9180,8783,511,2066,2788,0,0,0,0,0,2744,0,0,674
45,LOIRET,155,Gien,8876,6760,6369,320,600,1914,0,0,0,0,0,2805,0,0,730
45,LOIRET,208,Montargis,9601,7199,6842,311,1212,1467,0,0,0,0,0,3061,0,0,791
45,LOIRET,232,Olivet,10092,8247,7981,424,339,2496,0,0,0,0,0,4031,0,0,691
45,LOIRET,234,Orléans,55360,42466,41007,2328,2719,13537,0,0,0,0,0,18517,0,0,3906
45,LOIRET,252,Pithiviers,5266,3970,3767,173,246,1133,0,0,0,0,0,1774,0,0,441
45,LOIRET,284,Saint-Jean-de-Braye,9347,7145,6849,428,488,2551,0,0,0,0,0,2774,0,0,608
45,LOIRET,285,Saint-Jean-de-la-Ruelle,8997,7216,6809,343,594,2677,0,0,0,0,0,2512,0,0,683
45,LOIRET,302,Saran,7126,5929,5660,303,1041,1799,0,0,0,0,0,1997,0,0,520
46,LOT,42,Cahors,11989,10018,9633,0,1035,2439,0,2436,0,0,0,3324,0,0,399
46,LOT,102,Figeac,6772,5596,5421,0,317,2526,0,166,0,0,0,2277,0,0,135
47,LOT ET GARONNE,1,Agen,21576,15853,15099,0,1337,4667,401,0,0,0,0,6709,553,0,1432
47,LOT ET GARONNE,157,Marmande,13086,10400,9850,0,999,3672,181,0,0,0,0,3576,892,0,530
47,LOT ET GARONNE,310,Tonneins,7150,6101,5668,0,817,1896,177,0,0,0,0,2101,280,0,397
47,LOT ET GARONNE,323,Villeneuve-sur-Lot,16982,13178,12300,0,843,3700,266,0,0,0,0,4865,1117,0,1509
48,LOZERE,95,Mende,6329,5212,5060,0,144,1611,0,0,0,0,0,2492,443,0,370
49,MAINE ET LOIRE,7,Angers,79819,59110,56842,412,3014,0,0,24543,2094,0,0,22446,1176,0,3157
49,MAINE ET LOIRE,15,Avrillé,7794,6281,6054,45,266,0,0,2344,326,0,0,2570,158,0,345
49,MAINE ET LOIRE,99,Cholet,33356,25078,23810,350,1474,0,0,7649,1539,0,0,10239,799,0,1760
49,MAINE ET LOIRE,246,Les Ponts-de-Cé,7057,5499,5251,51,436,0,0,1974,296,0,0,1991,145,0,358
49,MAINE ET LOIRE,267,Saint-Barthélemy-d'Anjou,6013,4586,4406,53,380,0,0,2045,222,0,0,1417,105,0,184
49,MAINE ET LOIRE,328,Saumur,19157,14009,13219,182,664,0,0,4031,882,0,0,5886,479,0,1095
49,MAINE ET LOIRE,353,Trélazé,6754,5073,4854,55,1881,0,0,1253,178,0,0,1257,54,0,176
50,MANCHE,25,Avranches,6263,4687,4346,0,137,1252,0,0,210,0,0,1979,451,0,317
50,MANCHE,129,Cherbourg-Octeville,17097,11859,11527,0,609,4184,0,0,581,0,0,4510,677,0,966
50,MANCHE,147,Coutances,6205,4801,4504,0,145,1384,0,0,271,0,0,1956,395,0,353
50,MANCHE,173,Equeurdreville-Hainneville,10746,7988,7755,0,600,3371,0,0,600,0,0,2512,244,0,428
50,MANCHE,218,Granville,9144,6750,6356,0,335,1983,0,0,430,0,0,2366,633,0,609
50,MANCHE,383,,9772,6757,6539,0,474,2638,0,0,471,0,0,2062,355,0,539
50,MANCHE,502,Saint-Lô,13996,10577,10158,0,321,4090,0,0,524,0,0,3529,894,0,800
50,MANCHE,602,Tourlaville,10003,7411,7159,0,448,2986,0,0,486,0,0,2238,521,0,480
51,MARNE,108,Châlons-en-Champagne,28017,20310,19409,0,3150,4463,0,0,564,2513,5147,0,1620,0,1952
51,MARNE,230,Epernay,17293,12346,11762,0,2078,3098,0,0,261,3287,1305,0,726,0,1007
51,MARNE,454,Reims,96059,67794,65994,0,7847,19182,0,0,1817,8177,13049,0,10250,0,5672
51,MARNE,649,Vitry-le-François,9685,6834,6539,0,613,1839,0,0,176,637,1996,0,462,0,816
52,HAUTE MARNE,121,Chaumont,17726,12662,12019,0,886,4261,0,0,0,0,0,5707,0,0,1165
52,HAUTE MARNE,269,Langres,5946,4493,4275,0,145,1756,0,0,0,0,0,1952,0,0,422
52,HAUTE MARNE,448,Saint-Dizier,20339,13842,13227,0,2094,3907,0,0,0,0,0,5248,0,0,1978
53,MAYENNE,130,Laval,30651,25744,24391,0,980,3673,0,6878,0,0,0,11662,0,0,1198
53,MAYENNE,147,Mayenne,8633,7065,6677,0,143,287,0,3317,0,0,0,2710,0,0,220
54,MEURTHE ET MOSELLE,159,Dombasle-sur-Meurthe,6907,4926,4650,128,508,1748,60,0,0,1066,697,0,0,0,443
54,MEURTHE ET MOSELLE,274,Jarville-la-Malgrange,6383,4247,4077,82,183,1461,65,0,0,1280,566,0,0,0,440
54,MEURTHE ET MOSELLE,280,Joeuf,5640,4406,4204,147,1204,1170,28,0,0,721,538,0,0,0,396
54,MEURTHE ET MOSELLE,304,Laxou,9515,6381,6200,84,274,2039,107,0,0,2104,911,0,0,0,681
54,MEURTHE ET MOSELLE,323,Longwy,10267,7446,7163,138,1497,1991,79,0,0,1362,1352,0,0,0,744
54,MEURTHE ET MOSELLE,329,Lunéville,14456,10017,9576,308,745,3092,143,0,0,2576,1661,0,0,0,1051
54,MEURTHE ET MOSELLE,382,Mont-Saint-Martin,4252,3002,2885,51,680,813,25,0,0,451,461,0,0,0,404
54,MEURTHE ET MOSELLE,395,Nancy,57081,38379,37188,490,1281,10334,811,0,0,15508,5300,0,0,0,3464
54,MEURTHE ET MOSELLE,431,Pont-à-Mousson,8953,6320,6061,122,426,2103,60,0,0,1512,1069,0,0,0,769
54,MEURTHE ET MOSELLE,482,Saint-Max,7234,5390,5191,68,186,1676,70,0,0,1386,1374,0,0,0,431
54,MEURTHE ET MOSELLE,528,Toul,9459,6902,6585,177,267,1971,83,0,0,2205,973,0,0,0,909
54,MEURTHE ET MOSELLE,547,Vandoeuvre-lès-Nancy,18728,12198,11800,209,520,4304,248,0,0,3937,1285,0,0,0,1297
54,MEURTHE ET MOSELLE,578,Villers-lès-Nancy,10534,8344,8110,73,231,2789,181,0,0,3047,1122,0,0,0,667
54,MEURTHE ET MOSELLE,580,Villerupt,6973,5228,5049,127,2025,1445,52,0,0,477,628,0,0,0,295
55,MEUSE,29,Bar-le-Duc,11311,8761,8357,0,470,4110,0,0,0,0,0,3106,0,0,671
55,MEUSE,545,Verdun,12420,9356,8891,0,529,3077,0,0,0,0,0,4194,0,0,1091
56,MORBIHAN,7,Auray,6387,5122,4887,0,280,1448,0,0,155,0,0,2182,186,149,487
56,MORBIHAN,83,Hennebont,9927,7838,7563,0,1443,2500,0,0,222,0,0,2650,299,115,334
56,MORBIHAN,98,Lanester,14784,11484,11051,0,3163,3080,0,0,373,0,0,3025,382,260,768
56,MORBIHAN,121,Lorient,42324,30965,29987,0,3200,9912,0,0,1028,0,0,10734,1631,864,2618
56,MORBIHAN,162,Ploemeur,9781,7843,7547,0,521,2363,0,0,271,0,0,3057,393,216,726
56,MORBIHAN,178,Pontivy,8729,7227,6955,0,587,2443,0,0,250,0,0,3149,111,124,291
56,MORBIHAN,260,Vannes,26674,20018,19473,0,577,6069,0,0,717,0,0,9574,598,294,1644
57,MOSELLE,58,Behren-lès-Forbach,4658,3093,2886,0,309,666,43,0,142,384,614,0,120,0,608
57,MOSELLE,160,Creutzwald,8683,6265,5971,0,361,1776,70,0,228,1350,982,0,439,0,765
57,MOSELLE,206,Fameck,7786,5654,5401,0,621,1617,84,0,174,692,833,0,555,0,825
57,MOSELLE,221,Florange,6990,5487,5186,0,572,1385,65,0,178,835,861,0,452,0,838
57,MOSELLE,227,Forbach,13307,9274,8892,0,333,2038,60,0,311,1111,3244,0,379,0,1416
57,MOSELLE,240,Freyming-Merlebach,10686,8029,7659,0,618,2269,84,0,318,1032,1939,0,334,0,1065
57,MOSELLE,283,Hagondange,5382,4381,4123,0,1098,772,27,0,120,450,319,0,881,0,456
57,MOSELLE,306,Hayange,11012,8533,8147,0,1506,2186,94,0,306,1140,1162,0,656,0,1097
57,MOSELLE,332,Hombourg-Haut,6304,4412,4218,0,202,1276,41,0,204,622,1030,0,184,0,659
57,MOSELLE,433,Maizières-lès-Metz,5745,4743,4530,0,462,1289,69,0,187,742,541,0,669,0,571
57,MOSELLE,447,Marly,6587,5415,5224,0,96,1401,49,0,198,1791,831,0,225,0,633
57,MOSELLE,463,Metz,67371,49843,47847,0,1635,11973,538,0,1964,18529,5397,0,2307,0,5504
57,MOSELLE,480,Montigny-lès-Metz,15703,11971,11355,0,405,3054,101,0,402,4129,1523,0,507,0,1234
57,MOSELLE,491,Moyeuvre-Grande,6022,4674,4311,0,1241,1318,30,0,161,377,239,0,503,0,442
57,MOSELLE,591,Rombas,6229,4813,4569,0,455,1240,48,0,139,464,293,0,1426,0,504
57,MOSELLE,606,Saint-Avold,11204,8179,7909,0,338,2079,96,0,352,1830,2033,0,273,0,908
57,MOSELLE,630,Sarrebourg,8938,6435,6178,0,69,1022,25,0,300,1515,2478,0,87,0,682
57,MOSELLE,631,Sarreguemines,16052,12061,11206,0,347,2075,110,0,614,1818,2689,0,1804,0,1749
57,MOSELLE,660,Stiring-Wendel,8484,5961,5634,0,369,1450,52,0,225,932,1386,0,261,0,959
57,MOSELLE,672,Thionville,25563,20510,19316,0,3202,4797,142,0,548,3868,3273,0,1676,0,1810
57,MOSELLE,683,Uckange,4462,3474,3354,0,400,1077,32,0,104,403,465,0,304,0,569
57,MOSELLE,751,Woippy,6521,5070,4826,0,305,1320,64,0,196,1128,491,0,384,0,938
57,MOSELLE,757,Yutz,10475,7939,7433,0,815,2092,57,0,239,1480,1089,0,778,0,883
58,NIEVRE,86,Cosne-Cours-sur-Loire,8890,6934,6615,0,654,2630,0,0,0,0,0,2596,0,0,735
58,NIEVRE,194,Nevers,27999,20677,19865,0,2314,8410,0,0,0,0,0,7785,0,0,1356
58,NIEVRE,303,Varennes-Vauzelles,6985,5681,5438,0,1410,2103,0,0,0,0,0,1663,0,0,262
59,NORD,8,Aniche,6542,5110,4872,134,1355,1420,0,0,180,413,1015,0,59,0,296
59,NORD,9,Villeneuve-d'Ascq,35245,26780,25953,403,1928,10084,0,0,1417,4005,4946,0,281,0,2889
59,NORD,14,Anzin,8960,6968,6648,153,1823,2133,0,0,210,674,876,0,101,0,678
59,NORD,17,Armentières,16507,13584,12882,286,1227,5328,0,0,466,1781,2387,0,191,0,1216
59,NORD,33,Aulnoye-Aymeries,7176,5958,5707,114,2130,1310,0,0,187,555,831,0,77,0,503
59,NORD,43,Bailleul,8575,7416,6990,190,367,2566,0,0,237,1093,1911,0,133,0,493
59,NORD,112,Bruay-sur-l'Escaut,7927,6278,6017,207,1877,1453,0,0,255,668,828,0,70,0,659
59,NORD,122,Cambrai,23650,18708,17802,330,1376,5376,0,0,540,1691,5881,0,290,0,2318
59,NORD,131,Cappelle-la-Grande,6034,4837,4572,171,750,1713,0,0,222,486,675,0,67,0,488
59,NORD,139,Caudry,9581,7927,7391,193,1214,2576,0,0,222,704,1138,0,99,0,1245
59,NORD,152,Comines,7279,5687,5423,114,1025,1394,0,0,129,768,1209,0,74,0,710
59,NORD,153,Condé-sur-l'Escaut,7323,5556,5304,200,890,1661,0,0,247,476,1102,0,63,0,665
59,NORD,155,Coudekerque-Branche,16254,12917,12257,335,1421,4991,0,0,506,1573,2210,0,155,0,1066
59,NORD,163,Croix,13474,10616,10199,189,694,2936,0,0,342,2061,2285,0,124,0,1568
59,NORD,172,Denain,12772,9365,9015,196,3184,2104,0,0,237,746,1468,0,100,0,980
59,NORD,178,Douai,26767,19168,18550,295,2713,4258,0,0,519,1343,7347,0,173,0,1902
59,NORD,179,Douchy-les-Mines,6728,5047,4849,115,1650,1256,0,0,172,382,671,0,35,0,568
59,NORD,183,Dunkerque,48264,36372,35009,684,2592,10270,0,0,1730,5276,10049,0,642,0,3766
59,NORD,205,Escaudain,6090,4702,4518,149,1859,1065,0,0,154,322,532,0,26,0,411
59,NORD,220,Faches-Thumesnil,12570,9688,9380,104,745,3470,0,0,387,1471,1942,0,185,0,1076
59,NORD,249,Fourmies,9882,7912,7410,233,1416,2406,0,0,200,639,1947,0,104,0,465
59,NORD,271,Grande-Synthe,12660,9657,9189,302,1199,3701,0,0,391,844,1273,0,147,0,1332
59,NORD,273,Gravelines,7862,6308,5989,212,401,2842,0,0,210,670,1050,0,81,0,523
59,NORD,279,Halluin,10772,8971,8285,195,1031,2465,0,0,298,1413,1469,0,181,0,1233
59,NORD,286,Haubourdin,9066,6876,6518,184,898,2204,0,0,261,1166,974,0,146,0,685
59,NORD,291,Hautmont,10301,7854,7505,183,1935,1521,0,0,249,834,1410,0,72,0,1301
59,NORD,295,Hazebrouck,13810,11367,10680,359,860,3619,0,0,352,1430,2995,0,145,0,920
59,NORD,299,Hem,11663,9387,8969,183,498,2935,0,0,289,1775,1522,0,108,0,1659
59,NORD,324,Jeumont,6352,4666,4498,99,569,1355,0,0,164,565,1069,0,86,0,591
59,NORD,328,Lambersart,20193,15549,15148,163,786,4027,0,0,604,5034,2791,0,287,0,1456
59,NORD,350,Lille,96860,65914,63460,1129,5151,22097,0,0,2577,9678,13098,0,1481,0,8249
59,NORD,355,,18594,14338,13706,295,1496,6120,0,0,492,1760,1897,0,270,0,1376
59,NORD,360,Loos,12041,9371,8923,205,1063,3537,0,0,322,1208,1405,0,193,0,990
59,NORD,367,Lys-lez-Lannoy,8124,6458,6098,89,372,2118,0,0,241,1060,1115,0,55,0,1048
59,NORD,368,La Madeleine,13767,10092,9747,145,712,2716,0,0,322,1440,3230,0,212,0,970
59,NORD,378,Marcq-en-Baroeul,26034,19551,19061,223,1025,4407,0,0,692,3202,7095,0,451,0,1966
59,NORD,383,Marly,8153,6427,6150,116,1838,1508,0,0,220,585,1174,0,74,0,635
59,NORD,392,Maubeuge,20566,15083,14407,268,2195,4124,0,0,430,2595,2501,0,154,0,2140
59,NORD,400,Merville,6111,5105,4748,203,497,1592,0,0,170,776,1064,0,108,0,338
59,NORD,410,Mons-en-Baroeul,14809,10610,10235,194,909,3286,0,0,473,1648,2036,0,227,0,1462
59,NORD,421,Mouvaux,9165,7400,7183,78,256,1582,0,0,183,1643,2079,0,165,0,1197
59,NORD,426,Neuville-en-Ferrain,6872,5633,5426,70,273,1560,0,0,216,956,1275,0,112,0,964
59,NORD,447,Onnaing,6183,4807,4612,124,1570,974,0,0,195,465,814,0,60,0,410
59,NORD,491,Raismes,9672,7888,7550,189,3171,1469,0,0,278,767,924,0,26,0,726
59,NORD,507,Ronchin,12060,9000,8725,117,705,3504,0,0,373,1298,1549,0,174,0,1005
59,NORD,508,Roncq,7743,6525,6190,71,1014,1480,0,0,225,1256,1129,0,110,0,905
59,NORD,512,Roubaix,46849,34494,32956,887,2484,9720,0,0,953,6431,4924,0,100,0,7457
59,NORD,526,Saint-Amand-les-Eaux,11617,8983,8364,193,1632,2072,0,0,297,1996,1226,0,134,0,814
59,NORD,527,Saint-André-lez-Lille,7085,5672,5486,72,399,1679,0,0,214,1521,961,0,112,0,528
59,NORD,540,Saint-Pol-sur-Mer,15298,11465,10929,349,1755,4054,0,0,526,1151,1456,0,223,0,1415
59,NORD,544,Saint-Saulve,6938,5452,5232,83,748,1412,0,0,210,797,1342,0,106,0,534
59,NORD,560,Seclin,8178,6310,5994,152,1402,1503,0,0,241,847,1137,0,115,0,597
59,NORD,569,Sin-le-Noble,11613,8567,8222,204,2370,2007,0,0,257,643,1961,0,87,0,693
59,NORD,574,Somain,8719,6756,6457,116,2510,1525,0,0,198,629,1011,0,63,0,405
59,NORD,599,Tourcoing,53112,41076,40158,865,2624,11093,0,0,1297,6693,7400,0,628,0,9558
59,NORD,606,Valenciennes,25908,19388,18675,351,2925,4208,0,0,674,2737,5404,0,309,0,2067
59,NORD,616,Vieux-Condé,7799,5771,5420,168,1805,957,0,0,211,503,1199,0,86,0,491
59,NORD,646,Wasquehal,12388,9747,9339,142,696,2996,0,0,359,1669,2041,0,129,0,1307
59,NORD,648,Wattignies,8798,6506,6262,102,429,2210,0,0,312,1065,1294,0,92,0,758
59,NORD,650,Wattrelos,28845,21823,20845,501,1705,8092,0,0,735,2564,2633,0,209,0,4406
59,NORD,654,Waziers,5369,4163,3982,119,1603,797,0,0,108,243,598,0,42,0,472
60,OISE,57,Beauvais,29741,24085,23015,750,1587,9000,541,0,0,0,0,8497,0,0,2640
60,OISE,141,Chantilly,7034,5240,5085,119,269,1413,108,0,0,0,0,2396,0,0,780
60,OISE,159,Compiègne,22196,16589,16062,401,952,4927,335,0,0,0,0,7587,0,0,1860
60,OISE,175,Creil,15875,11069,10574,367,1375,4163,194,0,0,0,0,2786,0,0,1689
60,OISE,176,Crépy-en-Valois,7959,6177,5908,250,1222,1710,109,0,0,0,0,2009,0,0,608
60,OISE,282,Gouvieux,5872,4611,4468,82,258,1204,94,0,0,0,0,2236,0,0,594
60,OISE,395,Méru,6071,4589,4346,212,501,1444,91,0,0,0,0,1459,0,0,639
60,OISE,414,Montataire,6730,5156,4899,157,2049,1016,80,0,0,0,0,1009,0,0,588
60,OISE,463,Nogent-sur-Oise,9643,7412,7101,218,821,2480,143,0,0,0,0,2378,0,0,1061
60,OISE,471,Noyon,7560,5773,5539,178,535,1431,94,0,0,0,0,2574,0,0,727
60,OISE,509,Pont-Sainte-Maxence,5462,4177,3990,170,477,1290,233,0,0,0,0,1384,0,0,436
60,OISE,612,Senlis,8612,6356,6140,136,267,1588,99,0,0,0,0,3402,0,0,648
61,ORNE,1,Alençon,18851,13678,13181,116,487,915,0,4410,347,0,0,5814,328,0,764
61,ORNE,6,Argentan,10787,8467,8081,32,719,747,0,2191,227,0,0,1310,2418,0,437
61,ORNE,169,Flers,10921,8522,8100,40,313,553,0,2550,320,0,0,2806,918,0,600
61,ORNE,214,L'Aigle,5601,4290,4075,22,144,393,0,1065,105,0,0,1731,246,0,369
62,PAS DE CALAIS,14,Aire-sur-la-Lys,6810,5711,5329,0,407,2029,0,0,226,747,1092,0,569,0,259
62,PAS DE CALAIS,40,Arques,6204,5282,4950,0,382,2162,0,0,156,445,1124,0,394,0,287
62,PAS DE CALAIS,41,Arras,26171,21811,20841,0,1754,7360,0,0,1148,2570,3536,0,2607,0,1866
62,PAS DE CALAIS,48,Auchel,8805,7011,6717,0,2490,1643,0,0,194,784,659,0,550,0,397
62,PAS DE CALAIS,65,Avion,12510,9565,9101,0,3945,2017,0,0,411,686,679,0,531,0,832
62,PAS DE CALAIS,108,Berck,9985,7803,7394,0,588,2662,0,0,184,747,1167,0,1284,0,762
62,PAS DE CALAIS,119,Béthune,17319,13491,12858,0,1401,4996,0,0,524,1220,1927,0,1622,0,1168
62,PAS DE CALAIS,160,Boulogne-sur-Mer,30066,21687,20835,0,2926,7303,0,0,720,3851,3017,0,1462,0,1556
62,PAS DE CALAIS,178,Bruay-la-Buissière,16369,12116,11514,0,2162,5033,0,0,445,919,1303,0,906,0,746
62,PAS DE CALAIS,186,Bully-les-Mines,8818,6985,6685,0,1406,2737,0,0,316,570,593,0,580,0,483
62,PAS DE CALAIS,193,Calais,50690,36613,34663,0,9376,8059,0,0,1319,2988,6438,0,3607,0,2876
62,PAS DE CALAIS,215,Carvin,10675,8225,7881,0,2340,1943,0,0,315,721,1087,0,465,0,1010
62,PAS DE CALAIS,250,Courrières,7906,6312,6021,0,1049,2424,0,0,230,508,738,0,297,0,775
62,PAS DE CALAIS,318,Etaples,7435,6037,5723,0,1075,1140,0,0,143,554,478,0,1945,0,388
62,PAS DE CALAIS,413,Harnes,9127,7085,6780,0,1783,1774,0,0,278,637,741,0,493,0,1074
62,PAS DE CALAIS,427,Hénin-Beaumont,17956,14141,13494,0,2496,4842,0,0,546,1591,1681,0,794,0,1544
62,PAS DE CALAIS,498,Lens,25101,19624,18755,0,2827,7978,0,0,683,1666,2064,0,1714,0,1823
62,PAS DE CALAIS,510,Liévin,22023,17229,16361,0,3123,7148,0,0,720,1191,1653,0,1133,0,1393
62,PAS DE CALAIS,516,Lillers,6863,5739,5444,0,1518,1725,0,0,195,490,747,0,464,0,305
62,PAS DE CALAIS,525,Longuenesse,7529,5892,5640,0,468,2351,0,0,212,458,1365,0,365,0,421
62,PAS DE CALAIS,570,Méricourt,8531,6641,6412,0,2724,1295,0,0,277,609,565,0,294,0,648
62,PAS DE CALAIS,587,Montigny-en-Gohelle,6604,5016,4747,0,1645,1222,0,0,218,412,507,0,220,0,523
62,PAS DE CALAIS,617,Noeux-les-Mines,8944,7234,6865,0,1319,2679,0,0,340,763,882,0,519,0,363
62,PAS DE CALAIS,637,Oignies,6596,5213,5010,0,1077,1402,0,0,171,468,663,0,251,0,978
62,PAS DE CALAIS,643,Outreau,9778,7972,7560,0,1680,3036,0,0,295,789,834,0,421,0,505
62,PAS DE CALAIS,667,Le Portel,7211,5268,5075,0,978,1353,0,0,150,905,1065,0,263,0,361
62,PAS DE CALAIS,724,Rouvroy,6062,4977,4759,0,2307,811,0,0,191,390,455,0,180,0,425
62,PAS DE CALAIS,758,Saint-Martin-Boulogne,8186,6278,5993,0,928,2071,0,0,200,962,1071,0,394,0,367
62,PAS DE CALAIS,765,Saint-Omer,9991,7734,7314,0,484,2297,0,0,210,530,2704,0,578,0,511
62,PAS DE CALAIS,771,Sallaumines,7701,5678,5444,0,2182,1210,0,0,198,488,513,0,257,0,596
62,PAS DE CALAIS,907,Libercourt,5455,4129,3974,0,886,1110,0,0,169,296,688,0,138,0,687
63,PUY DE DOME,75,Chamalières,11744,9581,9351,55,243,1954,167,92,265,0,0,6017,0,0,558
63,PUY DE DOME,113,Clermont-Ferrand,72455,56366,54638,585,3629,19991,880,643,1537,0,0,23833,0,0,3540
63,PUY DE DOME,124,Cournon-d'Auvergne,10993,8630,8333,100,508,2980,110,426,214,0,0,3528,0,0,467
63,PUY DE DOME,178,Issoire,8348,6919,6639,92,421,2116,135,73,219,0,0,3168,0,0,415
63,PUY DE DOME,300,Riom,10230,8452,8125,93,947,2630,78,83,216,0,0,3577,0,0,501
63,PUY DE DOME,430,Thiers,10042,7953,7552,116,717,2597,168,102,146,0,0,2863,0,0,843
64,PYRENEES ATLANTIQUES,24,Anglet,22360,17434,16868,0,1073,5279,439,0,0,0,0,7771,574,450,1282
64,PYRENEES ATLANTIQUES,102,Bayonne,26802,19551,18940,0,1335,6339,386,0,0,0,0,8296,603,608,1373
64,PYRENEES ATLANTIQUES,122,Biarritz,21370,16283,15755,0,690,4545,459,0,0,0,0,7470,717,351,1523
64,PYRENEES ATLANTIQUES,129,Billère,8496,6517,6306,0,360,2556,91,0,0,0,0,2385,228,137,549
64,PYRENEES ATLANTIQUES,260,Hendaye,7103,5555,5417,0,454,2091,219,0,0,0,0,1897,90,295,371
64,PYRENEES ATLANTIQUES,410,Mourenx,5525,3828,3724,0,714,1315,60,0,0,0,0,870,99,74,592
64,PYRENEES ATLANTIQUES,422,Oloron-Sainte-Marie,8161,6524,6264,0,998,2297,83,0,0,0,0,1844,513,165,364
64,PYRENEES ATLANTIQUES,430,Orthez,7894,6500,6223,0,341,2485,143,0,0,0,0,2625,223,181,225
64,PYRENEES ATLANTIQUES,445,Pau,50096,39271,38312,0,1580,15820,523,0,0,0,0,14797,1357,497,3738
64,PYRENEES ATLANTIQUES,483,Saint-Jean-de-Luz,9211,7710,7435,0,374,1924,641,0,0,0,0,3432,188,317,559
65,HAUTES PYRENEES,59,Bagnères-de-Bigorre,6365,4927,4694,0,852,1342,245,0,193,0,0,1858,0,0,204
65,HAUTES PYRENEES,286,Lourdes,12599,10274,9828,0,353,851,3793,0,250,0,0,4030,0,0,551
65,HAUTES PYRENEES,440,Tarbes,32039,22990,22365,0,4165,5444,2124,0,789,0,0,8271,0,0,1572
66,PYRENEES ORIENTALES,136,Perpignan,71604,52309,50461,0,4787,11930,0,0,0,0,0,19094,2113,1264,11273
67,BAS RHIN,43,Bischheim,9381,6382,5988,304,355,1006,0,844,280,1312,619,0,370,0,898
67,BAS RHIN,46,Bischwiller,5228,3936,3543,224,52,529,0,152,187,917,783,0,147,0,552
67,BAS RHIN,180,Haguenau,16256,12928,12038,950,137,1480,0,492,621,4006,1946,0,960,0,1446
67,BAS RHIN,204,Hoenheim,6629,4973,4801,159,198,792,0,675,282,1369,539,0,220,0,567
67,BAS RHIN,218,Illkirch-Graffenstaden,14151,10488,10112,459,226,1727,0,693,594,2115,2604,0,497,0,1197
67,BAS RHIN,267,Lingolsheim,10602,7675,7355,346,165,1271,0,565,423,2258,956,0,372,0,999
67,BAS RHIN,365,Ostwald,6553,4808,4559,150,136,666,0,1013,185,959,667,0,200,0,583
67,BAS RHIN,437,Saverne,6485,5193,4941,162,72,563,0,108,271,2579,503,0,144,0,539
67,BAS RHIN,447,Schiltigheim,18122,12614,11824,369,390,1340,0,3926,518,2121,1127,0,487,0,1546
67,BAS RHIN,462,Sélestat,10388,8081,7422,254,141,2212,0,126,543,2301,886,0,241,0,718
67,BAS RHIN,482,Strasbourg,128723,90851,87436,3828,2067,16994,0,5647,4750,27168,10580,0,5087,0,11315
68,HAUT RHIN,63,Cernay,5984,4528,4237,0,120,1320,0,0,297,667,736,0,226,0,871
68,HAUT RHIN,66,Colmar,35271,26503,24415,0,482,6497,0,0,1509,8421,3331,0,1265,0,2910
68,HAUT RHIN,112,Guebwiller,6102,4740,4429,0,122,1297,0,0,330,740,1170,0,195,0,575
68,HAUT RHIN,154,Illzach,8761,6394,6110,0,154,1802,0,0,398,1286,1019,0,303,0,1148
68,HAUT RHIN,166,Kingersheim,6461,4923,4688,0,153,1531,0,0,298,719,879,0,248,0,860
68,HAUT RHIN,224,Mulhouse,62725,43036,40025,0,1093,11209,0,0,2614,8828,6370,0,1985,0,7926
68,HAUT RHIN,271,Riedisheim,8751,6536,6265,0,107,1546,0,0,533,1515,1324,0,287,0,953
68,HAUT RHIN,278,Rixheim,7105,5283,5047,0,84,1364,0,0,402,1207,973,0,234,0,783
68,HAUT RHIN,297,Saint-Louis,10345,7342,6822,0,128,1735,0,0,557,1832,1167,0,349,0,1054
68,HAUT RHIN,375,Wittelsheim,6891,5448,5182,0,310,2028,0,0,254,679,728,0,220,0,963
