Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,20 Pourcentage aux exprimés
83,VAR,6,163122,98645,96919,1726,"60,47%",F,LIGNON,COSETTE,LUTTE OUVRIERE,EXG,1111,N,M,RAIGNAULT,PHILIPPE,GAUCHE ALTERNATIVE 2007,EXG,2193,N,F,LECOQ,CATHERINE,PARTI COMMUNISTE FRANCAIS,COM,4192,N,M,LATZ,MICHAEL,PARTI SOCIALISTE,SOC,17692,N,M,SILVANI,ROBERT,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,2341,N,F,BLANC,DOMINIQUE,UDF - MOUVEMENT DEMOCRATE,MODEM,6299,N,F,PONS,JOSETTE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,50423,N,M,PERNOUD,JEAN-CLAUDE,MOUVEMENT SERVIR,DVD,686,N,M,FOURNIER,SERGE,MOUVEMENT POUR LA FRANCE,DVD,1511,N,M,CHEVROT,REGIS,FRONT NATIONAL,FRN,7115,N,M,SALAUN,GUY,MOUVEMENT NATIONAL REPUBLICAIN,EXD,623,N,F,RUIZ,MARIE-HELENE,CHASSE PECHE NATURE TRADITIONS,DIV,1700,N,M,GALLAND,JEAN-CLAUDE,NON COMMUNIQUE,DIV,391,N,F,KLEMENTZ,MARLENE,LA FRANCE EN ACTION,DIV,642,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,VAR,7,107869,62231,61261,970,"57,69%",F,BALTY,MARIE-RENEE,LUTTE OUVRIERE,EXG,315,N,F,ARNAL,JOELLE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1514,N,M,MIGNONI,PHILIPPE,PARTI COMMUNISTE FRANCAIS,COM,2324,N,M,OUESLATI,LAROUSSI,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,8042,N,M,MARTINENQ,PATRICK,DIVERS GAUCHE ET CENTRE,DVG,2447,N,F,D'ORTOLI,HELENE,LES VERTS,ECO,1223,N,M,LANFANT,MAX,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,756,N,M,BERNHARD,FERDINAND,UDF - MOUVEMENT DEMOCRATE,MODEM,6712,N,M,VIALATTE,JEAN-SEBASTIEN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,31302,N,M,NAVARRO,GERARD,MOUVEMENT POUR LA FRANCE,DVD,867,N,M,HOUVET,JOEL,FRONT NATIONAL,FRN,4168,N,M,WAQUET,JEAN-YVES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,524,N,M,MILLANELLO,ALAIN,CHASSE PECHE NATURE TRADITIONS,DIV,522,N,F,RACOUCHOT,BERNADETTE,PARTI OCCITAN,DIV,178,N,M,SEILLER,GEORGES,LA FRANCE EN ACTION,DIV,367,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,1,71552,42580,41886,694,"59,51%",F,CALVET,NICOLE,PARTI DES TRAVAILLEURS,EXG,206,N,F,VEILLANT,HELENE,LUTTE OUVRIERE,EXG,223,N,M,DEHY,ABDELLATIF,EXTREME GAUCHE,EXG,1196,N,M,CASTELLI,ANDRE,PARTI COMMUNISTE FRANCAIS,COM,2869,N,F,FOURNIER-ARMAND,MICHELE,PARTI SOCIALISTE,SOC,8858,O,F,LOLO,MARIE-PAULE,LES VERTS,ECO,999,N,M,SCHULTHEIS,JEAN,GENERATION ECOLOGIE,ECO,340,N,F,CALVES,JEANNINE,UDF - MOUVEMENT DEMOCRATE,MODEM,3368,N,F,ROIG,MARIE-JOSEE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18719,O,F,FURIOLI-BEAUNIER,MARTINE,MOUVEMENT POUR LA FRANCE,DVD,424,N,M,DE LA TOCNAYE,THIBAUT,FRONT NATIONAL,FRN,3265,N,M,CATTOEN,PHILIPPE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,260,N,M,PINGOUROUX,CLAUDE,CHASSE PECHE NATURE TRADITIONS,DIV,218,N,M,RAHMOUNI,AKIM,DIVERS,DIV,658,N,F,TINEL,COLETTE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,VOISIN,THOMAS,LA FRANCE EN ACTION,DIV,283,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,2,120724,74930,73687,1243,"62,07%",F,SOUCHON,ANNIE,LUTTE OUVRIERE,EXG,419,N,F,DURIN-GAUBERT,DOMINIQUE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1934,N,F,ANTONELLI,LYDIE,PARTI COMMUNISTE FRANCAIS,COM,2060,N,M,JOSEPH,JEAN-LOUIS,PARTI SOCIALISTE,SOC,18437,O,F,THIEBAUT,GENEVIEVE,LES VERTS,ECO,2180,N,F,BOUISSE,NICOLE,UDF - MOUVEMENT DEMOCRATE,MODEM,5069,N,M,BOUCHET,JEAN-CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,25169,O,M,GIRO,MAURICE,MAJORITE PRESIDENTIELLE,DVD,10511,N,F,NOUGUIER,FRANCOISE,MOUVEMENT POUR LA FRANCE,DVD,642,N,F,RAYE,MARIE-ODILE,FRONT NATIONAL,FRN,4830,N,M,PELLICER,ERIC,MOUVEMENT NATIONAL REPUBLICAIN,EXD,293,N,M,AUDIBERT,DANIEL,CHASSE PECHE NATURE TRADITIONS,DIV,1267,N,M,BARDONNET,GABRIEL,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,DE SAINT RAPT,THIBAUT,SANS ETIQUETTE,DIV,228,N,F,COMPAGNON,MEENA,LA FRANCE EN ACTION,DIV,648,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,3,97325,59562,58518,1044,"61,2%",M,HARLE,REGIS,LUTTE OUVRIERE,EXG,396,N,M,CAMMAL,MICHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1789,N,M,POINT,VIVIAN,PARTI COMMUNISTE FRANCAIS,COM,2267,N,F,PERIS,NADINE,PARTI SOCIALISTE,SOC,9619,O,M,MAGNAT,BENOIT,LES VERTS,ECO,1253,N,F,CARVOU,JOSEFA,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,790,N,M,CHAVRIER,CHRISTIAN,UDF - MOUVEMENT DEMOCRATE,MODEM,4051,N,M,FERRAND,JEAN-MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,28550,O,M,DE LEPINAU,HERVE,MOUVEMENT POUR LA FRANCE,DVD,3008,N,M,MACARY,GUY,FRONT NATIONAL,FRN,4588,N,F,GOURVIL,PEGGY,MOUVEMENT NATIONAL REPUBLICAIN,EXD,831,N,M,BERBIGUIER,PATRICK,CHASSE PECHE NATURE TRADITIONS,DIV,796,N,F,NICOLAS,ANNE-SOPHIE,LA FRANCE EN ACTION,DIV,580,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,VAUCLUSE,4,82860,52108,51073,1035,"62,89%",F,ROBIN,ELISABETH,LUTTE OUVRIERE,EXG,244,N,M,MOULET,FRANCK,GAUCHE ALTERNATIVE 2007,EXG,327,N,F,CLERC,STEPHANIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,838,N,F,HALOUI,FABIENNE,PARTI COMMUNISTE FRANCAIS,COM,1474,N,M,MEFFRE,PIERRE,PARTI SOCIALISTE,SOC,10388,O,F,CARVOU,BETTY,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,594,N,M,ROTICCI,ROLAND,UDF - MOUVEMENT DEMOCRATE,MODEM,2451,N,M,MARIANI,THIERRY,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21125,O,M,BOMPARD,JACQUES,MOUVEMENT POUR LA FRANCE,DVD,10072,N,F,GUEGUEN,EMMANUELLE,FRONT NATIONAL,FRN,2268,N,F,COURBET,CHANTAL,CHASSE PECHE NATURE TRADITIONS,DIV,708,N,F,HAUTANT,ANNE-MARIE,PARTI OCCITAN,DIV,363,N,M,PERELLO,LAURENT,LA FRANCE EN ACTION,DIV,221,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,1,95367,58937,57245,1692,"61,8%",M,ROBIN,GILLES,LUTTE OUVRIERE,EXG,635,N,F,GIL,MAYI,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1491,N,F,MOREAU,CORINNE,GAUCHE UNIE ANTILIBERALE,COM,1129,N,F,CEREIJO,PATRICIA,PARTI SOCIALISTE,SOC,14460,O,F,VALIN,ANNE,LES VERTS,ECO,2041,N,M,CHARRIER ,JACQUES,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,837,N,M,PREEL,JEAN-LUC,MAJORITE PRESIDENTIELLE - PSLE,PSLE,17761,O,M,LEBOEUF,ALAIN,DIVERS DROITE,DVD,15993,N,F,NEVEUX,BRIGITTE,FRONT NATIONAL,FRN,1293,N,F,VIOLLEAU,MARIE-MADELEINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,373,N,F,BOTTON,NATHALIE,CHASSE PECHE NATURE TRADITIONS,DIV,1232,N,F,SORIN,JACQUELINE,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,2,91771,58443,56984,1459,"63,68%",M,BOINIER,ROBERT,PARTI DES TRAVAILLEURS,EXG,386,N,F,SAMSON,CHRISTINE,LUTTE OUVRIERE,EXG,660,N,M,LAGLEIZE,FRANCOIS,GAUCHE UNIE ANTILIBERALE,COM,942,N,F,BULTEAU,SYLVIANE,PARTI SOCIALISTE,SOC,16471,O,M,HELARY,YANN,LES VERTS,ECO,2023,N,M,GUINOT,STEPHANE,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,680,N,M,MESTRE,RAOUL,UDF - MOUVEMENT DEMOCRATE,MODEM,6048,N,M,CAILLAUD,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,26649,O,M,KOUSKOFF,GEORGES,FRONT NATIONAL,FRN,1268,N,M,GENET,MAURICE,MNR - CONTRE L'IMMIGRATION-ISLAMISATION,EXD,441,N,F,LOCTEAU,ERIKA,CHASSE PECHE NATURE TRADITIONS,DIV,959,N,M,RIOCHE,MICHEL,SANS ETIQUETTE,DIV,0,N,M,MORINIERE,JEAN-PIERRE,LA FRANCE EN ACTION,DIV,457,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,3,108496,66074,64714,1360,"60,9%",M,THERIN,JEAN-YVES,LUTTE OUVRIERE,EXG,781,N,F,MARSAL,FREDERIQUE,GAUCHE UNIE ANTILIBERALE,COM,1717,N,M,BAUD,JACQUES,PARTI SOCIALISTE,SOC,11692,N,F,GILBERT,FRANCOISE,LES VERTS,ECO,2144,N,M,FOURE,PHILIPPE,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,751,N,M,GERBAUD,XAVIER,UDF - MOUVEMENT DEMOCRATE,MODEM,5514,N,M,GUEDON,LOUIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,34133,N,M,DE CHANTERAC,FRANCOIS,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,1249,N,M,D'AUDIFFRET,OLIVIER,DIVERS DROITE,DVD,2300,N,F,VOUZELLAUD,DANIELE,FRONT NATIONAL,FRN,2004,N,M,PETITDIDIER,PAUL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,780,N,M,MAROLLEAU,ERICK,CHASSE PECHE NATURE TRADITIONS,DIV,1187,N,F,CHERET,DANIELLE,PARTI HUMANISTE,DIV,6,N,F,LEBOUTEUX,GENEVIEVE,LA FRANCE EN ACTION,DIV,456,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,4,90924,58244,56525,1719,"64,06%",M,STAMBOULI,MICHEL,LUTTE OUVRIERE,EXG,585,N,M,CHEVALLIER,JEAN-CLAUDE,GAUCHE UNIE ANTILIBERALE,COM,762,N,M,BOLTEAU,JEAN-FRANCOIS,PARTI SOCIALISTE,SOC,9269,N,M,YOU,PATRICK,LES VERTS,ECO,2501,N,M,SCHWERDORFFER,ARNOLD,UDF - MOUVEMENT DEMOCRATE,MODEM,6137,N,F,BESSE,VERONIQUE,MOUVEMENT POUR LA FRANCE (SOUTIEN UMP),DVD,34458,N,M,DIEULANGARD,JEAN-MARIE,FRONT NATIONAL,FRN,938,N,F,AURY,MARTINE,CHASSE PECHE NATURE TRADITIONS,DIV,1062,N,F,BARBARIT,ANITA,LA FRANCE EN ACTION,DIV,813,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,VENDEE,5,79289,50733,49545,1188,"63,98%",F,LEPRON,MARYSE,LUTTE OUVRIERE,EXG,544,N,M,TERROIRE,PHILIPPE,GAUCHE UNIE ANTILIBERALE,EXG,1434,N,F,BOUTET,CLAUDETTE,PARTI SOCIALISTE,SOC,7921,N,M,REMAUD,JEAN-CLAUDE,PARTI RADICAL DE GAUCHE,PRG,4495,N,M,COIRIER,JEAN,LES VERTS,ECO,2950,N,M,CHARREYRON,PHILIPPE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,467,N,M,HARDOUIN,THIERRY,UDF-MOUVEMENT DEMOCRATE,MODEM,2938,N,M,SARLOT,JOEL,SANS ETIQUETTE,DVD,25822,N,F,GABORIT,THERESE,FRONT NATIONAL,FRN,1129,N,F,PETIT,ANNE-MARIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,307,N,M,BOUHIER,DOMINIQUE,CHASSE PECHE NATURE TRADITIONS,DIV,1218,N,F,SOUYRI,NATHALIE,SANS ETIQUETTE,DIV,0,N,M,QUINTYN,CLAUDE,LA FRANCE EN ACTION,DIV,320,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VIENNE,1,82889,51923,50860,1063,"62,64%",M,MORIN ,GILLES,PARTI DES TRAVAILLEURS,EXG,309,N,M,GAILLARD,LUDOVIC,LUTTE OUVRIERE,EXG,563,N,M,RIONDET,BRUNO,GAUCHE ALTERNATIVE 2007,EXG,1045,N,F,PINAULT,ALINE,PARTI COMMUNISTE FRANCAIS,COM,1009,N,M,CLAEYS,ALAIN,PARTI SOCIALISTE,SOC,21780,O,F,LEGRAND,MARIE,LES VERTS,ECO,1880,N,M,GUICHARD,PATRICK,GENERATION ECOLOGIE,ECO,616,N,F,ANIL,SADIMAN,UDF-MOUVEMENT DEMOCRATE,MODEM,3432,N,F,DAIGRE,JACQUELINE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17389,O,M,MATHIERE,BERTRAND,MOUVEMENT POUR LA FRANCE,DVD,997,N,F,LARAQUE,JOSIANE,FRONT NATIONAL,FRN,1411,N,M,EL AROUSSI DIT ROSSI,PATRICK,UNION DEMOCRATIQUE POPULAIRE,DIV,79,N,M,BOUCQUAERT,SEBASTIEN,LA FRANCE EN ACTION,DIV,350,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VIENNE,2,73476,46983,46133,850,"63,94%",F,LOURDAUX,CHRISTINE,LUTTE OUVRIERE,EXG,459,N,F,SOUMAILLE,VALERIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1424,N,F,POTEAU,FRANCOISE,PARTI COMMUNISTE FRANCAIS,COM,1300,N,F,COUTELLE,CATHERINE,PARTI SOCIALISTE,SOC,15952,O,M,ROCHAUD,ROBERT,LES VERTS,ECO,1963,N,F,TILLET,MAGALIE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,629,N,F,COLLEAU,FRANCOISE,UDF MOUVEMENT DEMOCRATE,MODEM,3929,N,M,CHAMARD,JEAN-YVES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18521,O,F,DE MASCUREAU,MARIE,MOUVEMENT POUR LA FRANCE,DVD,704,N,M,ADELINE,HUBERT,FRONT NATIONAL,FRN,929,N,F,BRARD,LAURE,LA FRANCE EN ACTION,DIV,323,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VIENNE,3,67732,44012,42780,1232,"64,98%",F,BRUNET,ANNE,LUTTE OUVRIERE,EXG,585,N,F,ROSSIGNOL,MYRIAM,GAUCHE ALTERNATIVE 2007,EXG,865,N,M,BROUARD,MICHEL,PARTI COMMUNISTE FRANCAIS,COM,2677,N,M,CLEMENT,JEAN-MICHEL,PARTI SOCIALISTE,SOC,13118,O,M,NICOLAS,JACQUES,LES VERTS,ECO,1242,N,M,HERBERT,GERARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16527,O,M,SENECHEAU,ANDRE,SANS ETIQUETTE,DVD,3667,N,F,DE FONTAINES,BRIGITTE,MOUVEMENT POUR LA FRANCE,DVD,913,N,M,LABESSE,MAXIME,FRONT NATIONAL,FRN,1081,N,M,TETE,GERARD,MOUVEMENT NATIONAL REPUBLICAIN,EXD,254,N,M,BRETAUDEAU,JEAN-LOUIS,CHASSE PECHE NATURE TRADITIONS,DIV,1389,N,F,DARGERE,CHANTAL,LA FRANCE EN ACTION,DIV,462,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,VIENNE,4,75889,45382,43842,1540,"59,8%",M,VILLERET,PATRICE,LUTTE OUVRIERE,EXG,1052,N,M,GUY,JEROME,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,808,N,M,FROMONTEIL,PAUL,PARTI COMMUNISTE FRANCAIS,COM,2023,N,F,TONDUSSON,BRIGITTE,PARTI SOCIALISTE,SOC,11296,O,F,BACHELIER,FRANCINE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,618,N,F,MASSONNEAU,VERONIQUE,LES VERTS,ECO,2173,N,F,VELASQUE,ISABELLE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,654,N,M,ABELIN,JEAN-PIERRE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,20237,O,M,FOUQUENET,PIERRE-CLAUDE,MOUVEMENT POUR LA FRANCE,DVD,1122,N,M,AUDEBERT,ERIC,FRONT NATIONAL,FRN,2124,N,F,GAILLARD,SYLVIE,CHASSE PECHE NATURE TRADITIONS,DIV,1242,N,F,BOURGEOIS,VIRGINIE,LA FRANCE EN ACTION,DIV,493,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,1,54280,35780,34958,822,"65,92%",F,DUMON,CATHERINE,LUTTE OUVRIERE,EXG,287,N,M,CLEREMBAUX,DANIEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1244,N,F,BOULESTIN,MONIQUE,PARTI SOCIALISTE,SOC,12442,O,M,CHARLES,PATRICK,ALTERNATIVE DEMOCRATIE SOCIALISME,DVG,1175,N,M,BERTHON,NICOLAS,LES VERTS,ECO,1269,N,M,BELEZY,JEAN-JACQUES,UDF - MOUVEMENT DEMOCRATE,MODEM,2818,N,M,MARSAUD,ALAIN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14116,O,M,DUFOUR,BERNARD,MOUVEMENT POUR LA FRANCE,DVD,350,N,F,SERVANT,MAGALIE,FRONT NATIONAL,FRN,911,N,M,JAUBERTY,YOANN,MNR - CONTRE L'IMMIGRATION-ISLAMISATION,EXD,124,N,M,GURSAL,MICKAEL,UDF - MOUVEMENT DEMOCRATE,DIV,0,N,F,DEMAISON,MARTINE,LA FRANCE EN ACTION,DIV,222,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,2,74006,51934,50386,1548,"70,18%",F,BARTHELEMY,ALINE,LUTTE OUVRIERE,EXG,414,N,F,GUERRY,CATHERINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1461,N,M,BOISSERIE,DANIEL,PARTI SOCIALISTE,SOC,17039,O,M,ALLARD,PIERRE,ALTERNATIVE DEMOCRATIE SOCIALISME,DVG,8327,N,M,DORANGE,ALAIN,LES VERTS,ECO,1140,N,M,TILLET,DAVID,MOUVEMENT HOMMES-ANIMAUX-NATURE : MHAN,ECO,413,N,M,LECHEVALLIER,CHRISTOPHE,UDF - MOUVEMENT DEMOCRATE,MODEM,1853,N,F,GUILHEM,EVELYNE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15911,O,M,BELIN,CHRISTOPHE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,301,N,M,DHENNIN,JEAN-JACQUES,DEBOUT LA REPUBLIQUE,DVD,506,N,M,LABAT,AUGUSTE,MOUVEMENT POUR LA FRANCE,DVD,641,N,M,RIVIERE,JEAN-LUC,FRONT NATIONAL,FRN,1282,N,M,SIMIER,CHRISTIAN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,174,N,F,PUYJALON,LILIANE,CHASSE PECHE NATURE TRADITIONS,DIV,718,N,M,THIBIVILLIER,FREDERIC,LA FRANCE EN ACTION,DIV,206,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,3,66257,44679,43671,1008,"67,43%",M,MOURNETAS,DANIEL,LUTTE OUVRIERE,EXG,423,N,M,POUYET,JEAN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1448,N,M,DAULIAC,FRANCIS,PARTI COMMUNISTE FRANCAIS,COM,1393,N,F,PEROL-DUMONT,MARIE-FRANCOISE,PARTI SOCIALISTE,SOC,20346,O,F,JEANNOT-PAGES,GHISLAINE,LES VERTS,ECO,1118,N,F,RIVET,NADINE,UDF - MOUVEMENT DEMOCRATE,MODEM,2391,N,F,MARTINEAU,BEATRICE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13529,O,F,EL HAROUAT,DRIFA,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,148,N,F,PERSENT,SYLVIE,MOUVEMENT POUR LA FRANCE,DVD,474,N,F,DACCORD,NICOLE,FRONT NATIONAL,FRN,1181,N,M,TAYANE,BERNARD,MOUVEMENT NATIONAL REPUBLICAIN,EXD,175,N,M,DESENFANT,RAYMOND,CHASSE PECHE NATURE TRADITIONS,DIV,705,N,M,VILLEGER,THIERRY,SANS ETIQUETTE,DIV,340,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,HAUTE-VIENNE,4,72016,48169,47043,1126,"66,89%",F,ROUSSIE,CLAUDINE,LUTTE OUVRIERE,EXG,457,N,M,LAJAUMONT,STEPHANE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1991,N,F,DECAN,FRANCOISE,PARTI COMMUNISTE FRANCAIS,COM,2573,N,M,RODET,ALAIN,PARTI SOCIALISTE,SOC,22823,O,F,MARTIN,MONIQUE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,967,N,M,BENARD,ERIC,UDF - MOUVEMENT DEMOCRATE,MODEM,2463,N,F,GENTIL,SARAH,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13073,O,F,PENET,MARIE-AIMEE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,197,N,M,ALAS,JACQUES,MOUVEMENT POUR LA FRANCE,DVD,571,N,M,GUIEAU,YVES,FRONT NATIONAL,FRN,1455,N,M,CIVEYREL,FRANCOIS,PARTI OCCITAN,DIV,473,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,VOSGES,1,76937,45040,43923,1117,"58,54%",M,CORIZZI,PIERRE-ANDRE,PARTI DES TRAVAILLEURS,EXG,427,N,F,ABBOT,EVELYNE,LUTTE OUVRIERE,EXG,557,N,M,PECHEUR,RAPHAEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1427,N,F,GLAUDEL,MARIE-FRANCE,PARTI SOCIALISTE,SOC,10075,N,F,MERCIER,NATHALIE,UDF - MOUVEMENT DEMOCRATE,MODEM,3685,N,M,HEINRICH,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23347,N,M,MASSON,DANIEL,MOUVEMENT POUR LA FRANCE,DVD,584,N,M,FERRIER,FRANCOIS,FRONT NATIONAL,FRN,2838,N,M,SCHULLER,GERARD,MOUVEMENT NATIONAL REPUBLICAIN,EXD,299,N,M,AUBERT,CLAUDE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,MICHEL,FRANCIS,LA FRANCE EN ACTION,DIV,684,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
