Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,20 Pourcentage aux exprimés
69,RHONE,3,67341,40235,39941,294,"59,75%",M,MESTRES,GEORGES,LUTTE OUVRIERE,EXG,209,N,F,CHALONS,FRANCOISE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,946,N,M,HELAL,KARIM,PARTI COMMUNISTE FRANCAIS,COM,957,N,M,TOURAINE,JEAN-LOUIS,PARTI SOCIALISTE,SOC,11131,O,F,BONNIEL CHALIER,PASCALE,LES VERTS,ECO,1376,N,M,NEGRO,LAURENT,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,213,N,M,BEGAG,AZOUZ,UDF - MOUVEMENT DEMOCRATE,MODEM,5886,N,M,DUBERNARD,JEAN-MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16241,O,M,LABOUCHE,STEPHANE,MOUVEMENT POUR LA FRANCE,DVD,576,N,F,BOURY,LILIANE,FRONT NATIONAL,FRN,1697,N,F,DIVRY,SOPHIE,OBJECTIF DECROISSANCE,DIV,413,N,F,HILLEREAU,LILIANE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,3,N,F,TURCANO,SOPHIE,LA FRANCE EN ACTION,DIV,253,N,F,TAHIR,SALIHA,PARTI RACHID NEKKAZ,DIV,40,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,4,75061,46502,46075,427,"61,95%",F,ARTHAUD,NATHALIE,LUTTE OUVRIERE,EXG,268,N,M,GAGLIONE,RENAUD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,776,N,F,PIERRON,SYLVIE,PARTI COMMUNISTE FRANCAIS,COM,647,N,F,VALLAUD-BELKACEM,NAJAT,PARTI SOCIALISTE,SOC,11437,O,M,ODIARD,PATRICK,LES VERTS,ECO,1320,N,F,VENDITELLI,CLAUDETTE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,233,N,F,CONDEMINE,ANNE-SOPHIE,UDF - MOUVEMENT DEMOCRATE,MODEM,6311,N,M,PERBEN,DOMINIQUE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22088,O,M,VOLLORY,GERARD,SANS ETIQUETTE,DVD,111,N,M,LALLEMENT,STEPHANE,ALTERNATIVE LIBERALE,DVD,73,N,F,BOUZAT,ANNE,MOUVEMENT POUR LA FRANCE,DVD,690,N,F,GRACIEN,CLAUDINE,FRONT NATIONAL,FRN,1688,N,M,BACHAUD,YVAN,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,1,N,M,CHINAL,MARC,APRES LA MONNAIE,DIV,142,N,F,GAY,ANNE-FRANCOISE,LA FRANCE EN ACTION,DIV,290,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,5,83884,52760,52317,443,"62,9%",F,CHAMBON,ANNE-MARIE,LUTTE OUVRIERE,EXG,267,N,M,MALVAUD,FABIEN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1046,N,M,DUSSUD,PATRICK,PARTI COMMUNISTE FRANCAIS,COM,1037,N,F,LAMBERT,MARIE-FRANCE,PARTI SOCIALISTE,SOC,10385,N,F,VIAL,DOMINIQUE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,436,N,M,BOURSEY,ETIENNE,LES VERTS,ECO,2145,N,M,UHLRICH,YVES-MARIE,UDF - MOUVEMENT DEMOCRATE,MODEM,4451,N,M,COCHET,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,29258,N,F,FISSET,VERONIQUE,MOUVEMENT POUR LA FRANCE,DVD,554,N,F,DE PENFENTENYO,MARIE-CHRISTINE,FRONT NATIONAL,FRN,1983,N,M,DESPRES,JEAN-MARIE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,225,N,F,DECHARENTON,DANIELLE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,COMMARMOND,GILLES,LA FRANCE EN ACTION,DIV,530,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,6,74405,41697,41277,420,"56,04%",M,MAURY,JEAN-LUC,PARTI DES TRAVAILLEURS,EXG,177,N,M,BRUNEAU,PHILIPPE,LUTTE OUVRIERE,EXG,284,N,F,RICHIARDONE,MARTINE,GAUCHE ALTERNATIVE 2007,EXG,1658,N,F,CROZON,PASCALE,PARTI SOCIALISTE,SOC,10666,O,M,ZANCHI,LILIAN,GAUCHE SOCIALISTE ET REPUBLICAINE,DVG,3701,N,F,VESSILLER,BEATRICE,LES VERTS,ECO,1702,N,M,DAVID,EDMOND,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,305,N,M,MORALES,RICHARD,UDF - MOUVEMENT DEMOCRATE,MODEM,4613,N,M,CHABERT,HENRY,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15183,O,M,PETITJEAN,DANIEL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,227,N,F,MOREL,MICHELE,MOUVEMENT POUR LA FRANCE,DVD,421,N,M,PONCET,STEPHANE,FRONT NATIONAL,FRN,1911,N,M,KAPELA,KU BUKAKA,SOLIDARITE ET PROGRES,DIV,127,N,M,PELLEVET,JACQUES,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,GUAZZONI,HENRI,LA FRANCE EN ACTION,DIV,190,N,M,VERNER,JEAN-DIDIER,PARTI RACHID NEKKAZ,DIV,112,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,7,60697,32115,31762,353,"52,91%",F,MARSTEAU,MARIE-ANDREE,LUTTE OUVRIERE,EXG,204,N,M,AGGOUN,MORAD,GAUCHE ALTERNATIVE 2007,EXG,475,N,M,BELMOKADEM,ABDEL,GAUCHE ALTERNATIVE 2007,EXG,619,N,F,MAKLOUF,NORA,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,546,N,F,VIEUX-MARCAUD,MARIE-FRANCE,PARTI COMMUNISTE FRANCAIS,COM,1168,N,M,QUEYRANNE,JEAN-JACK,PARTI SOCIALISTE,SOC,10745,O,M,DEQUIDT,ALAIN,LES VERTS,ECO,582,N,M,BRIERE,JEAN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,338,N,F,BOUGUERRA,DJAMILA,UDF - MOUVEMENT DEMOCRATE,MODEM,2129,N,M,DEBIOL,JEAN-FRANCOIS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12403,O,F,REDJIMI BARASCUD,NAFISSA,UNION POUR UN MOUVEMENT POPULAIRE (DISSIDENT),DVD,115,N,F,PIN,FABIENNE,MOUVEMENT POUR LA FRANCE,DVD,520,N,F,GILLMANN,ALICE,FRONT NATIONAL,FRN,1683,N,M,LECONTELLEC,XAVIER,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,F,VILLON,FRANCOISE,LA FRANCE EN ACTION,DIV,235,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,8,82222,51288,50311,977,"62,38%",M,DUVINAGE,CYRIL,LUTTE OUVRIERE,EXG,430,N,M,BRICHLER,PAUL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1125,N,F,GIROUDON ZELEZ,ANDREE,PARTI COMMUNISTE FRANCAIS,COM,1065,N,F,Mc CARRON,SHEILA,PARTI SOCIALISTE,SOC,8982,N,F,TOUTANT,VERONIQUE,LES VERTS,ECO,1779,N,M,RODET,OLIVIER,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,457,N,M,GUILLOT,JEAN-PIERRE,UDF - MOUVEMENT DEMOCRATE,MODEM,4855,N,M,VERCHERE,PATRICE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,26879,N,M,GUILLON,ALAIN,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,780,N,F,ROGELLE,CHRISTINE-MARIE,MOUVEMENT POUR LA FRANCE,DVD,696,N,M,DAQUIN,GEOFFROY,FRONT NATIONAL,FRN,2495,N,F,GIRARDEAU,MARIE,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,RIVRON,SERGE,SANS ETIQUETTE,DIV,195,N,F,DUFAY,EVELYNE,LA FRANCE EN ACTION,DIV,573,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,9,80672,47040,46437,603,"58,31%",F,DESPLANTES,NICOLE,LUTTE OUVRIERE,EXG,319,N,F,KOLLER,NATHALIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,891,N,F,LEBAIL-COQUET,DANIELLE,PARTI COMMUNISTE FRANCAIS,COM,1018,N,M,SADDIER,JEROME,PARTI SOCIALISTE,SOC,7735,N,M,RIVAL,JEAN-MICHEL,LES VERTS,ECO,1389,N,M,LEMAITRE,ALEX,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,242,N,M,CHAVANNE,ALEXANDRE,UDF - MOUVEMENT DEMOCRATE,MODEM,3640,N,M,PERRUT,BERNARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,25888,N,M,BERTIN-HUGAULT,PIERRE,MOUVEMENT POUR LA FRANCE,DVD,542,N,M,BARBIER,JEAN-PIERRE,FRONT NATIONAL,FRN,3875,N,M,RELACHON,PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,238,N,M,GENETIER,DIDIER,LA FRANCE EN ACTION,DIV,660,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,10,89806,56333,55826,507,"62,73%",F,FAURITE,CECILE,LUTTE OUVRIERE,EXG,292,N,F,BERT,CHRISTIANE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,941,N,F,TRONCIN,HELENE,PARTI COMMUNISTE FRANCAIS,COM,828,N,F,PERRIN,FLORENCE,PARTI SOCIALISTE,SOC,9964,O,M,KOHLHAAS,JEAN-CHARLES,LES VERTS,ECO,2480,N,M,CORNILLET,BRUNO,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,435,N,M,HARTEMANN,YVES,UDF - MOUVEMENT DEMOCRATE,MODEM,7309,N,M,GUILLOTEAU,CHRISTOPHE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,26708,O,M,BARRIOL,GEORGES,SANS ETIQUETTE,DVD,3473,N,M,HORNUS,DAVID,MOUVEMENT POUR LA FRANCE,DVD,677,N,F,MARION,AGNES,FRONT NATIONAL,FRN,2407,N,F,HODENT,ANGELE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,148,N,M,DUFAY,GILLES,LA FRANCE EN ACTION,DIV,164,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,11,80135,48678,47945,733,"60,74%",M,BARREAU,JEAN,LUTTE OUVRIERE,EXG,526,N,M,CASTRO,CHRISTIAN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1690,N,M,GAGNEUR,JEAN-FRANCOIS,PARTI SOCIALISTE,SOC,11334,O,M,FRETY,ROGER,LES VERTS,ECO,2107,N,F,LEDDA,MARIE-LOUISE,LE TREFLE - LES NOUVEAUX ECOLOGISTES,ECO,575,N,F,MARTIN,BLANDINE,UDF - MOUVEMENT DEMOCRATE,MODEM,4622,N,M,FENECH,GEORGES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23056,O,F,MANCHON,SYLVIE,MOUVEMENT POUR LA FRANCE,DVD,676,N,F,PERRET,ANNE-MARIE,FRONT NATIONAL,FRN,2465,N,F,MARIE,MARCELLE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,401,N,M,BOUGHANMI,RAMZI,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,1,N,M,LEVEQUE,JEAN-PIERRE,LA FRANCE EN ACTION,DIV,492,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,12,73979,45449,45043,406,"61,44%",M,RENAULT,JEAN-LUC,LUTTE OUVRIERE,EXG,311,N,M,PIEROT,MAXIME,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1010,N,M,TARASSIOUX,SERGE,PARTI COMMUNISTE FRANCAIS,COM,1675,N,M,POMMATEAU,GILLES,PARTI SOCIALISTE,SOC,9449,O,F,KERLAN,CHANTAL,LES VERTS,ECO,1399,N,F,TEYSSONNEYRE,DANIELE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,508,N,M,ISAAC-SIBILLE,CYRILLE,UDF - MOUVEMENT DEMOCRATE,MODEM,5915,N,M,TERROT,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22125,O,M,PUPAT,JEROME,MOUVEMENT POUR LA FRANCE,DVD,597,N,F,TORRENT,ANNIE,FRONT NATIONAL,FRN,1599,N,F,GIRERD-COMTE,CHRISTINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,183,N,F,BOUGHANMI,AICHA,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,F,JACQUIER,CHANTAL,LA FRANCE EN ACTION,DIV,272,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,13,91374,51393,50842,551,"56,24%",M,PETIOT,YVES,LUTTE OUVRIERE,EXG,290,N,F,MOULIA,SYLVIANE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,902,N,F,CHANVILLARD,ISABELLE,PARTI COMMUNISTE FRANCAIS,COM,1038,N,F,DAVID,MARTINE,PARTI SOCIALISTE,SOC,14774,O,F,MOREIRA,VERONIQUE,LES VERTS,ECO,1317,N,F,GAY,FLORENCE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,379,N,F,GENTHON,CHANTAL,UDF - MOUVEMENT DEMOCRATE,MODEM,2730,N,M,MEUNIER,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23491,O,F,DUBOST,ANNE-MARIE,MAJORITE PRESIDENTIELLE,DVD,1006,N,M,ANDRIEUX,GERARD,MOUVEMENT POUR LA FRANCE,DVD,732,N,M,GOLLNISCH,BRUNO,FRONT NATIONAL,FRN,3533,N,M,HAFFAR,AZEDINE,DIVERSITE REPUBLICAINE,DIV,403,N,M,BOUGHANMI,SALAH,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,F,DAHMOUCHE-BENZ,KHALIMA,LA FRANCE EN ACTION,DIV,247,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,14,50332,25813,25385,428,"51,29%",M,FERKOUNE,SALAH,PARTI DES TRAVAILLEURS,EXG,93,N,M,TARDY,JEAN-PIERRE,LUTTE OUVRIERE,EXG,249,N,M,VAYSSE,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,503,N,M,GERIN,ANDRE,PARTI COMMUNISTE FRANCAIS,COM,5708,O,M,BLEIN,YVES,PARTI SOCIALISTE,SOC,4577,N,F,EDERY,MICHELE,SANS ETIQUETTE,DVG,480,N,M,GALLOUL,MAHFOUD,SANS ETIQUETTE,DVG,74,N,F,SOUDAN,GENEVIEVE,LES VERTS,ECO,720,N,M,RUITTON,ALAIN,GENERATION ECOLOGIE,ECO,149,N,F,MERTANI,SALIHA,UDF - MOUVEMENT DEMOCRATE,MODEM,1976,N,M,DENIS,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,7595,O,F,BOSSI,MARIE-GILBERTE,PARTI SOCIAL LIBERAL EUROPEEN,PSLE,123,N,M,GIRARD,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,816,N,M,BENEDETTI,YVAN,FRONT NATIONAL,FRN,1645,N,F,AUBERGER ,ANNICK,MOUVEMENT NATIONAL REPUBLICAIN,EXD,192,N,M,LAHLAH,SALIM,LISTE NOUR,DIV,93,N,F,BOUGHANMI,NAILA,RASSEMBLEMENT POUR INITIATIVE CITOYENNE,DIV,0,N,M,BEN-ABBES,NADIR,PARTI DES MUSULMANS DE FRANCE,DIV,270,N,M,RAYNARD,CHRISTIAN,LA FRANCE EN ACTION,DIV,122,N,,,,,,,,
70,HAUTE-SAONE,1,63989,41972,41226,746,"65,59%",F,GARRET,THERESE,LUTTE OUVRIERE,EXG,323,N,F,CHOIX,RACHEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,721,N,F,STIEFVATER,REGINE,PARTI COMMUNISTE FRANCAIS,COM,1223,N,F,SALVADOR,ARMELLE,PARTI SOCIALISTE,SOC,9560,N,M,CHATELAIN,PHILIPPE,LES VERTS,ECO,1137,N,M,BOUVARD,ERIC,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,450,N,M,JEROME,FRANCIS,UDF - MOUVEMENT DEMOCRATE,MODEM,1774,N,M,JOYANDET,ALAIN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23382,N,M,BARD,JACQUES,FRONT NATIONAL,FRN,1970,N,M,GLAUSER,ALAIN,CHASSE PECHE NATURE TRADITIONS,DIV,686,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,2,64120,39945,38720,1225,"62,3%",M,PLAIN,FRANCK,LUTTE OUVRIERE,EXG,630,N,M,LAZAR,GILLES,COMMUNISTES,EXG,1333,N,M,DEL RIZZO,OLIVIER,PARTI COMMUNISTE FRANCAIS,COM,820,N,M,VILLAUME,JEAN-MICHEL,PARTI SOCIALISTE,SOC,12421,O,F,REMY,RENEE,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,231,N,F,BOURGON,DANIELLE,LES VERTS,ECO,1255,N,F,DE CONINCK,DOMINIQUE,GENERATION ECOLOGIE,ECO,505,N,M,THUEILLON,STEPHEN,UDF - MOUVEMENT DEMOCRATE,MODEM,1742,N,F,BRIOT,MARYVONNE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14598,O,M,CONTOIS,BERNARD,MOUVEMENT POUR LA FRANCE,DVD,844,N,M,THIEBAUT,CLAUDE,FRONT NATIONAL,FRN,3508,N,F,RENARD,BRIGITTE,CHASSE PECHE NATURE TRADITIONS,DIV,651,N,M,MORO,SYLVAIN,LA FRANCE EN ACTION,DIV,182,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,3,51743,33394,32417,977,"64,54%",F,JEANMOUGIN,CHRISTINE,PARTI DES TRAVAILLEURS,EXG,134,N,F,GHARET,YASMINA,LUTTE OUVRIERE,EXG,310,N,F,GAY,FRANCINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,552,N,M,LIEVIN,PATRICK,PARTI COMMUNISTE FRANCAIS,COM,540,N,M,MARIOT,JEAN-PAUL,PARTI SOCIALISTE,SOC,9819,N,F,THOMAS,MARIE-CLAIRE,LES VERTS,ECO,921,N,M,SALLES,CHRISTIAN,MOUVEMENT DEMOCRATE,MODEM,1024,N,M,RAISON,MICHEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16353,N,F,JEANMOUGIN,ANNE-MARIE,FRONT NATIONAL,FRN,1879,N,M,NICOT,LOUIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,195,N,F,CAVAGNAC,CLAUDE,CHASSE PECHE NATURE TRADITIONS,DIV,507,N,M,GENET,BERNARD,LA FRANCE EN ACTION,DIV,183,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,1,67442,40195,39514,681,"59,6%",F,DEMANGELLE,MARIE-ODILE,LUTTE OUVRIERE,EXG,308,N,M,JEZEQUEL,JEAN-FRANCOIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1066,N,M,TAVIOT,OLIVIER,PARTI COMMUNISTE FRANCAIS,COM,907,N,F,ESCHMANN,NICOLE,PARTI SOCIALISTE,SOC,10676,O,M,PEYRAUD,JEAN-MICHEL,LES VERTS,ECO,1020,N,M,FROIDEVAUX,GILBERT,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,431,N,M,JUVANON,CHRISTOPHE,UDF - MOUVEMENT DEMOCRATE,MODEM,4308,N,M,VOISIN,GERARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18819,O,M,ARTHAUD,GEORGES,MOUVEMENT POUR LA FRANCE,DVD,410,N,M,BESSET,CHRISTOPHE,FRONT NATIONAL,FRN,1566,N,F,VENET,MAURICETTE,SANS ETIQUETTE,DIV,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,2,64533,40380,39552,828,"62,57%",F,LELONG,JACQUELINE,LUTTE OUVRIERE,EXG,262,N,F,PLARD,MARIE-HELENE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,565,N,M,LOUIS,HUBERT,PARTI COMMUNISTE FRANCAIS,COM,1093,N,M,REBILLARD,JACQUES,PARTI RADICAL DE GAUCHE (SOUTIEN PS),PRG,13304,O,M,BAUDOUIN,GREGORY,MOUVEMENT REPUBLICAIN ET CITOYEN,DVG,120,N,M,BAILLY,ALAIN,SANS ETIQUETTE,DVG,1924,N,F,CHARVY,NATHALIE,LES VERTS,ECO,721,N,M,CHASSORT,ANDRE,UDF - MOUVEMENT DEMOCRATE,MODEM,2692,N,M,NESME,JEAN-MARC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,17157,O,M,JOMAIN,BERNARD,MOUVEMENT POUR LA FRANCE,DVD,628,N,F,PELLENARD,NICOLE,FRONT NATIONAL,FRN,921,N,M,LAGOUTTE,ALAIN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,165,N,F,BACHAUD,CHRISTIANE,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,3,66700,41602,40606,996,"62,37%",M,DAVANTURE,ALAIN,PARTI DES TRAVAILLEURS,EXG,324,N,F,COSTE,SIMONNE,LUTTE OUVRIERE,EXG,465,N,M,BROCHOT,MAURICE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1376,N,F,COUILLEROT,EVELYNE,PARTI SOCIALISTE,SOC,14040,O,F,GIRAULT,GENEVIEVE,LES VERTS,ECO,1072,N,M,DE NOIRON,HUGUES,UDF - MOUVEMENT DEMOCRATE,MODEM,2106,N,M,ANCIAUX,JEAN-PAUL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,18637,O,F,VLAHOVIC,NICOLE,MOUVEMENT POUR LA FRANCE,DVD,402,N,M,LAUNAY,MICHEL,FRONT NATIONAL,FRN,1971,N,F,MATARESE,MARIE-CHRISTINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,213,N,F,BECHET,JACQUELINE,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,4,61845,38028,37408,620,"61,49%",M,DUSSAUGE,PASCAL,LUTTE OUVRIERE,EXG,341,N,F,LAUTROU,MARINE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,813,N,M,TRAMOY,CHRISTIAN,PARTI COMMUNISTE FRANCAIS,COM,1248,N,M,MATHUS,DIDIER,PARTI SOCIALISTE,SOC,15042,O,M,BONIN,JEAN-PAUL,LES VERTS,ECO,808,N,M,PRUDHON,FABRICE,UDF - MOUVEMENT DEMOCRATE,MODEM,1332,N,F,JARROT,MARIE-CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,16066,O,M,BOUFFANGE,DANIEL,MOUVEMENT POUR LA FRANCE,DVD,311,N,M,LAUNAY,CHRISTIAN,FRONT NATIONAL,FRN,1447,N,F,GIRODET,ISABELLE,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
